id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_021882	NM_021882	chr10	128706258	128720238	+	2117.0	1	Pmel|D10H12S53E|D12S53Eh|Pmel17|Si|Silv|gp100|gp87|-|10 D3|10 77.13 cM|protein-coding	2.969	3.503	8.539	2.97	17.534000000000002	Pmel	-0.0009523281894917538	0.0002884453594980118
NM_025654	NM_025654	chr11	101627949	101636081	+	1089.0	1	Rdm1|2410008M22Rik|AW212028|Rad52b|RP23-382C19.5|11 D|11|protein-coding	7.6579999999999995	8.512	15.585999999999999	6.801	12.628	Rdm1	-0.00034367759040726065	-0.0027266250422642276
NM_026365	NM_026365	chr6	113442569	113448229	+	1197.0	1	Jagn1|5830427H10Rik|-|6 E3|6|protein-coding	55.282	41.918	35.022	52.098	13.735	Jagn1	0.0025107553953852965	0.0034071003020140654
NM_021281	NM_021281	chr3	95526786	95556405	+	1347.0	1	Ctss|-|-|3 F2.1|3 40.74 cM|protein-coding	60.575	105.484	105.48200000000001	54.37	235.699	Ctss	-0.011327907229288343	-0.0008996721624872781
NM_001297593	NM_001297593	chr8	81342562	82127917	+	8222.0	1	Inpp4b|E130107I17Rik|-|8 C2|8 39.02 cM|protein-coding	16.203	19.685	22.713	15.38	35.986	Inpp4b	-0.001296589827655941	-0.00024031400975789926
NM_177568	NM_177568	chr2	118707517	118728438	-	5111.0	1	Plcb2|AI550384|B230205M18Rik|B230399N12|RP23-172B16.2|2 E5|2 59.43 cM|protein-coding	5.1	7.162000000000001	8.738	4.425	19.26	Plcb2	-0.0009349981209320897	0.00033046876668157667
NM_016780	NM_016780	chr11	104608000	104670471	+	5762.0	1	Itgb3|CD61|GP3A|INGRB3|RP24-460H24.1|11 E1|11 67.84 cM|protein-coding	7.506	9.742	14.515999999999998	5.8	31.502	Itgb3	-0.0016128788084251928	0.0004271046640351849
NM_025774	NM_025774	chr5	136180357	136198954	-	1646.0	1	Prkrip1|8430424D23Rik|C114|-|5|5 G1|protein-coding	21.82	21.521	15.704	20.215999999999998	9.674	Prkrip1	0.0007434983608406727	-0.0001790882040459422
NM_146251	NM_146251	chr2	24976033	25054072	+	4552.0	1	Pnpla7|BC027342|E430013P11Rik|Nre|RP23-226M2.4|2 A3|2|protein-coding	8.037	6.603	11.168	4.937	36.73	Pnpla7	-0.002000371779119452	0.003462556831845537
NM_009940	NM_009940	chr7	118525062	118533313	-	863.0	1	Coq7|clk-1|-|7 F2|7 63.44 cM|protein-coding	11.655	9.645	6.019	12.183	4.253	Coq7	0.00048453519362233124	0.0016222788312036057
NM_145711	NM_145711	chr4	6687386	6990723	-	2841.0	1	Tox|1700007F02Rik|RP23-395P16.1|4 A1|4|protein-coding	5.192	11.261	11.645999999999999	5.685	13.466	Tox	-0.000473991842057953	-0.0026667853525340723
NM_011341	NM_011341	chr4	155992914	156013610	+	5165.0	1	Sdf4|Cab45|RP23-118E21.4|4 E2|4|protein-coding	95.508	121.395	127.552	107.20200000000001	53.161	Sdf4	0.0034021544201742106	-0.02437365824590012
NM_027722	NM_027722	chr10	95547007	95564167	-	3224.0	1	Nudt4|4933436C10Rik|DIPP2|DIPP2alpha|DIPP2beta|HDCMB47P|-|10|10|protein-coding	18.718	21.791	23.101	14.894	35.503	Nudt4	-0.0011994884582107064	-0.0007163092252154654
NM_009643	NM_009643	chr19	8989284	9019196	+	18093.0	1	Ahnak|DY6|-|19 A|19|protein-coding	6.1129999999999995	5.5120000000000005	6.596	11.267000000000001	10.172	Ahnak	-0.00010771075730464819	0.0022490015225834327
NM_153510	NM_153510	chr5	137821952	137836278	-	2579.0	1	Pilra|AV021745|FDF03|-|5 G2|5|protein-coding	6.305	7.403	7.152	5.043	16.979	Pilra	-0.0007337189823384669	0.0009055335614900244
NM_012002	NM_012002	chr5	138161102	138163984	+	1082.0	1	Cops6|Sgn3|VIP/MOV34|-|5|5 G1|protein-coding	97.837	88.554	75.44800000000001	103.315	43.29	Cops6	0.003678176241535232	0.003270973230158031
NM_026862	NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7 A3|7|protein-coding	28.877	68.618	73.057	10.082	195.537	Cd177	-0.0112173855598305	-0.0043748660504386375
NM_010877	NM_010877	chr1	152807890	152836990	+	2579.0	1	Ncf2|NOXA2|Ncf-2|p67phox|-|1 G3|1 65.05 cM|protein-coding	3.1689999999999996	7.739	11.434000000000001	3.138	36.444	Ncf2	-0.0021500021352837376	0.0014301347952551734
NM_001030296	NM_001030296	chr13	55464267	55473155	+	1355.0	1	Prr7|XM_484263|-|13 B1|13|protein-coding	9.959	17.613	21.581999999999997	11.759	21.176	Prr7	-0.0006100000382522648	-0.004244631913689973
NM_181856	NM_181856	chr11	117782297	117793137	+	2668.0	1	Tmc8|EVIN2|Ever2|mFLJ00400|RP23-151N19.3|11 E2|11|protein-coding	9.613	10.867	15.575	10.277999999999999	34.705	Tmc8	-0.0016183024246172843	0.00202811649258442
NM_001284195	NM_001284195	chr4	135856071	135865818	+	2726.0	1	Srsf10|FUSIP2|Fusip1|NSSR1|NSSR2|Nssr|SRrp40|Sfrs13a|Srsf13a|TASR|TASR1|TASR2|RP23-161N17.2|4 D3|4|protein-coding	25.504	27.508000000000003	18.814	25.328000000000003	11.645	Srsf10	0.0009215595136859282	-0.0005108669991468001
NM_007763	NM_007763	chr12	113152012	113153879	+	440.0	1	Crip1|CRHP|CRP1|Crip|-|12 F1|12 61.59 cM|protein-coding	55.147	73.245	72.968	52.141999999999996	121.494	Crip1	-0.004302832600757785	-0.0011690493803011995
NM_025430	NM_025430	chr6	71812997	71823784	-	3689.0	1	Mrpl35|1110066C01Rik|-|6|6 C3|protein-coding	11.462	10.308	8.725	11.88	4.415	Mrpl35	0.0004663970719443629	0.00026218847905772134
NM_023697	NM_023697	chr12	10390780	10395562	+	1468.0	1	Rdh14|3110030G19Rik|AW215439|PAN2|-|12 A1.1|12|protein-coding	14.302	16.123	12.788	11.960999999999999	7.854	Rdh14	0.0003650083508914461	-0.0017966870255929708
NM_134151	NM_134151	chr4	129189795	129219607	+	2859.0	1	Yars|AL024047|AU018965|-|4 D2.2|4|protein-coding	89.15100000000001	86.57799999999999	64.689	82.13	24.484	Yars	0.004002441582382087	-0.003408777189940355
NM_173014	NM_173014	chr8	92855350	92919279	+	2784.0	1	Lpcat2|A330042H22|Aytl1|Aytl1a|lpafat1|-|8 C5|8|protein-coding	3.823	5.937	5.274	2.738	14.763	Lpcat2	-0.000736543662479845	0.0004721127727314496
NM_023637	NM_023637	chr7	28741968	28753879	+	1892.0	1	Sars2|2410015F05Rik|D7Ertd353e|SerRS|SerRSmt|-|7 A3|7 16.91 cM|protein-coding	13.024000000000001	9.841000000000001	9.101	11.63	4.1530000000000005	Sars2	0.0005106247791754861	0.00045294493591242183
NM_026192	NM_026192	chr15	102706777	102722178	-	2807.0	1	Calcoco1|1810009B06Rik|Cocoa|Gcap11|mKIAA1536|-|15 F3|15|protein-coding	10.839	12.212	19.743	10.193999999999999	27.48	Calcoco1	-0.0011009194409128612	-0.0010853200481858558
NM_001159907	NM_001159907	chr8	126426652	126475065	-	5029.0	1	Gm17296|Gm179|Tarbp1|-|8 E2|8|protein-coding	11.283	7.412000000000001	7.336	9.871	3.701	Gm17296	0.0004191814112910838	0.000891092390806694
NM_001001182	NM_001001182	chr2	59899363	60125740	-	7942.0	1	Baz2b|5830435C13Rik|BC053917|D2Ertd794e|RP23-323P11.1|2 C1.1|2 34.18 cM|protein-coding	7.329	7.425	10.392000000000001	7.124	16.163	Baz2b	-0.0005862926124716726	0.0003046255281909669
NM_145632	NM_145632	chr16	20717826	20722265	+	780.0	1	Polr2h|-|-|16 B1|16|protein-coding	55.555	41.266999999999996	30.255	43.773	10.87	Polr2h	0.002432424289248039	0.002543390692099464
NM_001145034	NM_001145034	chr2	93955810	93957100	-	1288.0	1	Gm13889|Ag2|OTTMUSG00000014994|-|2 E1|2|protein-coding	3.677	27.288	24.451	4.488	1.365	Gm13889	0.000391685127392873	-0.015245350776904996
NM_181596	NM_181596	chr16	48872608	48874498	+	602.0	1	Retnlg|Fizz3|Relmg|Xcp1|-|16 B5|16 30.75 cM|protein-coding	11.556	105.169	265.165	2.761	916.248	Retnlg	-0.05895927885472596	0.03406733210593888
NM_019760	NM_019760	chr10	57515775	57532529	-	2867.0	1	Serinc1|1500011D18Rik|AI315070|AIGP-2|TMS-2|Tde1l|Tde2|Tms2|mKIAA1253|-|10 B4|10|protein-coding	90.686	86.185	68.959	91.617	44.036	Serinc1	0.003054130599768126	0.0016981720150776008
NM_026209	NM_026209	chr14	20075636	20083172	-	2300.0	1	Saysd1|1810063B07Rik|4930488P03Rik|-|14|14 A3|protein-coding	12.827	11.988	11.114	9.597999999999999	5.305	Saysd1	0.00038437735066231823	-0.0014009716494355205
NM_133198	NM_133198	chr12	70190815	70227683	-	2799.0	1	Pygl|-|-|12 C2|12 29.01 cM|protein-coding	18.027	39.503	53.626000000000005	9.772	150.518	Pygl	-0.008790906236413754	0.0012663669029438916
NM_009496	NM_009496	chr6	125215581	125222306	+	2735.0	1	Vamp1|Syb-1|Syb1|VAMP-1|lew|-|6 F3|6 59.32 cM|protein-coding	2.636	2.207	3.739	2.444	10.019	Vamp1	-0.0004957400799862628	0.0009709337897480083
NM_029499	NM_029499	chr19	11407661	11427246	+	1714.0	1	Ms4a4c|5830413L19Rik|AI449185|Ms4a9|-|19 A|19|protein-coding	8.215	14.269	14.532	8.558	16.499000000000002	Ms4a4c	-0.00047963805540523796	-0.0026511151785498345
NM_001164611	NM_001164611	chr16	17619354	17644830	+	4514.0	1	Smpd4|4122402O22Rik|mKIAA1418|-|16|16 B1|protein-coding	11.002	10.46	7.855	12.446	5.532	Smpd4	0.0004003536376601153	0.000835394124263949
NM_001163031	NM_001163031	chr8	83723251	83741311	-	2945.0	1	Cd97|AA409984|TM7LN1|-|8 C2|8 40.22 cM|protein-coding	37.411	44.644	70.89699999999999	41.49100000000001	103.083	Cd97	-0.004118136640093625	-0.0021954445400977516
NM_010412	NM_010412	chr11	102195747	102230172	-	3766.0	1	Hdac5|AI426555|Hdac4|mHDA1|mKIAA0600|RP23-461C4.2|11 D|11|protein-coding	8.824	7.877000000000001	11.805	7.234	25.191	Hdac5	-0.0011358910553872956	0.0015947257831452387
NM_010385	NM_010385	chr17	33938909	33940343	-	713.0	1	Pfdn6|H-2Ke2|H2-Ke2|Ke-2|-|17 B1|17 17.98 cM|protein-coding	87.10700000000001	76.237	65.393	92.682	38.503	Pfdn6	0.0032763600415891946	0.004572921241861356
NM_029936	NM_029936	chr9	53098454	53248112	-	3348.0	1	Ddx10|4632415A01Rik|AI646054|-|9 A5.3|9|protein-coding	46.301	47.883	36.257	42.94	19.009	Ddx10	0.0016996031030802835	-0.0024445305995195498
NM_011875	NM_011875	chr7	140882394	140898642	+	1548.0	1	Psmd13|S11|-|7|7 F5|protein-coding	69.251	75.835	55.906000000000006	77.792	36.203	Psmd13	0.002500639563453685	-0.00011391582395690562
NM_011590	NM_011590	chr1	135301535	135313737	-	909.0	1	Timm17a|17kDa|mTim17a|-|1|1 F|protein-coding	68.74	57.022	40.449	76.672	13.991	Timm17a	0.003746077035451506	0.006997559607187832
NM_001290469	NM_001290469	chr7	24978169	25005937	-	3573.0	1	Atp1a3|Atpa-2|-|7 A3|7 13.73 cM|protein-coding	0.657	2.009	4.075	0.39399999999999996	15.309000000000001	Atp1a3	-0.0009604753980322568	0.000835429399457706
NM_010736	NM_010736	chr6	125306571	125313870	-	2080.0	1	Ltbr|AI256028|CD18|LTbetaR|Ltar|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFRrp|Tnfbr|Tnfrsf3|-|6 F3|6 59.32 cM|protein-coding	3.345	2.674	4.011	2.571	10.564	Ltbr	-0.0005058245485312211	0.0010113064085879335
NM_001163464	NM_001163464	chr11	95830072	95842476	-	3677.0	1	Abi3|2210414K06Rik|AI987680|NESH|RP23-151M22.4|11 D|11|protein-coding	2.827	4.881	7.641	2.0340000000000003	18.840999999999998	Abi3	-0.0010604266732384	0.00017028268645586254
NM_001081158	NM_001081158	chr11	74649495	74670847	+	5371.0	1	Cluh|1300001I01Rik|Kiaa0664|mKIAA0664|RP23-194P5.1|11 B4|11|protein-coding	41.151	28.643	20.255	40.731	13.225999999999999	Cluh	0.0017086383480499968	0.006695795065306559
NM_013539	NM_013539	chr6	124808941	124810614	+	1174.0	1	Spsb2|AI461677|C9|Grcc9|SSB2|-|6 F2|6 59.17 cM|protein-coding	1.642	2.8560000000000003	4.947	2.4930000000000003	11.009	Spsb2	-0.0005779192400114138	0.0002932223352295758
NM_017480	NM_017480	chr1	60977914	61000321	+	3248.0	1	Icos|AILIM|CCLP|CRP-1|H4|Ly115|CH29-120A16.4|1 C2|1 30.6 cM|protein-coding	79.235	72.286	26.758000000000003	75.575	25.77	Icos	0.0033206384795987105	0.011931575481068619
NM_133815	NM_133815	chr1	181815315	181842401	-	3536.0	1	Lbr|AI505894|ic|-|1 H5|1 84.89 cM|protein-coding	37.001	44.388999999999996	46.879	36.355	76.248	Lbr	-0.0025380624866879046	0.0008726714169337326
NM_011952	NM_011952	chr7	126759626	126765816	+	1761.0	1	Mapk3|Erk-1|Erk1|Ert2|Esrk1|Mnk1|Mtap2k|Prkm3|p44|p44erk1|p44mapk|-|7 F3|7 69.25 cM|protein-coding	20.633000000000003	29.479	37.624	19.963	77.446	Mapk3	-0.0036802107386035557	0.0008200566455313308
NM_028627	NM_028627	chr19	46312087	46327156	-	3880.0	1	Psd|1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011|-|19 C3|19 38.8 cM|protein-coding	28.029	36.702	38.96	20.355999999999998	8.461	Psd	0.0011240918820817978	-0.012655804123789766
NM_001034851	NM_001034851	chr15	25843298	25973696	+	3128.0	1	Fam134b|1810015C04Rik|AU015349|-|15 B1|15|protein-coding	16.988	21.174	23.326	18.989	34.659	Fam134b	-0.0010612271427255984	7.736561806821786e-05
NM_009871	NM_009871	chr11	80477046	80481179	+	4131.0	1	Cdk5r1|Cdk5r|D11Bwg0379e|p25|p35|RP23-252E4.5|11 B5|11 47.94 cM|protein-coding	21.689	30.308000000000003	36.662	18.839000000000002	5.169	Cdk5r1	0.0010788352597205237	-0.012249903668298931
NM_009400	NM_009400	chr4	156026342	156028891	+	1000.0	1	Tnfrsf18|AITR|Gitr|RP23-118E21.6|4|4 E|protein-coding	239.503	450.046	454.963	281.744	111.56700000000001	Tnfrsf18	0.011696579229435887	-0.1569072583218778
NM_010902	NM_010902	chr2	75675519	75704641	-	2462.0	1	Nfe2l2|AI194320|Nrf2|RP23-374O4.2|2 C3|2 44.75 cM|protein-coding	31.303	40.007	43.175	30.818	68.541	Nfe2l2	-0.0023882564210747467	-0.0006127564394029689
NM_001195486	NM_001195486	chr17	80200080	80207305	-	2245.0	1	Srsf7|35kDa|9430065L19Rik|9G8|NX-96|Sfrs7|-|17 E3|17|protein-coding	135.766	116.161	87.756	129.747	51.56100000000001	Srsf7	0.0051636652903873205	0.0075916807417449545
NM_203319	NM_203319	chr5	125414404	125434048	-	4112.0	1	Dhx37|Gm1050|Gm451|mKIAA1517|-|5 G1.1|5|protein-coding	20.995	16.059	11.16	20.156	7.996	Dhx37	0.0007823946472615086	0.0027101800537650987
NM_010716	NM_010716	chr11	82781109	82804274	+	5949.0	1	Lig3|D11Wsu78e|RP23-316C11.6|11 B5|11 50.23 cM|protein-coding	23.219	17.598	15.084000000000001	19.921	8.107999999999999	Lig3	0.0008378916366621872	0.0011279636760602332
NM_153557	NM_153557	chr2	25459488	25461094	-	966.0	1	BC029214|D930050G13Rik|RP23-47P18.9|2 A3|2|protein-coding	5.0760000000000005	7.146	9.78	8.341000000000001	13.005	BC029214	-0.0003980007890507377	-5.1936894353187834e-05
NM_001253700	NM_001253700	chr11	69968226	69980330	-	944.0	1	Elp5|Derp6|Rai12|RP23-172M21.15-001|11|11 B4|protein-coding	77.023	91.51299999999999	88.81700000000001	84.929	28.643	Elp5	0.0035706939949317635	-0.015289435636848231
NM_001177673	NM_001177673	chr12	100876682	100908198	-	2915.0	1	Gpr68|BB131428|Ogr1|-|12 E|12|protein-coding	11.040999999999999	4.236000000000001	4.3919999999999995	15.741	13.460999999999999	Gpr68	-7.111480480237143e-05	0.006435812957949285
NM_010118	NM_010118	chr10	67537869	67542188	+	2961.0	1	Egr2|Egr-2|Krox-20|Krox20|NGF1-B|Zfp-25|Zfp-6|-|10 B5|10 34.96 cM|protein-coding	23.933000000000003	7.792999999999999	5.013999999999999	15.033	4.802	Egr2	0.0008279459843506725	0.006053001367765417
NM_009369	NM_009369	chr13	56609603	56639339	+	2659.0	1	Tgfbi|68kDa|AI181842|AI747162|Beta-ig|big-h3|-|13 B-C1|13 30.09 cM|protein-coding	2.884	10.162	16.75	1.033	50.63	Tgfbi	-0.0031355655737590393	0.0005155425936323538
NM_016918	NM_016918	chr2	5845034	5868736	+	1578.0	1	Nudt5|-|RP23-307E15.2|2 A1|2|protein-coding	36.623000000000005	33.422	20.709	39.794000000000004	4.357	Nudt5	0.002191981666703367	0.002298984892106283
NM_133210	NM_133210	chr7	27473840	27477364	+	1253.0	1	Sertad3|AW124805|D1Mgi51|Rbt1|Sei3|-|7 A3|7|protein-coding	3.378	5.604	8.519	4.729	16.999000000000002	Sertad3	-0.0008326220895102653	0.0001937829974219009
NM_010807	NM_010807	chr4	129513581	129515981	+	1597.0	1	Marcksl1|AL022768|AW215397|AW536807|D4Bc1|F52|MacMARCKS|Macs2|Macs3|Mlp|Mrp|RP23-209C6.6|4 D2.2|4 63.26 cM|protein-coding	106.069	167.049	245.65099999999998	102.984	141.696	Marcksl1	-0.001853473328629282	-0.06723318920375121
NM_011276	NM_011276	chrX	103957167	103981284	-	7428.0	1	Rlim|AL022832|AW743871|Ha1r|Rlim1|Rnf12|RP23-71K8.3|X D|X 46.42 cM|protein-coding	23.796999999999997	23.048000000000002	18.489	22.0	11.484000000000002	Rlim	0.0007448435043665945	-0.0004538095155057967
NM_007653	NM_007653	chr10	128909866	128912818	+	889.0	1	Cd63|C75951|ME491|Tspan30|-|10 D3|10 77.19 cM|protein-coding	9.947000000000001	19.435	20.886999999999997	8.128	56.468	Cd63	-0.003036186531269993	0.0008119247221895702
NM_008920	NM_008920	chr2	84980461	84983632	+	830.0	1	Prg2|MBP|mMBP|mMBP-1|RP23-232L15.2|2 D|2 49.45 cM|protein-coding	27.820999999999998	54.797	84.90299999999999	24.377	220.75	Prg2	-0.012561524319859858	0.0035741966476741088
NM_144491	NM_144491	chr11	75177643	75190483	-	2088.0	1	Dph1|2310011M22Rik|4930488F09Rik|AW551873|Dph2l1|Ovca1|RP23-143A14.1|11 B5|11 45.76 cM|protein-coding	34.983000000000004	28.678	22.115	27.721	11.167	Dph1	0.0012766187841676776	0.0004394466759136765
NM_011295	NM_011295	chr10	23785183	23787209	-	510.0	1	Rps12|-|-|10 A3|10|protein-coding	26.049	19.723	17.322	21.678	4.156000000000001	Rps12	0.001244088783526122	1.9827168013797684e-05
NM_178045	NM_178045	chr6	116633008	116673836	-	6331.0	1	Rassf4|3830411C14Rik|AD037|AI586137|-|6 E3|6|protein-coding	2.33	4.717	5.446000000000001	2.3280000000000003	17.802	Rassf4	-0.0009973872482626279	0.0008787360948859845
NM_026467	NM_026467	chr9	66946118	66949509	+	458.0	1	Rps27l|1810034D23Rik|-|9|9 D|protein-coding	87.56700000000001	85.26700000000001	53.49	106.024	44.81399999999999	Rps27l	0.0033703804923657667	0.011827652750964434
NM_133783	NM_133783	chr2	32395890	32402740	+	1943.0	1	Ptges2|0610038H10Rik|C79137|Gbf1|Mpges2|Pges2|RP23-375I1.1|2 B|2|protein-coding	12.467	8.649	7.346	12.402999999999999	5.827000000000001	Ptges2	0.0004000796892924347	0.0019087412595900502
NM_028381	NM_028381	chr17	55959187	55967951	+	1303.0	1	Ccdc94|2900016D05Rik|AI413813|-|17 D|17|protein-coding	18.108	20.192999999999998	18.205	15.445	7.935	Ccdc94	0.000603192744185076	-0.0032787253376118947
NM_011407	NM_011407	chr11	83116845	83122659	+	1853.0	1	Slfn1|AV316259|RP23-308N3.1|11 C|11 50.3 cM|protein-coding	85.21799999999999	98.435	153.797	57.91	248.34099999999998	Slfn1	-0.011473255112370715	-0.00942411848011829
NM_007505	NM_007505	chr18	77773768	77782868	+	2417.0	1	Atp5a1|AI035633|AL022851|AL023067|Atpm|D18Ertd206e|Mom2|-|18 E3|18 52.38 cM|protein-coding	354.12699999999995	358.658	269.339	374.36699999999996	185.579	Atp5a1	0.011750069380694136	0.007558770206897953
NM_025463	NM_025463	chr19	8888883	8890759	+	648.0	1	1810009A15Rik|-|-|19 A|19|protein-coding	72.304	58.805	53.648999999999994	74.937	33.908	1810009A15Rik	0.002488605474834344	0.005110364105534181
NM_009915	NM_009915	chr9	124102183	124109140	+	3584.0	1	Ccr2|Cc-ckr-2|Ccr2a|Ccr2b|Ckr2|Ckr2a|Ckr2b|Cmkbr2|mJe-r|-|9 F|9 75.05 cM|protein-coding	2.0	6.053	11.64	1.351	33.61	Ccr2	-0.002063844332310312	0.000554089366776966
NM_025591	NM_025591	chr6	86365683	86370058	+	1601.0	1	Fam136a|2010309E21Rik|AW124904|Hyccin|-|6 D1|6|protein-coding	34.16	32.474000000000004	18.725	30.691999999999997	5.651	Fam136a	0.0017456200982923832	0.00037994295760766583
NM_001146124	NM_001146124	chr10	60284461	60302600	+	2551.0	1	Psap|AI037048|SGP-1|-|10 B4|10 30.02 cM|protein-coding	145.815	234.669	298.28700000000003	136.363	766.5939999999999	Psap	-0.04036382082901802	0.023678047572541834
NM_025934	NM_025934	chr17	17374332	17394899	+	3185.0	1	Riok2|2010110K24Rik|2410085M17Rik|-|17|17 A3.1|protein-coding	24.658	23.68	19.57	25.206	9.642000000000001	Riok2	0.000995987300395397	-0.0002678090807239802
NM_001004721	NM_001004721	chr2	155278252	155357424	-	1607.0	1	Pigu|5430426F17Rik|BC028278|Cdc91l1|RP23-87L24.5|2 H1|2|protein-coding	30.825	27.394000000000002	25.502	28.913	11.196	Pigu	0.001200068705162734	-0.0010256527980220089
NM_026483	NM_026483	chr7	64376541	64392236	-	2189.0	1	Mphosph10|2810453H10Rik|5730405D16Rik|AI326008|-|7|7 C|protein-coding	93.40700000000001	83.65	57.435	87.066	23.334	Mphosph10	0.004312918352613557	0.0024426834644254375
NM_001130457	NM_001130457	chr11	6615598	6626067	-	2333.0	1	Tbrg4|2310042P22Rik|AA120735|AA408001|AI527316|Cpr2|R74877|Tb-12|mKIAA0948|RP23-169J19.2|11 A1|11|protein-coding	55.488	41.56	34.955999999999996	52.794	19.656	Tbrg4	0.0021448809679184186	0.004859305367769112
NM_007788	NM_007788	chr2	152226840	152281851	+	4189.0	1	Csnk2a1|Csnk2a1-rs4|RP23-452D3.3|2 G3|2|protein-coding	30.643	30.783	25.58	31.904	14.735999999999999	Csnk2a1	0.0010871196731375378	-0.0005534175514206835
NM_015733	NM_015733	chr4	141793612	141815978	+	3888.0	1	Casp9|AI115399|APAF-3|AW493809|CASP-9|Caspase-9|ICE-LAP6|Mch6|RP23-395H4.3|4 E1|4|protein-coding	4.02	5.864	6.501	3.866	10.864	Casp9	-0.0004387631187889032	-0.00032088581056399134
NM_013885	NM_013885	chr4	135213970	135272760	-	4056.0	1	Clic4|D0Jmb3|TU-74|mc3s5|mtCLIC|RP23-230K10.1|4 D3|4|protein-coding	96.824	124.729	115.014	117.414	34.874	Clic4	0.004988701677089284	-0.02041529697150688
NM_009466	NM_009466	chr5	65413222	65435842	-	2428.0	1	Ugdh|Udpgdh|-|5 C3.1|5 33.67 cM|protein-coding	8.388	12.997	11.994000000000002	10.119	19.441	Ugdh	-0.0006314824525980177	-0.00024841065827054687
NM_010215	NM_010215	chr7	44836288	44840809	+	2037.0	1	Il4i1|Fig1|Fig1-ps|LAAO|LAO|-|7 B4|7 28.93 cM|protein-coding	26.869	34.47	20.339000000000002	31.607	47.994	Il4i1	-0.001178079927018133	0.0055899720179397655
NM_008694	NM_008694	chr9	110419808	110423012	+	1155.0	1	Ngp|bectenecin|-|9 F2|9|protein-coding	534.788	913.145	1031.474	318.353	2856.762	Ngp	-0.15640185797089287	0.05045230805871228
NM_177686	NM_177686	chr6	129350244	129365303	+	2214.0	1	Clec12a|CLL-1|D230024O04|KLRL1|Micl|-|6 F3|6|protein-coding	6.625	13.648	15.812999999999999	3.264	35.914	Clec12a	-0.0019721894394276692	-0.0013583633888650376
NM_026447	NM_026447	chr9	106194953	106199233	-	1790.0	1	Ppm1m|2810423O19Rik|AW610647|C77250|PP2Ceta|-|9 F1|9|protein-coding	7.984	11.767999999999999	17.067999999999998	7.5489999999999995	43.699	Ppm1m	-0.002330053876861363	0.0016586889788293012
NM_009630	NM_009630	chr10	75316877	75334792	+	2599.0	1	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	47.858000000000004	48.022	62.096000000000004	40.607	30.991999999999997	Adora2a	0.0008877973129699227	-0.010864190506461322
NM_028753	NM_028753	chr5	137501439	137502429	-	788.0	1	Pop7|0610037N12Rik|AI852017|Rpp20|-|5 G2|5|protein-coding	42.333	39.246	32.439	40.165	10.890999999999998	Pop7	0.0019709770345373713	-0.0015407336648023307
NM_001102407	NM_001102407	chr3	96629928	96633791	+	2608.0	1	Rbm8a|2310057C03Rik|AA673428|Rbm8|-|3|3 H3|protein-coding	44.222	39.507	34.219	42.6	15.522	Rbm8a	0.0017936786270397872	-0.0003646065439625543
NM_178650	NM_178650	chr19	4184357	4191047	-	1747.0	1	Tbc1d10c|1810062O14Rik|AI428527|-|19 A|19|protein-coding	34.927	44.662	63.373999999999995	36.316	108.962	Tbc1d10c	-0.004735967156954605	-0.0002224096139656916
NM_011810	NM_011810	chr9	98986373	99002019	+	1010.0	1	Faim|-|-|9 E3.3|9|protein-coding	29.211	29.214000000000002	21.138	32.911	16.124000000000002	Faim	0.0009766244557006113	0.001906875963702562
