"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_32_P22702"	"0.979"	"0.107997"	"-1.95"	"-4.35"	"-3.26e-01"	"PSIP1"	"PC4 and SFRS1 interacting protein 1"
"A_23_P17844"	"0.979"	"0.108105"	"1.95"	"-4.35"	"3.52e-01"	"PVALB"	"parvalbumin"
"A_24_P305541"	"0.979"	"0.108194"	"-1.95"	"-4.35"	"-2.75e-01"	"TRIB3"	"tribbles pseudokinase 3"
"A_23_P202316"	"0.979"	"0.108263"	"-1.95"	"-4.35"	"-2.95e-01"	"BUB3"	"BUB3 mitotic checkpoint protein"
"A_23_P6818"	"0.979"	"0.10828"	"-1.95"	"-4.35"	"-4.72e-01"	"SEMA3G"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"
"A_23_P128375"	"0.979"	"0.10839"	"-1.95"	"-4.35"	"-4.50e-01"	"FAM222A"	"family with sequence similarity 222, member A"
"A_24_P31235"	"0.979"	"0.108393"	"-1.95"	"-4.35"	"-3.15e-01"	"EIF5A"	"eukaryotic translation initiation factor 5A"
"A_24_P533142"	"0.979"	"0.108421"	"-1.95"	"-4.35"	"-3.15e-01"	""	""
"A_23_P210419"	"0.979"	"0.108445"	"1.95"	"-4.35"	"3.48e-01"	"DLGAP4"	"discs, large (Drosophila) homolog-associated protein 4"
"A_23_P139388"	"0.979"	"0.10848"	"1.95"	"-4.35"	"2.24e-01"	"RSF1"	"remodeling and spacing factor 1"
"A_32_P206479"	"0.979"	"0.108573"	"1.95"	"-4.35"	"3.79e-01"	"ZNF831"	"zinc finger protein 831"
"A_23_P388489"	"0.979"	"0.10866"	"-1.94"	"-4.35"	"-3.20e-01"	"RPGRIP1L"	"RPGRIP1-like"
"A_23_P13018"	"0.979"	"0.108743"	"-1.94"	"-4.35"	"-3.50e-01"	"FIBP"	"fibroblast growth factor (acidic) intracellular binding protein"
"A_23_P217399"	"0.979"	"0.108758"	"-1.94"	"-4.35"	"-2.79e-01"	"PIGA"	"phosphatidylinositol glycan anchor biosynthesis, class A"
"A_32_P90685"	"0.979"	"0.108775"	"1.94"	"-4.35"	"5.96e-01"	""	""
"A_32_P209702"	"0.979"	"0.108853"	"1.94"	"-4.35"	"4.41e-01"	""	""
"A_23_P54622"	"0.979"	"0.108877"	"-1.94"	"-4.36"	"-4.90e-01"	"KIF22"	"kinesin family member 22"
"A_24_P671875"	"0.979"	"0.108898"	"-1.94"	"-4.36"	"-5.27e-01"	""	""
"A_23_P329152"	"0.979"	"0.108903"	"1.94"	"-4.36"	"3.07e-01"	"ILF3"	"interleukin enhancer binding factor 3, 90kDa"
"A_23_P200425"	"0.979"	"0.108972"	"1.94"	"-4.36"	"2.18e-01"	"S100PBP"	"S100P binding protein"
"A_32_P33802"	"0.979"	"0.108981"	"-1.94"	"-4.36"	"-2.52e-01"	""	""
"A_24_P251534"	"0.979"	"0.109002"	"-1.94"	"-4.36"	"-7.17e-01"	"CTDSPL"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like"
"A_23_P117580"	"0.979"	"0.109022"	"-1.94"	"-4.36"	"-2.53e-01"	"ENTPD5"	"ectonucleoside triphosphate diphosphohydrolase 5"
"A_23_P65674"	"0.979"	"0.109055"	"-1.94"	"-4.36"	"-2.32e-01"	"TMOD3"	"tropomodulin 3 (ubiquitous)"
"A_23_P74526"	"0.979"	"0.109101"	"-1.94"	"-4.36"	"-2.65e-01"	"PPIE"	"peptidylprolyl isomerase E (cyclophilin E)"
"A_23_P45389"	"0.979"	"0.109246"	"1.94"	"-4.36"	"3.29e-01"	"RAB9A"	"RAB9A, member RAS oncogene family"
"A_24_P937435"	"0.979"	"0.109257"	"1.94"	"-4.36"	"2.04e-01"	"ELMOD3"	"ELMO/CED-12 domain containing 3"
"A_24_P920904"	"0.979"	"0.109292"	"1.94"	"-4.36"	"4.67e-01"	"C8orf59"	"chromosome 8 open reading frame 59"
"A_24_P323104"	"0.979"	"0.109347"	"1.94"	"-4.36"	"3.18e-01"	"DIAPH1"	"diaphanous-related formin 1"
"A_23_P70888"	"0.979"	"0.109386"	"-1.94"	"-4.36"	"-2.29e-01"	"FBXO24"	"F-box protein 24"
"A_23_P207967"	"0.979"	"0.109549"	"1.94"	"-4.36"	"1.94e-01"	"CTIF"	"CBP80/20-dependent translation initiation factor"
"A_24_P212559"	"0.979"	"0.109586"	"1.94"	"-4.36"	"4.17e-01"	"KMT2D"	"lysine (K)-specific methyltransferase 2D"
"A_24_P128255"	"0.979"	"0.10964"	"1.94"	"-4.36"	"6.22e-01"	"DKFZP586B0319"	"DKFZP586B0319 protein"
"A_23_P254498"	"0.979"	"0.109651"	"-1.94"	"-4.36"	"-3.81e-01"	"RANGRF"	"RAN guanine nucleotide release factor"
"A_23_P95718"	"0.979"	"0.109689"	"1.94"	"-4.36"	"4.19e-01"	"TAF4B"	"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa"
"A_24_P213256"	"0.979"	"0.109711"	"-1.94"	"-4.36"	"-4.26e-01"	""	""
"A_23_P396981"	"0.979"	"0.109721"	"1.94"	"-4.36"	"4.29e-01"	"CCDC66"	"coiled-coil domain containing 66"
"A_24_P231057"	"0.979"	"0.109735"	"1.94"	"-4.36"	"5.15e-01"	"BOD1L1"	"biorientation of chromosomes in cell division 1-like 1"
"A_23_P425197"	"0.979"	"0.10975"	"-1.94"	"-4.36"	"-2.01e-01"	"IL23R"	"interleukin 23 receptor"
"A_23_P106656"	"0.979"	"0.10975"	"-1.94"	"-4.36"	"-2.46e-01"	"CA7"	"carbonic anhydrase VII"
"A_23_P80377"	"0.979"	"0.109763"	"-1.94"	"-4.36"	"-2.69e-01"	"PACSIN2"	"protein kinase C and casein kinase substrate in neurons 2"
"A_23_P132793"	"0.979"	"0.109832"	"-1.94"	"-4.36"	"-2.66e-01"	"MANF"	"mesencephalic astrocyte-derived neurotrophic factor"
"A_24_P325287"	"0.979"	"0.109855"	"1.94"	"-4.36"	"2.06e-01"	"ZFP91"	"ZFP91 zinc finger protein"
"A_32_P159347"	"0.979"	"0.109926"	"-1.94"	"-4.36"	"-2.49e-01"	"HNRNPA3"	"heterogeneous nuclear ribonucleoprotein A3"
"A_24_P101722"	"0.979"	"0.109943"	"-1.94"	"-4.36"	"-4.87e-01"	""	""
"A_23_P169178"	"0.979"	"0.109957"	"1.94"	"-4.36"	"3.64e-01"	"TESK1"	"testis-specific kinase 1"
"A_32_P183904"	"0.979"	"0.11006"	"1.93"	"-4.36"	"8.84e-01"	"SHF"	"Src homology 2 domain containing F"
"A_24_P255218"	"0.979"	"0.110062"	"1.93"	"-4.36"	"3.82e-01"	"MYO5A"	"myosin VA (heavy chain 12, myoxin)"
"A_23_P64280"	"0.979"	"0.110086"	"1.93"	"-4.36"	"3.32e-01"	""	""
"A_23_P10911"	"0.979"	"0.110096"	"-1.93"	"-4.36"	"-3.62e-01"	"PLBD2"	"phospholipase B domain containing 2"
"A_24_P16036"	"0.979"	"0.110138"	"-1.93"	"-4.36"	"-2.93e-01"	"PTRHD1"	"peptidyl-tRNA hydrolase domain containing 1"
"A_23_P111132"	"0.979"	"0.110139"	"1.93"	"-4.36"	"3.75e-01"	"HSPA1A"	"heat shock 70kDa protein 1A"
"A_23_P113245"	"0.979"	"0.110139"	"1.93"	"-4.36"	"4.35e-01"	"RBPJ"	"recombination signal binding protein for immunoglobulin kappa J region"
"A_23_P137423"	"0.979"	"0.11014"	"-1.93"	"-4.36"	"-4.20e-01"	"IGSF8"	"immunoglobulin superfamily, member 8"
"A_23_P200203"	"0.979"	"0.110148"	"1.93"	"-4.36"	"2.88e-01"	"ECHDC2"	"enoyl CoA hydratase domain containing 2"
"A_24_P940979"	"0.979"	"0.110237"	"1.93"	"-4.36"	"2.38e-01"	"LGALS8"	"lectin, galactoside-binding, soluble, 8"
"A_23_P49759"	"0.979"	"0.110275"	"1.93"	"-4.36"	"1.91"	"CCL1"	"chemokine (C-C motif) ligand 1"
"A_24_P156922"	"0.979"	"0.110281"	"-1.93"	"-4.36"	"-2.92e-01"	"SCP2"	"sterol carrier protein 2"
"A_24_P169544"	"0.979"	"0.110407"	"1.93"	"-4.36"	"3.06e-01"	"ZNF17"	"zinc finger protein 17"
"A_23_P29067"	"0.979"	"0.110418"	"-1.93"	"-4.36"	"-1.95e-01"	"TMPRSS2"	"transmembrane protease, serine 2"
"A_24_P168822"	"0.979"	"0.110426"	"-1.93"	"-4.36"	"-2.76e-01"	"KRBOX4"	"KRAB box domain containing 4"
"A_24_P91472"	"0.979"	"0.110478"	"-1.93"	"-4.36"	"-3.47e-01"	"ALKBH7"	"alkB, alkylation repair homolog 7 (E. coli)"
"A_23_P88262"	"0.979"	"0.110555"	"1.93"	"-4.36"	"2.33e-01"	""	""
"A_24_P109652"	"0.979"	"0.110576"	"1.93"	"-4.36"	"3.69e-01"	"PEAK1"	"pseudopodium-enriched atypical kinase 1"
"A_24_P713729"	"0.979"	"0.11058"	"1.93"	"-4.36"	"4.48e-01"	"SBNO1"	"strawberry notch homolog 1 (Drosophila)"
"A_24_P104091"	"0.979"	"0.110648"	"1.93"	"-4.36"	"3.89e-01"	"ORAOV1"	"oral cancer overexpressed 1"
"A_32_P94468"	"0.979"	"0.110677"	"1.93"	"-4.36"	"2.41e-01"	""	""
"A_32_P35047"	"0.979"	"0.110756"	"1.93"	"-4.36"	"7.32e-01"	"LINC00944"	"long intergenic non-protein coding RNA 944"
"A_24_P923757"	"0.979"	"0.110776"	"1.93"	"-4.36"	"4.15e-01"	"ATF7IP"	"activating transcription factor 7 interacting protein"
"A_23_P4885"	"0.979"	"0.110785"	"-1.93"	"-4.36"	"-3.95e-01"	"AP2A1"	"adaptor-related protein complex 2, alpha 1 subunit"
"A_23_P31116"	"0.979"	"0.110795"	"-1.93"	"-4.36"	"-3.14e-01"	"ACOT13"	"acyl-CoA thioesterase 13"
"A_24_P4387"	"0.979"	"0.110827"	"-1.93"	"-4.36"	"-4.56e-01"	"EIF4EBP2"	"eukaryotic translation initiation factor 4E binding protein 2"
"A_32_P84640"	"0.979"	"0.110833"	"1.93"	"-4.36"	"2.11e-01"	""	""
"A_23_P165535"	"0.979"	"0.11086"	"-1.93"	"-4.36"	"-4.15e-01"	"EEF1B2"	"eukaryotic translation elongation factor 1 beta 2"
"A_24_P627306"	"0.979"	"0.110915"	"-1.93"	"-4.36"	"-3.74e-01"	"EDEM2"	"ER degradation enhancer, mannosidase alpha-like 2"
"A_24_P612441"	"0.979"	"0.11093"	"1.93"	"-4.36"	"3.36e-01"	"C6orf89"	"chromosome 6 open reading frame 89"
"A_24_P854758"	"0.979"	"0.110941"	"1.93"	"-4.36"	"3.89e-01"	""	""
"A_23_P216920"	"0.979"	"0.110988"	"1.93"	"-4.36"	"1.03"	"NEK6"	"NIMA-related kinase 6"
"A_24_P252130"	"0.979"	"0.111001"	"-1.93"	"-4.36"	"-2.17e-01"	"PPARD"	"peroxisome proliferator-activated receptor delta"
"A_32_P165611"	"0.979"	"0.111025"	"1.93"	"-4.36"	"3.41e-01"	"KIF13B"	"kinesin family member 13B"
"A_23_P80940"	"0.979"	"0.111035"	"-1.93"	"-4.36"	"-3.70e-01"	"PPAT"	"phosphoribosyl pyrophosphate amidotransferase"
"A_24_P354689"	"0.979"	"0.111078"	"-1.93"	"-4.36"	"-1.49"	"SPOCK1"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
"A_23_P50646"	"0.979"	"0.111099"	"-1.93"	"-4.36"	"-3.09e-01"	"PINLYP"	"phospholipase A2 inhibitor and LY6/PLAUR domain containing"
"A_23_P25974"	"0.979"	"0.111143"	"1.93"	"-4.36"	"4.47e-01"	"TTC7B"	"tetratricopeptide repeat domain 7B"
"A_23_P391238"	"0.979"	"0.111174"	"1.93"	"-4.36"	"2.78e-01"	"MCM3AP-AS1"	"MCM3AP antisense RNA 1"
"A_24_P600603"	"0.979"	"0.111196"	"-1.93"	"-4.36"	"-2.67e-01"	""	""
"A_24_P45446"	"0.979"	"0.111199"	"1.93"	"-4.36"	"6.05e-01"	"GBP4"	"guanylate binding protein 4"
"A_23_P168828"	"0.979"	"0.111367"	"1.93"	"-4.36"	"5.39e-01"	"KLF10"	"Kruppel-like factor 10"
"A_24_P481375"	"0.979"	"0.111405"	"1.93"	"-4.36"	"8.25e-01"	"LOC100131564"	"uncharacterized LOC100131564"
"A_23_P50962"	"0.979"	"0.111433"	"1.93"	"-4.36"	"2.01e-01"	"NCK2"	"NCK adaptor protein 2"
"A_32_P85460"	"0.979"	"0.111535"	"1.92"	"-4.36"	"3.17e-01"	""	""
"A_23_P144807"	"0.979"	"0.111543"	"1.92"	"-4.36"	"3.71e-01"	"SEPT8"	"septin 8"
"A_23_P141555"	"0.979"	"0.111559"	"1.92"	"-4.36"	"6.19e-01"	"TBX21"	"T-box 21"
"A_23_P90444"	"0.979"	"0.11161"	"-1.92"	"-4.36"	"-2.34e-01"	"RBM42"	"RNA binding motif protein 42"
"A_23_P306655"	"0.979"	"0.111639"	"-1.92"	"-4.36"	"-2.93e-01"	"AMIGO3"	"adhesion molecule with Ig-like domain 3"
"A_24_P48162"	"0.979"	"0.111644"	"-1.92"	"-4.36"	"-2.91e-01"	"MPG"	"N-methylpurine-DNA glycosylase"
"A_32_P3534"	"0.979"	"0.111794"	"1.92"	"-4.36"	"3.26e-01"	"PGPEP1L"	"pyroglutamyl-peptidase I-like"
"A_32_P196896"	"0.979"	"0.111795"	"1.92"	"-4.36"	"4.72e-01"	""	""
"A_23_P168951"	"0.979"	"0.111814"	"1.92"	"-4.36"	"3.77e-01"	"ZHX2"	"zinc fingers and homeoboxes 2"
"A_24_P922213"	"0.979"	"0.111822"	"-1.92"	"-4.36"	"-2.25e-01"	""	""
"A_24_P195936"	"0.979"	"0.11184"	"1.92"	"-4.36"	"2.77e-01"	""	""
"A_24_P500891"	"0.979"	"0.111843"	"-1.92"	"-4.36"	"-3.86e-01"	"AK2"	"adenylate kinase 2"
"A_23_P159012"	"0.979"	"0.111845"	"1.92"	"-4.36"	"4.63e-01"	"ANKRA2"	"ankyrin repeat, family A (RFXANK-like), 2"
"A_32_P71113"	"0.979"	"0.11185"	"1.92"	"-4.36"	"3.07e-01"	"SCAI"	"suppressor of cancer cell invasion"
"A_23_P1374"	"0.979"	"0.111852"	"1.92"	"-4.36"	"2.94e-01"	"PRKCQ"	"protein kinase C, theta"
"A_23_P109452"	"0.979"	"0.111984"	"-1.92"	"-4.36"	"-5.28e-01"	"CHEK2"	"checkpoint kinase 2"
"A_23_P211196"	"0.979"	"0.112018"	"-1.92"	"-4.36"	"-3.32e-01"	"C21orf67"	"chromosome 21 open reading frame 67"
"A_23_P33436"	"0.979"	"0.112063"	"-1.92"	"-4.36"	"-5.94e-01"	"MAZ"	"MYC-associated zinc finger protein (purine-binding transcription factor)"
"A_23_P142304"	"0.979"	"0.112123"	"-1.92"	"-4.36"	"-4.38e-01"	"MKNK2"	"MAP kinase interacting serine/threonine kinase 2"
"A_24_P238427"	"0.979"	"0.112124"	"-1.92"	"-4.36"	"-2.22e-01"	""	""
"A_32_P220700"	"0.979"	"0.112152"	"1.92"	"-4.36"	"5.61e-01"	""	""
"A_23_P64560"	"0.979"	"0.112161"	"-1.92"	"-4.36"	"-2.74e-01"	"PGAP2"	"post-GPI attachment to proteins 2"
"A_24_P15821"	"0.979"	"0.112165"	"-1.92"	"-4.36"	"-4.75e-01"	""	""
"A_32_P144634"	"0.979"	"0.112231"	"1.92"	"-4.36"	"2.32e-01"	""	""
"A_24_P391531"	"0.979"	"0.112241"	"-1.92"	"-4.36"	"-3.21e-01"	"COX11"	"cytochrome c oxidase assembly homolog 11 (yeast)"
"A_24_P201353"	"0.979"	"0.112242"	"1.92"	"-4.36"	"2.02e-01"	"C10orf32"	"chromosome 10 open reading frame 32"
"A_23_P75848"	"0.979"	"0.112277"	"1.92"	"-4.36"	"3.15e-01"	"GVINP1"	"GTPase, very large interferon inducible pseudogene 1"
"A_32_P225119"	"0.979"	"0.112313"	"-1.92"	"-4.36"	"-6.39e-01"	""	""
"A_32_P42964"	"0.979"	"0.112321"	"-1.92"	"-4.36"	"-4.37e-01"	"NUPR1L"	"nuclear protein, transcriptional regulator, 1-like"
"A_24_P83102"	"0.979"	"0.112322"	"-1.92"	"-4.36"	"-2.80e-01"	"IGLL1"	"immunoglobulin lambda-like polypeptide 1"
"A_23_P146584"	"0.979"	"0.112348"	"-1.92"	"-4.36"	"-2.49e-01"	"MSANTD3"	"Myb/SANT-like DNA-binding domain containing 3"
"A_23_P384761"	"0.979"	"0.112369"	"-1.92"	"-4.36"	"-2.40e-01"	"GATA4"	"GATA binding protein 4"
"A_23_P80626"	"0.979"	"0.112378"	"1.92"	"-4.36"	"3.16e-01"	"PRRT3"	"proline-rich transmembrane protein 3"
"A_23_P9255"	"0.979"	"0.112379"	"-1.92"	"-4.36"	"-2.10e-01"	"SYK"	"spleen tyrosine kinase"
"A_23_P167256"	"0.979"	"0.112399"	"1.92"	"-4.36"	"4.13e-01"	"JADE1"	"jade family PHD finger 1"
"A_23_P60977"	"0.979"	"0.112404"	"1.92"	"-4.36"	"2.39e-01"	"LAT"	"linker for activation of T cells"
"A_32_P70843"	"0.979"	"0.112431"	"-1.92"	"-4.36"	"-1.91e-01"	""	""
"A_24_P941540"	"0.979"	"0.112447"	"-1.92"	"-4.36"	"-5.22e-01"	""	""
"A_24_P230570"	"0.979"	"0.112456"	"-1.92"	"-4.36"	"-2.28e-01"	"FOXS1"	"forkhead box S1"
"A_32_P17343"	"0.979"	"0.112497"	"1.92"	"-4.36"	"1.26"	""	""
"A_23_P201996"	"0.979"	"0.112499"	"1.92"	"-4.36"	"2.86e-01"	"WAC"	"WW domain containing adaptor with coiled-coil"
"A_32_P25357"	"0.979"	"0.112538"	"-1.92"	"-4.36"	"-2.74e-01"	"CDH15"	"cadherin 15, type 1, M-cadherin (myotubule)"
"A_24_P254101"	"0.979"	"0.11256"	"-1.92"	"-4.36"	"-2.40e-01"	"DPY19L3"	"dpy-19-like 3 (C. elegans)"
"A_24_P339305"	"0.979"	"0.112563"	"1.92"	"-4.36"	"3.84e-01"	"UBE2Z"	"ubiquitin-conjugating enzyme E2Z"
"A_23_P83175"	"0.979"	"0.112566"	"-1.92"	"-4.36"	"-3.84e-01"	"PTPLAD2"	"protein tyrosine phosphatase-like A domain containing 2"
"A_24_P213321"	"0.979"	"0.112766"	"-1.92"	"-4.36"	"-3.43e-01"	""	""
"A_24_P239731"	"0.979"	"0.112852"	"1.92"	"-4.36"	"3.08e-01"	"B4GALT5"	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5"
"A_32_P99171"	"0.979"	"0.112883"	"1.91"	"-4.36"	"3.48e-01"	"CHST11"	"carbohydrate (chondroitin 4) sulfotransferase 11"
"A_32_P95739"	"0.979"	"0.112923"	"-1.91"	"-4.36"	"-4.04e-01"	"TPI1"	"triosephosphate isomerase 1"
"A_23_P118254"	"0.979"	"0.112989"	"1.91"	"-4.36"	"1.93e-01"	"FOXF1"	"forkhead box F1"
"A_32_P134209"	"0.979"	"0.112999"	"1.91"	"-4.36"	"3.07e-01"	"ACVR2B"	"activin A receptor, type IIB"
"A_24_P1054"	"0.979"	"0.113042"	"-1.91"	"-4.36"	"-2.25e-01"	"TONSL"	"tonsoku-like, DNA repair protein"
"A_24_P606663"	"0.979"	"0.11306"	"-1.91"	"-4.36"	"-2.62e-01"	""	""
"A_24_P170514"	"0.979"	"0.11306"	"-1.91"	"-4.36"	"-2.73e-01"	"OR7E47P"	"olfactory receptor, family 7, subfamily E, member 47 pseudogene"
"A_23_P124035"	"0.979"	"0.113069"	"1.91"	"-4.36"	"3.11e-01"	"MRPL14"	"mitochondrial ribosomal protein L14"
"A_23_P60166"	"0.979"	"0.113074"	"-1.91"	"-4.36"	"-2.13e-01"	"DEPTOR"	"DEP domain containing MTOR-interacting protein"
"A_24_P637651"	"0.979"	"0.113087"	"1.91"	"-4.36"	"3.28e-01"	""	""
"A_23_P165848"	"0.979"	"0.11313"	"-1.91"	"-4.36"	"-2.55e-01"	"EMILIN1"	"elastin microfibril interfacer 1"
"A_24_P215352"	"0.979"	"0.113274"	"-1.91"	"-4.36"	"-3.17e-01"	"PRKCDBP"	"protein kinase C, delta binding protein"
"A_23_P349127"	"0.979"	"0.113304"	"-1.91"	"-4.36"	"-2.18e-01"	"CDAN1"	"codanin 1"
"A_24_P386334"	"0.979"	"0.113352"	"-1.91"	"-4.36"	"-3.55e-01"	"SH3GLB2"	"SH3-domain GRB2-like endophilin B2"
"A_32_P49848"	"0.979"	"0.113386"	"-1.91"	"-4.36"	"-3.97e-01"	"RHOQ"	"ras homolog family member Q"
"A_24_P216964"	"0.979"	"0.113396"	"-1.91"	"-4.36"	"-2.95e-01"	"NUCKS1"	"nuclear casein kinase and cyclin-dependent kinase substrate 1"
"A_24_P902091"	"0.979"	"0.113411"	"1.91"	"-4.36"	"3.26e-01"	"ELK4"	"ELK4, ETS-domain protein (SRF accessory protein 1)"
"A_23_P416089"	"0.979"	"0.113431"	"-1.91"	"-4.36"	"-1.95e-01"	"PROKR1"	"prokineticin receptor 1"
"A_23_P25503"	"0.979"	"0.113472"	"1.91"	"-4.36"	"3.95e-01"	"FNDC3A"	"fibronectin type III domain containing 3A"
"A_23_P30848"	"0.979"	"0.113485"	"1.91"	"-4.36"	"3.06e-01"	"HLA-E"	"major histocompatibility complex, class I, E"
"A_23_P119502"	"0.979"	"0.11355"	"-1.91"	"-4.36"	"-3.58e-01"	"S1PR4"	"sphingosine-1-phosphate receptor 4"
"A_24_P920125"	"0.979"	"0.113565"	"-1.91"	"-4.36"	"-2.39e-01"	"PPIA"	"peptidylprolyl isomerase A (cyclophilin A)"
"A_23_P382794"	"0.979"	"0.113599"	"-1.91"	"-4.36"	"-3.27e-01"	"TAS2R20"	"taste receptor, type 2, member 20"
"A_32_P18723"	"0.979"	"0.113605"	"1.91"	"-4.36"	"6.64e-01"	"TMEM64"	"transmembrane protein 64"
"A_23_P423331"	"0.979"	"0.113654"	"1.91"	"-4.36"	"7.05e-01"	"NTNG2"	"netrin G2"
"A_24_P925635"	"0.979"	"0.113679"	"1.91"	"-4.36"	"3.03e-01"	"SEPT7P2"	"septin 7 pseudogene 2"
"A_23_P216149"	"0.979"	"0.11369"	"-1.91"	"-4.36"	"-2.21e-01"	"TERF1"	"telomeric repeat binding factor (NIMA-interacting) 1"
"A_24_P75456"	"0.979"	"0.11371"	"-1.91"	"-4.36"	"-4.86e-01"	""	""
"A_24_P825969"	"0.979"	"0.113791"	"-1.91"	"-4.36"	"-2.61e-01"	""	""
"A_32_P175683"	"0.979"	"0.113805"	"-1.91"	"-4.36"	"-1.91e-01"	""	""
"A_32_P142664"	"0.979"	"0.113862"	"1.91"	"-4.36"	"5.67e-01"	""	""
"A_23_P121885"	"0.979"	"0.113864"	"-1.91"	"-4.36"	"-5.01e-01"	"ROPN1L"	"rhophilin associated tail protein 1-like"
"A_24_P678620"	"0.979"	"0.113886"	"1.91"	"-4.36"	"6.12e-01"	""	""
"A_23_P202773"	"0.979"	"0.113908"	"1.91"	"-4.36"	"2.76e-01"	"TEX40"	"testis expressed 40"
"A_23_P162846"	"0.979"	"0.113947"	"1.91"	"-4.36"	"4.59e-01"	"LAMP1"	"lysosomal-associated membrane protein 1"
"A_32_P222872"	"0.979"	"0.114038"	"1.91"	"-4.36"	"2.49e-01"	""	""
"A_23_P159227"	"0.979"	"0.11406"	"-1.91"	"-4.36"	"-5.30e-01"	"ADAM15"	"ADAM metallopeptidase domain 15"
"A_24_P419309"	"0.979"	"0.114061"	"-1.91"	"-4.36"	"-3.63e-01"	"SNRNP40"	"small nuclear ribonucleoprotein 40kDa (U5)"
"A_24_P194199"	"0.979"	"0.114084"	"-1.91"	"-4.36"	"-2.18e-01"	"JPH2"	"junctophilin 2"
"A_24_P659113"	"0.979"	"0.114103"	"1.91"	"-4.36"	"3.02e-01"	"CCNYL1"	"cyclin Y-like 1"
"A_23_P399726"	"0.979"	"0.11411"	"1.91"	"-4.36"	"1.94e-01"	"C22orf29"	"chromosome 22 open reading frame 29"
"A_32_P219368"	"0.979"	"0.114125"	"-1.91"	"-4.36"	"-1.92e-01"	"WTAP"	"Wilms tumor 1 associated protein"
"A_23_P15516"	"0.979"	"0.114166"	"-1.91"	"-4.36"	"-3.01e-01"	"TMEM101"	"transmembrane protein 101"
"A_32_P14544"	"0.979"	"0.114167"	"-1.91"	"-4.36"	"-3.43e-01"	"RPS2"	"ribosomal protein S2"
"A_23_P149189"	"0.979"	"0.11418"	"-1.91"	"-4.36"	"-2.07e-01"	"ZP4"	"zona pellucida glycoprotein 4"
"A_23_P22205"	"0.979"	"0.114182"	"-1.91"	"-4.36"	"-2.89e-01"	"SLC4A4"	"solute carrier family 4 (sodium bicarbonate cotransporter), member 4"
"A_24_P913119"	"0.979"	"0.114186"	"1.91"	"-4.36"	"2.20e-01"	"ZNF543"	"zinc finger protein 543"
"A_24_P126262"	"0.979"	"0.114192"	"1.91"	"-4.36"	"5.61e-01"	"BAGE4"	"B melanoma antigen family, member 4"
"A_23_P160869"	"0.979"	"0.114222"	"1.91"	"-4.36"	"3.22e-01"	"LRIG2"	"leucine-rich repeats and immunoglobulin-like domains 2"
"A_23_P417974"	"0.979"	"0.114227"	"-1.91"	"-4.36"	"-6.24e-01"	"AQP11"	"aquaporin 11"
"A_32_P103131"	"0.979"	"0.114244"	"1.91"	"-4.37"	"5.24e-01"	""	""
"A_23_P351844"	"0.979"	"0.114254"	"-1.91"	"-4.37"	"-2.14e-01"	"CD1B"	"CD1b molecule"
"A_23_P94762"	"0.979"	"0.114256"	"1.91"	"-4.37"	"2.29e-01"	"ZNF354B"	"zinc finger protein 354B"
"A_23_P42435"	"0.979"	"0.114291"	"-1.91"	"-4.37"	"-3.46e-01"	"DTNBP1"	"dystrobrevin binding protein 1"
"A_23_P83917"	"0.979"	"0.1143"	"1.91"	"-4.37"	"3.26e-01"	"KDM2A"	"lysine (K)-specific demethylase 2A"
"A_24_P246943"	"0.979"	"0.114338"	"-1.91"	"-4.37"	"-4.78e-01"	"PPIA"	"peptidylprolyl isomerase A (cyclophilin A)"
"A_23_P157715"	"0.979"	"0.114348"	"1.91"	"-4.37"	"4.43e-01"	"PPP1R16A"	"protein phosphatase 1, regulatory subunit 16A"
"A_23_P202510"	"0.979"	"0.114356"	"-1.90"	"-4.37"	"-4.29e-01"	"ASB13"	"ankyrin repeat and SOCS box containing 13"
"A_24_P414256"	"0.979"	"0.114359"	"1.90"	"-4.37"	"2.90e-01"	"TMA7"	"translation machinery associated 7 homolog (S. cerevisiae)"
"A_24_P393303"	"0.979"	"0.114366"	"1.90"	"-4.37"	"2.63e-01"	"USE1"	"unconventional SNARE in the ER 1 homolog (S. cerevisiae)"
"A_24_P576174"	"0.979"	"0.11445"	"1.90"	"-4.37"	"3.37e-01"	"DCP1A"	"decapping mRNA 1A"
"A_24_P298604"	"0.979"	"0.114594"	"-1.90"	"-4.37"	"-3.85e-01"	""	""
"A_24_P224998"	"0.979"	"0.114603"	"1.90"	"-4.37"	"5.01e-01"	""	""
"A_24_P215407"	"0.979"	"0.114629"	"1.90"	"-4.37"	"4.93e-01"	"DDX6"	"DEAD (Asp-Glu-Ala-Asp) box helicase 6"
"A_24_P222835"	"0.979"	"0.114643"	"1.90"	"-4.37"	"2.17e-01"	""	""
"A_24_P265407"	"0.979"	"0.114679"	"-1.90"	"-4.37"	"-2.08e-01"	""	""
