PeakID (cmd=annotatePeaks.pl no_peptide_1um_pcc_superenhancers_merged.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-87722562-2	chr11	87662639	87771020	+	1628.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_172448, intron 2 of 9)	intron (NM_172448, intron 2 of 9)	17305	NR_045139	68690	Mm.342009	NR_045139		1110028F11Rik	-	RIKEN cDNA 1110028F11 gene	ncRNA
Merged-chr10-60348066-2	chr10	60249729	60411774	+	1628.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_023370, intron 42 of 68)	ID_B1|SINE|B4	-16100	NM_028732	74048	Mm.273584	NM_028732	ENSMUSG00000020101	4632428N05Rik	Dies1|PD-1H|VISTA	RIKEN cDNA 4632428N05 gene	protein-coding
Merged-chr9-107298828-2	chr9	107248503	107356137	+	1626.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NM_009895)	TTS (NM_009895)	5631	NM_009895	12700	Mm.4592	NM_009895		Cish	AI385595|CIS1|Cis|F17|F23	cytokine inducible SH2-containing protein	protein-coding
Merged-chr11-32582757-2	chr11	32522720	32651556	+	1616.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009288, intron 4 of 18)	intron (NM_009288, intron 4 of 18)	53872	NM_009288	20868	Mm.8235	NM_009288	ENSMUSG00000020272	Stk10	Gek1|Lok|mKIAA4026	serine/threonine kinase 10	protein-coding
Merged-chr12-86852707-2	chr12	86784194	86924165	+	1612.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	ID_B1|SINE|B4	30635	NM_145836	238330	Mm.248358	NM_145836	ENSMUSG00000034168	Irf2bpl	6430527G18Rik|Eap1	interferon regulatory factor 2 binding protein-like	protein-coding
Merged-chr15-97405012-3	chr15	97311265	97538003	+	1612.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-177347	NM_001164563	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding
Merged-chr3-135638612-2	chr3	135556246	135733077	+	1611.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008689, intron 6 of 24)	intron (NM_008689, intron 6 of 24)	46886	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding
Merged-chr15-81092524-2	chr15	81000591	81219579	+	1609.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001082536, intron 2 of 13)	intron (NM_001082536, intron 2 of 13)	-5038	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mkl1	AMKL|Bsac|Mal|Mrtf-A	MKL (megakaryoblastic leukemia)/myocardin-like 1	protein-coding
Merged-chr2-165924461-3	chr2	165787803	166056802	+	1607.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-37464	NM_001252587	228880	Mm.227598	NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|AI316811|AL024039|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding
Merged-chr3-131164095-2	chr3	131085131	131235917	+	1604.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001276402, intron 3 of 9)	intron (NM_001276402, intron 3 of 9)	47733	NM_001276403	16842	Mm.255219	NM_010703	ENSMUSG00000027985	Lef1	3000002B05|AI451430|Lef-1	lymphoid enhancer binding factor 1	protein-coding
Merged-chr7-122357452-2	chr7	122242248	122466207	+	1604.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008855, intron 2 of 16)	intron (NM_008855, intron 2 of 16)	65102	NM_008855	18751	Mm.207496	NM_008855	ENSMUSG00000052889	Prkcb	A130082F03Rik|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding
Merged-chr3-103863556-2	chr3	103736049	103933929	+	1603.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NR_106164).2	TTS (NR_106164).2	2293	NM_001142959	229672	Mm.297245	NM_001142959	ENSMUSG00000044165	Bcl2l15	Bfk|Gm566	BCLl2-like 15	protein-coding
Merged-chr10-21890798-1	chr10	21780928	22000668	+	1598.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001161845, intron 1 of 13)	B3A|SINE|B2	8614	NM_001161845	20393	Mm.28405	NM_011361	ENSMUSG00000019970	Sgk1	Sgk	serum/glucocorticoid regulated kinase 1	protein-coding
Merged-chr1-136644669-2	chr1	136524896	136738544	+	1597.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	6819	NM_177643	226442	Mm.62521	NM_177643	ENSMUSG00000041483	Zfp281	Znf281	zinc finger protein 281	protein-coding
Merged-chr4-62643988-2	chr4	62583515	62710197	+	1594.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019492, intron 18 of 19)	intron (NM_019492, intron 18 of 19)	27184	NM_134257	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding
Merged-chr9-63698886-2	chr9	63628694	63765473	+	1588.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_016769, intron 1 of 8)	intron (NM_016769, intron 1 of 8)	60911	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding
Merged-chr5-140958807-2	chr5	140849063	141062891	+	1583.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_175362, intron 1 of 24)	MTEa|LTR|ERVL-MaLR	44619	NM_175362	108723	Mm.46187	NM_175362	ENSMUSG00000036526	Card11	0610008L17Rik|2410011D02Rik|BIMP3|CARMA1	caspase recruitment domain family, member 11	protein-coding
Merged-chr7-16349222-2	chr7	16272352	16432461	+	1571.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019748, intron 6 of 8)	intron (NM_019748, intron 6 of 8)	35490	NM_001285891	56459	Mm.258530	NM_019748	ENSMUSG00000052833	Sae1	2400010M20Rik|2610044L12Rik|AL033372|AOS1|AW743391|D7Ertd177e|HSPC140|Sua1|Uble1a	SUMO1 activating enzyme subunit 1	protein-coding
Merged-chr5-107188710-2	chr5	107041202	107292843	+	1567.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011578, intron 4 of 16)	intron (NM_011578, intron 4 of 16)	122573	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
Merged-chr5-140242131-1	chr5	140151989	140332273	+	1564.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_010752, intron 10 of 17)	intron (NM_010752, intron 10 of 17)	79421	NM_010752	17120	Mm.27250	NM_010752	ENSMUSG00000029554	Mad1l1	AI173502|AW550425|Mad1	MAD1 mitotic arrest deficient 1-like 1	protein-coding
Merged-chr4-40825234-2	chr4	40757250	40911257	+	1556.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_022305, intron 1 of 5)	B3|SINE|B2	15885	NR_039584	100628614		NR_039584		Mir5123	mmu-mir-5123|mu-mir-5123	microRNA 5123	ncRNA
Merged-chr9-14944479-2	chr9	14859967	15076523	+	1556.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-64294	NM_176807	64931	Mm.86738	NM_022888	ENSMUSG00000031933	Folr4	0910001L11Rik|C86255|Folbp3|Juno	folate receptor 4 (delta)	protein-coding
Merged-chr9-45260115-2	chr9	45174440	45331586	+	1553.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NM_008348)	TTS (NM_008348)	13694	NR_106054	102466803		NR_106054		Mir7086	mmu-mir-7086	microRNA mir-7086	ncRNA
Merged-chr4-102586701-2	chr4	102483665	102657497	+	1553.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	5' UTR (NM_001177980, exon 1 of 10)	5' UTR (NM_001177980, exon 1 of 10)	521	NM_001177980	18578	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding
Merged-chr17-34145468-2	chr17	34069297	34219067	+	1545.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B4|SINE|B4	-1234	NM_010388	15000	Mm.195060	NM_010388		H2-DMb2	H-2Mb2|H2-Mb2	histocompatibility 2, class II, locus Mb2	protein-coding
Merged-chr11-117882324-3	chr11	117740176	118020202	+	1544.066650	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6663	NM_027919	71776	Mm.3200	NM_027919	ENSMUSG00000017713	Tha1	1300017K07Rik|GLY1	threonine aldolase 1	protein-coding
Merged-chr10-77571549-2	chr10	77498571	77647666	+	1538.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-8649	NM_145925	108705	Mm.28853	NM_145925	ENSMUSG00000009291	Pttg1ip	1810010L20Rik|AI314311|AU018448|C79540	pituitary tumor-transforming 1 interacting protein	protein-coding
Merged-chr3-93554649-1	chr3	93501374	93607925	+	1537.599976	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_009112)	promoter-TSS (NM_009112)	-468	NM_009112	20194	Mm.1	NM_009112	ENSMUSG00000041959	S100a10	42C|AA409961|AL024248|CAL12|CLP11|Cal1l|p10|p11	S100 calcium binding protein A10 (calpactin)	protein-coding
Merged-chr15-60140991-2	chr15	60087420	60195389	+	1529.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-124786	NM_027668	71088	Mm.425950	NM_027668	ENSMUSG00000071749	4933412E24Rik	-	RIKEN cDNA 4933412E24 gene	protein-coding
Merged-chr11-21157932-2	chr11	21071333	21270359	+	1528.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-68186	NM_001290628	245944	Mm.170103	NM_139061	ENSMUSG00000020128	Vps54	Hcc8|Vps54l|mSLP8|wr	vacuolar protein sorting 54 (yeast)	protein-coding
Merged-chr12-107948875-2	chr12	107874111	108006765	+	1521.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001286343, intron 1 of 1)	intron (NM_001286343, intron 1 of 1)	62976	NM_021399	58208	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding
Merged-chr12-108647811-2	chr12	108600909	108690285	+	1516.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001163396, intron 2 of 14)	intron (NM_001163396, intron 2 of 14)	9844	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding
Merged-chr11-11542694-2	chr11	11496354	11588767	+	1515.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	53294	NM_028669	73862	Mm.159077	NM_028669	ENSMUSG00000020191	4930415F15Rik	-	RIKEN cDNA 4930415F15 gene	protein-coding
Merged-chr10-93148306-2	chr10	93066011	93229209	+	1513.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	ORR1F|LTR|ERVL-MaLR	-13266	NM_146239	237459	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding
Merged-chr3-101031137-1	chr3	100951637	101110637	+	1513.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1642	NM_001167906	630146	Mm.190915	NM_001099332	ENSMUSG00000086564	Cd101	Gm1016|Gm734|Igsf2	CD101 antigen	protein-coding
Merged-chr9-45013434-2	chr9	44952756	45131104	+	1509.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_007962)	promoter-TSS (NM_007962)	-414	NM_007962	14012	Mm.33240	NM_007962	ENSMUSG00000032092	Mpzl2	Eva|Eva1	myelin protein zero-like 2	protein-coding
Merged-chr14-60738591-2	chr14	60688947	60785374	+	1507.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001033272, intron 4 of 12)	intron (NM_001033272, intron 4 of 12)	-30974	NM_183175	239126	Mm.319636	NM_183175	ENSMUSG00000071347	C1qtnf9	9130217G22Rik|CTRP9|Ciqtnf9	C1q and tumor necrosis factor related protein 9	protein-coding
Merged-chr11-4265962-2	chr11	4179955	4351019	+	1502.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008501, intron 1 of 3)	intron (NM_008501, intron 1 of 3)	-1309	NM_001039537	16878	Mm.4964	NM_008501	ENSMUSG00000034394	Lif	-	leukemia inhibitory factor	protein-coding
Merged-chr11-34045803-2	chr11	33990863	34122337	+	1501.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010696, intron 3 of 20)	intron (NM_010696, intron 3 of 20)	9399	NM_010696	16822	Mm.265350	NM_010696	ENSMUSG00000002699	Lcp2	AI323664|BB161688|SLP-76|SLP76|twm	lymphocyte cytosolic protein 2	protein-coding
Merged-chr12-82234621-2	chr12	82139257	82334199	+	1500.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001167983, intron 2 of 23)	intron (NM_001167983, intron 2 of 23)	66712	NM_001167983	217692	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding
Merged-chr6-108679449-1	chr6	108622617	108736282	+	1499.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mus1|SINE|Alu	-18515	NR_104577	75394	Mm.395061	NR_040757	ENSMUSG00000087341	0610040F04Rik	-	RIKEN cDNA 0610040F04 gene	ncRNA
Merged-chr2-79203837-2	chr2	79037281	79277186	+	1494.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-98193	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding
Merged-chr18-50038638-2	chr18	49978670	50098716	+	1494.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001177760, intron 1 of 2)	intron (NM_001177760, intron 1 of 2)	-14589	NM_134131	106869	Mm.27740	NM_134131	ENSMUSG00000062210	Tnfaip8	AA987150|E130304C20Rik|ENSMUSG00000073567|Gg2-1|Gm10539|Nded|Ssc-2	tumor necrosis factor, alpha-induced protein 8	protein-coding
Merged-chr19-34602720-2	chr19	34543466	34662387	+	1491.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_001101605)	promoter-TSS (NM_001101605)	-958	NM_001101605	667373	Mm.371956	NM_001101605	ENSMUSG00000079339	Gm14446	OTTMUSG00000016644	predicted gene 14446	protein-coding
Merged-chr1-87870670-2	chr1	87785184	87945556	+	1490.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_177646, intron 1 of 29)	intron (NM_177646, intron 1 of 29)	12083	NM_177646	227333	Mm.277217	NM_177646	ENSMUSG00000070738	Dgkd	AI841987|D330025K09|DGKdelta|dgkd-2	diacylglycerol kinase, delta	protein-coding
Merged-chr9-96744409-1	chr9	96669708	96819110	+	1487.500000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_015511, intron 2 of 3)	B1_Mur2|SINE|Alu	8422	NR_015511	319859	Mm.259909	NM_177020		E030011O05Rik	-	RIKEN cDNA E030011O05 gene	ncRNA
Merged-chr14-79517217-2	chr14	79468247	79564576	+	1487.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001286411, intron 1 of 8)	intron (NM_001286411, intron 1 of 8)	737	NM_001286412	13709	Mm.20938	NM_007920	ENSMUSG00000036461	Elf1	Elf-1|Sts1|mElf-1|p70	E74-like factor 1	protein-coding
Merged-chr6-136497151-2	chr6	136423268	136561940	+	1476.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-26247	NM_019426	54343	Mm.173271	NM_019426	ENSMUSG00000030213	Atf7ip	2610204M12Rik|AM|Mcaf1	activating transcription factor 7 interacting protein	protein-coding
Merged-chr16-32133546-2	chr16	32056785	32215591	+	1475.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	RLTR17|LTR|ERVK	29288	NM_146069	224109	Mm.33498	NM_146069	ENSMUSG00000052384	Nrros	E430025L02Rik|Lrcc33|Lrrc33	negative regulator of reactive oxygen species	protein-coding
Merged-chr1-171949509-2	chr1	171882686	172027813	+	1474.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	37712	NM_030710	30925	Mm.486404	NM_030710	ENSMUSG00000015314	Slamf6	KAL1|KAL1b|Ly108|NTB-A|NTBA|SF2000	SLAM family member 6	protein-coding
Merged-chr13-73746037-2	chr13	73672701	73822389	+	1468.100098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MT2A|LTR|ERVL	-16152	NM_011390	20499	Mm.275800	NM_011390	ENSMUSG00000017756	Slc12a7	AA408796|D13Ertd261e|Kcc4	solute carrier family 12, member 7	protein-coding
Merged-chr17-50556770-2	chr17	50441910	50685098	+	1462.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_013880, intron 1 of 5)	intron (NM_013880, intron 1 of 5)	53957	NM_013880	224860	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding
Merged-chr1-74291119-2	chr1	74140630	74398381	+	1460.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-9095	NM_174985	227289	Mm.246587	NM_174985	ENSMUSG00000064272	Gpbar1	BG37|GPCR|GPR131|M-BAR|TGR5	G protein-coupled bile acid receptor 1	protein-coding
Merged-chr10-21225900-2	chr10	21145124	21335414	+	1456.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-55710	NM_001145209	56422	Mm.25527	NM_019702	ENSMUSG00000019977	Hbs1l	2810035F15Rik|AI326327|eRFS	Hbs1-like (S. cerevisiae)	protein-coding
Merged-chr17-26531668-2	chr17	26465172	26619114	+	1453.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1MB1|LINE|L1	-19369	NM_026170	67458	Mm.30496	NM_026170	ENSMUSG00000001576	Ergic1	1200007D18Rik|maa-136	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	protein-coding
Merged-chr1-85711870-2	chr1	85641320	85778813	+	1449.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	TTS (NM_013673)	TTS (NM_013673)	26540	NM_177055	319997	Mm.116691	NM_177055	ENSMUSG00000052760	A630001G21Rik	-	RIKEN cDNA A630001G21 gene	protein-coding
Merged-chr13-63263848-2	chr13	63168176	63342505	+	1445.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_110520, intron 2 of 5)	intron (NR_110520, intron 2 of 5)	15311	NR_110520	72061	Mm.188105	NM_028079	ENSMUSG00000021458	2010111I01Rik	2300006M17Rik|AP-O|Aopep	RIKEN cDNA 2010111I01 gene	protein-coding
Merged-chr7-24418791-1	chr7	24365061	24472521	+	1443.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_028047, intron 9 of 13)	MYSERV16_I-int|LTR|ERVK	19163	NM_028047	71997	Mm.150977	NM_028047	ENSMUSG00000002210	Smg9	1500002O20Rik|AI429693|N28092	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	protein-coding
Merged-chr4-155191245-2	chr4	155110074	155254233	+	1438.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011385, intron 1 of 6)	intron (NM_011385, intron 1 of 6)	40382	NM_011385	20481	Mm.28520	NM_011385	ENSMUSG00000029050	Ski	2310012I02Rik|2610001A11Rik|AA062172|AA589460|BC004088	ski sarcoma viral oncogene homolog (avian)	protein-coding
