Gene symbol	No-Peptide-24h	No-Peptide-24h-MEKi	10uM-K99A-24h	10uM-K99A-24h-MEKi	100uM-K99A-24h	100uM-K99A-24h-MEKi	0-1uM-PCC-24h	0-1uM-PCC-24h-MEKi	10uM-PCC-24h	10uM-PCC-24h-MEKi
Pax4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0
Noxo1	0.563	1.091	0.735	1.257	0.55	0.253	0.5720000000000001	0.964	0.7490000000000001	1.013
Rai2	0.059	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.06649999999999999	0.0
Stpg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbccd1	3.5105000000000004	2.454	4.618	5.274	4.688	5.307	4.847	5.085	4.863	5.542000000000002
Rac3	0.6844999999999999	0.757	0.49	0.243	0.2075	0.526	0.4185	0.6509999999999999	0.5900000000000001	0.6709999999999999
Ticam1	8.584500000000002	7.1	6.8075	8.434	7.707000000000002	8.691	8.363	9.524	8.474499999999999	8.437000000000001
Opalin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc27a4	29.522	40.214	23.145000000000003	27.693	16.110500000000002	19.827	14.2825	12.174	11.977	11.968
Mcm2	12.834000000000001	8.456	22.4175	10.838	40.6785	23.15	42.617	36.815	49.852	38.0
4930488L21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0
Zfp317	6.1099999999999985	7.436	9.9765	6.879	9.0485	9.608	9.3655	11.185	8.663	10.002
A930016O22Rik	0.172	0.0	0.008	0.433	0.08199999999999999	0.055	0.017	0.045	0.10099999999999999	0.04
B130024G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc34	1.9425	0.361	1.6204999999999998	1.446	2.2725	1.631	1.8945	1.4	2.9065000000000003	1.065
Gm10825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tpm2	0.012	0.0	0.049	0.0	0.0	0.0	0.06599999999999999	0.0	0.0345	0.024
1700017D01Rik	0.1045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4759	6.465	6.195	5.468	7.338999999999999	3.88	6.791	3.7675	5.523	3.385	5.4289999999999985
Rbm12	11.883	11.338	15.953	14.497	20.2635	16.632	19.65	17.801	22.363000000000003	18.715
Rnf113a1	3.132	3.449	5.4365000000000006	3.896	6.8465	3.079	6.5835	5.1789999999999985	8.231	4.669
Chrna7	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0085	0.0
Olfr1195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Antxr1	0.066	0.25	0.0	0.0	0.064	0.121	0.068	0.022	0.0545	0.166
Adamdec1	0.0	0.0	0.0	0.0	0.0575	0.0	0.1035	0.024	0.019	0.043
Gm15816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0
Mir880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930444F02Rik	0.0475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpp30	5.5355	3.053	11.6135	7.692	18.9275	10.344	18.841	17.255	19.562	18.482
Ewsr1	34.5095	27.554	47.02050000000001	29.824	59.063	42.582	62.7415	51.481	69.3105	52.19300000000001
Atp5l	0.0	0.736	0.049	0.0	0.43700000000000006	0.139	0.3965	0.0	0.233	0.101
5730403I07Rik	0.013	0.0	0.101	0.0	0.064	0.0	0.062	0.029	0.153	0.0
Purb	29.614000000000004	29.454	40.6485	34.241	51.4075	50.777	49.31350000000001	53.237	47.84649999999999	51.364
Atp6v1h	17.102	13.48	15.469000000000001	14.021	18.4825	14.685	16.778	17.787	19.2465	18.521
Psat1	21.399	10.207	88.63550000000002	30.98	164.9135	89.00200000000002	188.981	146.751	185.75599999999997	146.819
5830415F09Rik	4.449000000000002	2.291	8.804	3.445	11.0285	6.582999999999998	12.37	8.757	11.63	9.626
Klrc2	0.557	0.614	0.2445	0.0	0.611	0.496	0.066	0.98	0.2875	1.083
Raet1d	0.0	0.0	0.098	0.0	0.0	0.0	0.083	0.046	0.0875	0.0
Dus1l	13.8125	9.348	16.007	10.389	21.149	15.502	21.5615	18.876	24.219	18.797
Efcab10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gabra5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0
Mir3100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E030019B06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
Tnfaip3	66.4085	55.773	117.0825	74.44	134.95600000000002	117.035	116.16150000000002	92.006	95.44899999999998	95.555
Gngt1	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E130012A19Rik	4.5920000000000005	1.366	9.1835	3.974	17.8915	8.527999999999999	24.2175	14.857	25.0595	18.068
Nap1l5	0.5660000000000001	0.264	0.504	1.205	0.2575	0.07400000000000001	0.252	0.276	0.2115	0.108
Gm2863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem183a	13.11	12.952	20.566	12.113	24.235	18.307	26.1725	22.442	26.5585	22.566
Trim6	1.151	1.175	0.284	0.802	0.187	0.387	0.07400000000000001	0.289	0.08399999999999999	0.201
Aen	4.680999999999999	2.542	9.8805	5.541	19.6385	12.248	21.8965	22.694000000000006	26.5435	20.657
Mir466f-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camkk1	1.089	0.889	0.9115	0.304	0.6385000000000001	0.5329999999999999	0.5934999999999999	0.659	0.5365	0.7020000000000001
Mir8118	0.0	0.0	0.0	0.0	0.0	0.0	0.1635	0.0	0.0	0.0
Tmem74	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A830052D11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nudt21	0.884	1.244	2.8565	0.414	3.3664999999999994	2.7460000000000004	4.096	2.579	3.7635	3.722
Cryba1	0.073	0.0	0.212	0.0	0.117	0.0	0.035	0.172	0.1515	0.0
Gm16497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0
Wdr55	10.9325	4.687	15.429	5.1610000000000005	24.302	16.873	32.828	24.154	37.187	24.758000000000006
Traf3ip3	63.137	54.608	53.7575	54.997	29.711	37.747	26.3635	26.783	21.1915	25.015
Sugp1	16.2065	10.701	21.2905	12.503	26.842	20.979	26.684	21.456	28.41	21.019
Etv1	0.0	0.0	0.040000000000000015	0.0	0.0205	0.019	0.0	0.0	0.0	0.0
Kcnh1	0.0035	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0025	0.0
Emc6	20.238	9.146	40.0875	19.214	60.111	31.509	67.602	41.195	63.57899999999999	43.32899999999999
Acd	18.5435	14.298	15.329999999999998	14.482	15.4135	15.351	16.9575	14.543	16.176000000000002	15.651
Slc5a7	0.0	0.0	0.008	0.0	0.004	0.0	0.004	0.0	0.0035	0.0
Oxsr1	11.540999999999999	9.725	17.743000000000006	12.121	21.397	16.202	21.2075	22.396	24.351	24.118
Sntn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcne4	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
Tecr	67.91	59.12600000000001	56.67100000000001	56.538	45.2465	51.124	46.621	39.851	44.2875	42.536
Mmgt1	5.38	5.455	8.007	6.643	10.225	8.025	10.684	9.801	10.0825	10.084
Gm15880	0.0515	0.0	0.0605	0.43	0.0565	0.0	0.041	0.04	0.084	0.08900000000000001
1700011M02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Frs3	0.5445	0.41	0.706	0.092	0.99	0.96	0.957	0.764	0.602	0.7959999999999999
Slc32a1	0.43	0.067	0.0355	0.116	0.018500000000000003	0.226	0.0085	0.0	0.0	0.0
Noa1	6.8075	4.59	11.2245	4.202	16.2345	7.362999999999999	18.72	14.464	20.9355	13.075
Slco1a5	0.0385	0.244	0.0	0.28	0.0435	0.0	0.009000000000000001	0.0	0.0425	0.04
2010320M18Rik	3.1579999999999995	1.173	3.686500000000001	2.276	3.0365	4.824	4.798	3.742	5.3265	3.17
Coq6	3.633	3.139	6.8495	4.962	9.197000000000001	6.0710000000000015	9.5285	8.109	11.1665	8.232999999999999
Carns1	13.0605	15.704	7.186000000000001	12.626	3.6295	6.6	3.46	3.798	3.4265	3.927
Lrrc4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0
Sec13	33.383	18.79	46.7015	26.049	75.45849999999999	43.916	74.571	59.177	87.77000000000002	63.872
Tmem40	17.999000000000002	23.174	9.8565	17.195	3.4265	6.089	3.2955	2.737	1.7065	2.88
Dpep1	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0
Dnlz	5.933	4.384	9.07	5.431	12.3585	9.564	14.595	12.004	14.145	11.314
Plekha1	24.666999999999998	21.015	20.0805	18.244	22.2915	24.628	19.8355	21.159	19.5545	19.167
Hepacam	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.038	0.0	0.0
LOC102634401	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.063	0.0
Nlrc4	2.9389999999999996	2.182	1.5505	1.991	1.2695	1.526	1.212	1.455	0.723	1.648
Zfp672	4.4745	4.601	6.4265	4.3210000000000015	7.504	6.058	8.4345	8.665	8.163	8.687999999999999
Chst9	0.0	0.0	0.0	0.0	0.0145	0.0	0.0	0.0	0.0	0.0
Gm5634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lox	0.08600000000000001	0.0	0.0	0.0	0.006	0.032	0.0305	0.0	0.006500000000000001	0.034
Prom2	0.012	0.0	0.0	0.109	0.0	0.034	0.005	0.0	0.0	0.0
Slx4	6.7349999999999985	6.205	7.882999999999999	6.93	8.067	7.662000000000001	8.0855	9.631	8.905999999999997	10.005
Mrap2	0.094	0.0	0.106	0.0	0.0405	0.183	0.06000000000000001	0.03	0.052000000000000005	0.0
Mir6993	1.9305	0.0	0.0	3.053	2.542	0.0	0.7345	1.813	2.003	0.8009999999999999
Inafm2	10.415999999999999	8.247	9.504	9.303	11.0065	10.839	10.614	10.382	10.575	9.648
Mtx3	1.7085	1.452	2.064	2.422	2.656	2.371	3.3105	3.556	3.29	4.125
Dlat	6.799	6.016	9.752	7.405	15.322000000000001	8.93	16.265	12.673	19.261000000000006	15.245
H2-Eb2	2.0055	2.254	0.344	1.371	0.4235	0.939	0.34800000000000003	0.499	0.257	0.38
Wdr83	8.556999999999999	3.606	10.8145	3.0780000000000003	12.573	12.102	13.3075	12.15	15.9375	11.324000000000002
Mir1971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eltd1	0.1945	0.579	0.484	0.526	0.29	0.258	0.244	0.227	0.116	0.138
1110006O24Rik	2.0365	1.056	1.7655	2.632	1.274	0.7340000000000001	1.494	0.6809999999999999	0.7055	1.27
Sgip1	0.15699999999999995	0.452	0.607	0.337	0.649	0.335	0.418	0.28800000000000003	0.258	0.191
Retnlg	1180.806	1734.882	638.0875	1229.123	80.78699999999999	224.449	30.8125	5.685	1.8915	2.385
Zkscan16	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.0075	0.0	0.013	0.018000000000000002
Tmem259	60.8405	49.257	55.1285	46.559	64.67	54.803	68.56	65.961	73.9085	61.15600000000001
Gm5535	0.0	0.0	0.0	0.0	0.044500000000000005	0.041	0.0485	0.0	0.0575	0.059
Cd2ap	8.8115	5.989	9.5915	9.31	11.015999999999998	9.59	11.0515	11.604	11.0025	13.192
Xrn2	40.861	30.249	49.402	39.094	56.071999999999996	49.04	58.18250000000001	59.104	59.82	59.06800000000001
Elmo1	21.1575	26.532	21.546999999999997	24.445	21.9875	21.789	23.2395	23.362	22.8895	23.762
Mir504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrp	3.2155	2.136	5.7025	3.795	8.572000000000001	4.704	9.1455	5.766	9.33	5.843
Gpr17	0.0	0.0	0.0095	0.0	0.0	0.0	0.008	0.0	0.0	0.02
Glra1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0
Lin7a	0.0755	0.0	0.0215	0.0	0.0175	0.0	0.008	0.01	0.033	0.026
Brd4	45.6285	46.223	51.7385	49.112	52.888000000000005	52.703	52.661	57.685	52.9965	57.667
Ngef	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0
Txlnb	0.247	0.14	0.08800000000000001	0.44	0.1595	0.079	0.3275	0.183	0.1485	0.311
Kif2c	2.324	1.465	1.4955	1.4380000000000002	1.189	1.454	1.3935	1.3219999999999998	1.2315	1.3330000000000002
Pdgfb	4.223	2.804	6.515	5.5070000000000014	10.7625	8.086	13.009	14.2	16.4445	16.24
C4b	0.009000000000000001	0.047	0.0445	0.0	0.135	0.092	0.1475	0.184	0.17	0.182
Vmn1r198	0.0	0.0	0.0225	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam19a5	0.0	0.0	0.0235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sh3pxd2a	3.645	3.042	2.2265	2.6830000000000003	1.5535	2.0980000000000003	1.3925	1.595	1.25	1.202
Utp15	7.006	5.746	14.715	7.803	21.46	15.355	25.2255	23.97	26.4885	22.324
Mmp11	0.599	0.306	0.7809999999999999	0.349	1.186	0.7240000000000001	0.5589999999999999	0.674	0.9605	0.711
Creb5	0.508	0.74	0.524	0.182	0.447	0.442	0.326	0.365	0.17800000000000002	0.269
Fam134b	31.625999999999998	34.869	26.609	37.271	21.298	24.651	19.0075	18.591	18.0305	20.718000000000004
A3galt2	0.35750000000000004	0.405	0.159	0.404	0.14900000000000002	0.125	0.2155	0.274	0.16599999999999998	0.227
Mir7079	0.727	0.0	4.8115	3.831	7.159	0.0	12.0335	10.237	12.9415	12.064
Rhou	8.370000000000001	10.842	4.3265	6.489	1.4615	2.805	0.9490000000000001	1.225	0.506	0.625
Rilp	0.4245	0.38	0.3725	0.08800000000000001	0.2285	0.14300000000000002	0.333	0.196	0.423	0.312
Dnajc11	10.9585	7.241	16.7565	7.633999999999999	26.825	16.259	30.934	26.645	34.239999999999995	25.163
Ergic2	15.019	14.791	19.9785	14.647	24.503	19.188	26.0555	25.692	22.8105	25.832
Htr4	0.022	0.0	0.0045000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hebp1	2.0905	1.063	0.307	0.4320000000000001	0.4685	2.201	0.5305	1.32	0.35650000000000004	0.389
Gm5833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kmo	1.7654999999999998	0.879	1.3025	1.5219999999999998	1.6995	0.6809999999999999	1.88	1.777	1.63	2.005
Ido1	0.973	0.7090000000000001	0.3675	0.349	0.3805	1.036	0.569	0.621	0.3875	0.48
Mbl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir6415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Efcab3	0.0	0.0	0.052000000000000005	0.188	0.101	0.0	0.0815	0.0	0.016	0.0
BC028528	8.538	5.087	4.0795	10.042	1.5065	4.787	2.5555000000000003	1.578	1.2080000000000002	0.8140000000000001
Rabl2	0.6665	0.915	0.9225	1.075	0.8505	0.732	1.2830000000000001	1.277	1.5919999999999999	1.223
Gm4890	0.16449999999999998	0.0	0.47600000000000003	0.29600000000000004	0.7975	0.453	0.5235	0.747	0.6265	0.758
Olfr350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grm7	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gadd45g	8.381	6.614	16.851	5.033	36.478	15.595	23.4525	10.964	21.151	10.694
Il1rapl2	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
Ift20	22.6675	9.574	16.8125	10.006	19.0195	16.486	20.7525	12.42	19.887	16.531
Tectb	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
Cyp2g1	0.0535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700034G24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pparg	1.919	1.653	0.6515	1.305	0.4785	0.762	0.5795	0.157	0.3690000000000001	0.333
A730020M07Rik	0.0	0.0	0.0	0.0	0.0085	0.0	0.0	0.0	0.0235	0.0
4930465K10Rik	0.123	0.0	0.162	0.0	0.1965	0.0	0.525	0.23	0.4715	0.122
Irak1bp1	0.5435	0.198	0.975	0.0	1.2305	1.119	1.6515	1.629	2.1425	2.011
Marco	1.0465	0.887	0.2725	0.596	0.527	0.609	0.2025	0.354	0.1855	0.183
4930405L22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dock7	2.4005	1.6030000000000002	0.9079999999999999	1.414	0.6579999999999999	1.026	0.55	1.003	0.434	0.637
1110008F13Rik	85.90199999999999	83.738	77.928	62.441	80.252	67.206	83.0255	68.898	86.82	68.806
Mir208a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700025G04Rik	3.768	2.762	3.1519999999999997	3.495	1.648	2.21	1.6225	1.53	1.293	1.5519999999999998
Myo1e	8.101500000000001	5.541	4.481999999999998	5.659	3.6825	5.456	3.8080000000000003	5.607	4.0035	5.561
Cenpj	4.5935	2.783	3.8565	5.112	3.5885	3.548	3.742	4.647	3.6105	4.048
Gm5088	2.329	1.179	2.8825000000000003	1.435	6.167000000000001	4.301	7.1705000000000005	5.021	8.5535	6.363
Olfr1123	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dip2b	20.645	20.827	24.796	22.794	22.0875	25.187	19.9025	21.219	20.156	22.511
Arid4a	29.676	28.221	21.631999999999998	22.885	16.1875	18.48	16.701	17.692999999999994	15.259	16.503
Mir130b	0.0	0.0	0.2525	0.0	0.0	0.0	0.871	0.0	1.0145	0.0
N4bp2l1	37.661	37.21	18.5815	30.453000000000007	10.655999999999999	22.976	10.8005	11.424	7.099	9.963
Adnp	37.758	37.524	39.790000000000006	35.574	38.298	36.732	40.0175	43.284	37.3295	42.164
Hcfc1	19.535999999999998	15.267	24.251	21.665	32.1385	27.768	33.773	37.716	38.7935	40.279
Gata6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb6c	0.0	0.0	0.0375	0.0	0.0785	0.0	0.0535	0.0	0.013500000000000002	0.0
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psg20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex2	15.33	10.457	12.9875	12.130999999999998	13.5165	13.209	12.759	11.853	10.168	12.121
Pot1b	8.870000000000003	8.81	5.99	8.702	4.0680000000000005	6.229	4.753	5.551	3.7245	6.159
Farp2	1.046	0.754	1.067	1.342	0.932	1.251	0.8015	1.15	1.2325	1.426
Map3k19	0.0565	0.095	0.0125	0.0	0.0	0.054000000000000006	0.0595	0.0	0.021	0.065
St7l	3.0989999999999998	2.9610000000000003	3.3065	2.408	3.5504999999999995	3.286	3.91	3.009	3.7769999999999997	3.338
Rpain	14.6995	4.4110000000000005	16.904	9.366	20.8645	9.963	20.5615	16.555	22.9025	15.612
Casp8	31.288	21.021	30.962	21.78	34.9515	36.11	29.779	32.084	28.7275	30.302
Zfp811	0.1195	0.263	0.35	0.294	0.121	0.218	0.0925	0.098	0.135	0.202
Pgap2	14.2805	14.11	17.297	18.517	17.526	16.495	17.063000000000002	13.794	15.936	15.248
Smim15	22.9435	13.743	30.455	22.07	33.1635	25.288	31.713	27.74	28.776	28.298
Sypl	11.794	13.049	11.593	13.963	11.037	11.271	10.9545	10.071	10.19	11.294
Gimap4	208.1055	210.092	161.977	226.478	91.555	123.469	87.92299999999999	111.16	54.124	101.458
Slc15a1	0.032	0.02	0.0	0.0	0.053000000000000005	0.045	0.027000000000000003	0.0	0.038500000000000006	0.0
Galntl6	0.005	0.0	0.032	0.0	0.004	0.0	0.0	0.0	0.0	0.0
Tbk1	24.911	22.525	22.4695	25.859	20.287	22.818	18.9765	24.172	19.707500000000003	23.65
Ttf2	3.2060000000000004	3.587	3.693	3.115	4.417	4.145	4.513	4.213	5.4785	5.109
4932413F04Rik	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc22a26	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0
Zmym6	7.048499999999999	10.244000000000002	7.1555	9.853	6.6305	7.21	6.992999999999999	9.91	7.2139999999999995	9.26
Stxbp6	1.23	0.5479999999999999	0.6659999999999999	0.769	0.908	0.7659999999999999	0.6990000000000001	0.578	0.459	0.475
Lrrc8d	25.28	33.0	23.003	30.534	20.9105	26.835	20.0725	19.232	18.8535	18.727
Calm2	64.06	45.65	65.8485	39.84	63.375	53.247	62.404	47.684	58.9175	49.83
Traf7	32.403499999999994	33.008	35.34399999999999	38.19300000000001	35.527	32.055	35.246	38.259	37.038000000000004	39.954
Xlr4c	1.604	1.234	2.2525000000000004	1.934	1.5095	2.206	2.411	3.015	2.122	2.369
Osbpl5	3.5515	4.975	3.8485	3.3680000000000003	1.829	2.165	2.002	2.216	1.493	1.89
Araf	20.6445	20.593000000000004	22.598000000000003	17.574	28.331	25.241	29.045	28.707	31.31	30.124
Rnaset2b	12.91	4.851	8.241	3.965	9.8865	6.6720000000000015	10.9625	6.426	15.6735	8.033999999999999
Syce1l	1.7065	1.717	2.438	2.222	1.207	1.293	1.4220000000000002	0.914	1.6955	1.413
Smim6	1.0610000000000002	0.578	0.3865000000000001	0.6709999999999999	0.416	1.16	0.5489999999999999	0.657	0.4755	0.634
Adh6a	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.087	0.027000000000000003	0.116
R3hdml	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xpnpep3	3.035	3.497	4.5935	3.049	6.282	6.197	6.3505	7.896	5.928	5.898
Lix1l	0.3955	0.772	0.8390000000000001	0.807	0.6025	0.872	0.534	0.7190000000000001	0.6875	0.615
B830017H08Rik	0.0	0.335	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.046
Mir6913	10.4925	0.0	4.6715	0.0	14.886	14.075	17.951	9.817	25.93	1.578
Psd4	43.1625	38.049	40.986	37.533	42.1505	41.79600000000001	41.05750000000001	40.67	39.82	38.455
Klk8	8.36	2.938	7.9689999999999985	4.952	7.7515	6.85	8.0145	5.9110000000000005	8.2895	6.745
Pramel3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hebp2	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4931440P22Rik	2.0915	2.718	0.98	0.491	0.7715	1.895	0.5185	0.843	0.496	0.4970000000000001
Defb26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcm9	4.6945	4.878	4.6095	5.182	5.1725	5.2170000000000005	4.323	4.511	3.8955	4.851
Spred1	6.8870000000000005	4.623	5.818999999999999	7.371	7.883999999999999	7.742000000000001	9.654	9.564	9.718	9.624
Mir683-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn1r183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hpgds	2.911	2.367	1.6580000000000001	3.642	0.8755000000000001	2.182	1.09	1.393	0.2755	0.982
0610040B10Rik	0.395	0.0	0.5730000000000001	0.0	1.0725	0.964	0.698	0.397	0.9565	0.35100000000000003
Lgr6	0.0205	0.0	0.0685	0.0	0.0	0.0	0.0	0.0	0.023	0.0
Zfp41	1.4595000000000002	1.7480000000000002	1.5670000000000002	1.328	1.916	1.575	2.0845	2.071	2.0265000000000004	2.193
Mir7212	0.8234999999999999	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0
Slc30a3	0.0	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0
Acad8	3.7595	2.972	4.738	2.832	4.7385	3.752	5.584999999999999	5.4529999999999985	5.9945	5.197
Ptp4a3	14.302499999999998	9.282	24.735	14.257	38.485	25.87	43.3975	42.319	44.104	41.254
2310005A03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cypt14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dsp	0.0825	0.033	0.0885	0.02	0.0235	0.015	0.014000000000000002	0.012	0.0555	0.032
Hist1h4n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fhl2	1.129	0.52	0.5660000000000001	0.084	1.1075	0.407	1.338	1.862	2.636	3.39
Efhc1	0.0115	0.085	0.056	0.593	0.0985	0.096	0.094	0.079	0.042	0.07
Rps16	2.414	1.025	2.5795	0.107	3.805	2.778	3.716	2.004	4.1419999999999995	1.6869999999999998
Mir129b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mad2l1	4.8315	5.731	7.484	5.9510000000000005	12.357	7.537000000000001	9.8175	8.576	12.127	8.625
Lce1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il22ra2	0.0	0.0	0.0	0.132	0.0105	0.086	0.0	0.0	0.0	0.0
AU021063	1.8015	0.107	0.861	0.0	0.5760000000000001	0.8490000000000001	1.3165	0.8	0.34850000000000003	0.7959999999999999
Dctpp1	10.356000000000002	4.755	17.335	6.832999999999998	30.9525	17.677	42.19300000000001	27.206	49.1675	32.931999999999995
AI606473	0.0	0.0	0.0575	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cfi	0.0	0.0	0.0595	0.0	0.0	0.0	0.0535	0.16899999999999998	0.0945	0.025
Slc16a6	15.3465	20.85	11.4105	18.199	9.6205	11.291	10.516000000000002	10.774	10.1245	10.203
Gm5382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Khdrbs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orm2	1.4495	0.6509999999999999	4.3439999999999985	2.806	3.3005	3.767	2.9210000000000003	1.439	2.3145	2.477
Hba-a2	7.877999999999999	7.482	1.4305	1.401	1.6345	1.892	1.031	0.8320000000000001	0.5925	0.919
Dhcr24	12.571000000000002	10.579	14.3485	12.272	19.144000000000002	18.202	19.496	19.235	21.324	18.98
2410004N09Rik	16.736	6.086	32.5225	7.27	41.347	23.076	47.63399999999999	21.449	38.39700000000001	21.105
Tbc1d9b	13.2465	12.571	12.5305	10.495	8.93	11.26	8.589	8.698	8.4755	8.818
Olfr347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dnase1l1	23.535999999999998	31.156	11.502	22.128	6.85	14.798	6.2235000000000005	7.474	5.51	6.058
Gm8884	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.0
