Gene symbol	CD4TCell-iTreg reads FPKM	CD4TCell-Naive reads FPKM	CD4TCell-Th17 reads FPKM	CD4TCell-Th2 reads FPKM	CD4TCell-Th1 reads FPKM
1110008F13Rik	42.07	34.329	48.176	41.623999999999995	51.402
2310065F04Rik	0.051	0.0	0.022000000000000002	0.02	0.0
Zfp872	0.0	0.01	0.0	0.0	0.0
Gtf2h1	19.525	18.467	21.195	14.578	16.855
Slc45a4	5.596	3.412	4.55	2.861	3.702
Fam13c	0.051	0.0	0.0	0.016	0.017
Peo1	6.343	5.404	9.139	7.869	5.541
Adhfe1	0.034	0.04	0.019	0.036000000000000004	0.055
Rnps1	11.427999999999999	16.277	15.252	19.113	17.019000000000002
Syne4	1.21	1.83	0.17600000000000002	0.8190000000000001	1.2930000000000001
Tmem198b	11.418	4.3839999999999995	11.222000000000001	10.845	9.177
Olfr1508	0.0	0.0	0.0	0.0	0.0
Gm4925	0.222	0.17800000000000002	0.076	0.212	0.036000000000000004
Cyp2w1	0.0	0.02	0.0	0.037000000000000005	0.0
Fuz	17.993	8.318	14.062999999999999	10.642000000000001	10.283
Gm12338	9.999	16.656	4.861000000000001	8.463	7.86
Maats1	0.0	0.045	0.086	0.02	0.0
Olfr911-ps1	0.0	0.0	0.0	0.0	0.0
Kmt2e	43.548	51.998000000000005	41.231	45.771	37.802
Sema4b	12.895999999999999	16.851	3.2569999999999997	21.504	3.9960000000000004
Rps6kb1	9.238	10.126	12.617	10.099	10.66
Klhl9	14.052999999999999	18.651	18.486	26.054000000000002	22.329
Olfr532	0.0	0.0	0.0	0.0	0.0
Olfr1030	0.0	0.0	0.06	0.055999999999999994	0.0
1700045H11Rik	0.0	0.0	0.0	0.0	0.0
Nmt2	10.533	10.113	11.450999999999999	11.106	10.686
Crym	0.027999999999999997	0.0	0.048	0.0	0.0
Csrp3	0.0	0.0	0.0	0.0	0.0
Itpr3	41.215	33.718	37.376	20.000999999999998	21.84
Gm16381	0.0	0.0	0.0	0.0	0.0
Cnksr3	3.327	3.429	0.828	5.896	2.907
Brd4	41.128	53.99	40.777	39.06	38.664
Gm7367	4.487	13.4	9.782	11.757	15.187000000000001
1700066B17Rik	0.0	0.057999999999999996	0.0	0.0	0.0
Hace1	5.81	6.697	5.027	6.5120000000000005	6.773
Rundc1	12.569	10.137	9.492	10.494000000000002	10.872
Mir1187	0.0	0.0	0.0	0.0	0.0
Pag1	16.015	29.374000000000002	3.735	5.968	7.194
AY512931	0.013999999999999999	0.0	0.05	0.023	0.0
Bhmt2	0.017	0.0	0.0	0.026000000000000002	0.0
Mup19	0.0	0.0	0.0	0.0	0.0
Kcnd3os	0.032	0.027999999999999997	0.0	0.051	0.052000000000000005
Rmdn1	5.053	2.557	4.865	4.901	4.303999999999999
Atp8a2	1.49	0.152	0.35700000000000004	0.015	0.046
Gpr15	0.43	0.191	58.229	0.085	0.044000000000000004
Lmo7	0.034	0.015	0.028999999999999998	0.07200000000000001	0.14800000000000002
Mir470	0.0	0.0	0.0	0.0	0.0
Phf11a	0.361	1.258	0.529	0.368	1.9609999999999999
Eefsec	12.872	11.293	10.45	9.312000000000001	10.522
Crh	0.0	0.0	0.0	0.0	0.0
Olfr926	0.0	0.0	0.0	0.0	0.0
Tas2r140	0.0	0.0	0.0	0.0	0.0
A730098P11Rik	0.59	1.245	0.792	0.8959999999999999	0.794
Tinagl1	0.071	0.016	0.061	0.027999999999999997	0.057999999999999996
Kcnj13	0.361	0.457	0.08800000000000001	0.205	0.083
Olfr209	0.0	0.0	0.0	0.0	0.0
U2surp	13.642999999999999	13.005	17.19	24.973000000000003	20.698
Zfand2b	21.791999999999998	20.88	16.655	18.058	15.482000000000001
Nlrp4a	0.0	0.0	0.0	0.0	0.0
Olfr553	0.0	0.0	0.0	0.0	0.0
Mir3471-1	0.0	0.0	0.0	0.0	0.0
Fam189a2	0.0	0.0	0.023	0.0	0.0
Aimp2	10.654000000000002	15.615	24.558000000000003	29.607	26.264
Ganab	66.118	54.42	73.204	88.008	86.45200000000001
4930404A05Rik	0.0	0.0	0.0	0.0	0.0
Dph6	4.595	5.9670000000000005	7.952999999999999	5.707000000000001	5.735
Rad21	50.05	43.961000000000006	92.039	161.08100000000002	117.493
Vamp7	0.0	0.0	0.0	0.0	0.0
Plek	3.786	0.075	24.201999999999998	14.217	41.185
Degs2	58.358999999999995	39.031	27.72	16.64	21.441999999999997
Ppl	0.0	0.02	0.019	0.044000000000000004	0.027000000000000003
Olfr314	0.0	0.0	0.053	0.0	0.0
Desi1	11.529000000000002	9.032	15.610999999999999	27.74	30.750999999999998
5033403H07Rik	0.0	0.0	0.0	0.0	0.0
Naalad2	0.026000000000000002	0.184	0.155	0.0	0.0
Olfr1510	0.0	0.0	0.0	0.053	0.0
Mir7219	2.612	2.32	1.1179999999999999	6.227	6.348
Kbtbd8	0.774	1.729	1.207	0.475	0.757
Mtf1	4.625	6.0360000000000005	3.958	3.2569999999999997	4.623
Gm10336	4.699	4.874	2.1519999999999997	4.289	3.2119999999999997
Kcnj12	0.008	0.013000000000000001	0.039	0.036000000000000004	0.024
Gm15612	0.08900000000000001	0.069	0.133	0.071	0.018000000000000002
Xlr4b	3.295	13.395999999999999	2.38	2.8339999999999996	2.7430000000000003
Mir130b	0.855	0.0	0.0	0.0	0.0
4930467K11Rik	0.0	0.043	0.0	0.0	0.0
Zbtb7c	0.0	0.0	0.0	0.012	0.0
Snrpn	0.018000000000000002	0.063	0.03	0.027999999999999997	0.086
4930444M15Rik	0.0	0.0	0.0	0.0	0.034
Alkbh5	16.354	30.186	37.982	69.51899999999999	59.457
Arhgap4	178.87900000000002	138.472	73.328	33.650999999999996	31.465
Trp53inp1	88.634	46.728	153.00799999999998	30.781999999999996	75.815
Gm5065	0.0	0.0	0.0	0.0	0.039
1700029P11Rik	0.068	0.0	0.11599999999999999	0.162	0.165
Tc2n	0.0	0.017	0.032	0.015	0.0
Gm2083	0.04	0.0	0.068	0.0	0.064
Mapkbp1	5.7139999999999995	3.6319999999999997	8.253	5.178	13.708
Olfr206	0.0	0.0	0.0	0.0	0.0
Olfr270	0.0	0.0	0.0	0.0	0.0
Fbxo48	0.721	0.42200000000000004	2.694	5.003	3.745
Pgs1	25.254	18.744	30.32	28.61	27.154
Pth	0.0	0.043	0.0	0.155	0.0
2810013P06Rik	15.965	9.205	6.605	3.718	2.6
1600023N17Rik	0.069	0.0	0.059000000000000004	0.43700000000000006	0.39
Upf3a	23.879	14.970999999999998	17.772000000000002	14.444	15.209000000000001
H2-T22	35.007	77.714	13.632	24.213	99.214
E430018J23Rik	3.609	1.9509999999999998	3.679	3.11	2.131
Olfr749	0.0	0.0	0.0	0.0	0.0
1700017B05Rik	3.736	12.94	3.113	12.811	6.348
Lrp1b	0.0	0.004	0.0	0.0	0.0
Ifitm1	0.10300000000000001	0.13699999999999998	0.177	1.0659999999999998	1.755
Exosc5	27.269000000000002	18.268	24.322	16.346	13.758
Mrpl50	8.921	7.6	10.357999999999999	11.425999999999998	10.312000000000001
Mmp1b	0.0	0.0	0.0	0.0	0.0
Enthd1	0.033	0.028999999999999998	0.141	1.361	1.361
Cnfn	0.0	0.0	0.083	0.0	0.0
Esp5	0.0	0.027999999999999997	0.0	0.0	0.0
Vmn1r219	0.0	0.0	0.0	0.0	0.0
Gnai2	290.83299999999997	198.303	255.782	263.2	285.915
Tlr6	1.653	0.77	1.0270000000000001	3.327	3.3480000000000003
Arhgef6	43.855	30.528000000000002	32.834	31.939	53.138999999999996
Sprr4	0.0	0.0	0.0	0.0	0.0
Tekt3	0.04	0.0	0.10300000000000001	0.0	0.032
Usp11	6.176	4.457	4.855	5.004	7.268
Olfr699	0.0	0.0	0.0	0.0	0.059000000000000004
Paqr7	14.658	7.836	7.655	4.704	6.837000000000001
Flg2	0.0	0.008	0.0	0.0	0.0
Lmtk3	0.826	0.23600000000000002	0.39299999999999996	2.031	2.804
Limd1	26.055999999999997	19.288	17.089000000000002	23.555999999999997	17.866
Vmn1r69	0.0	0.0	0.0	0.0	0.0
Ankrd40	21.415	14.054	24.206999999999997	15.022	19.075
Tnrc18	9.915	17.025	6.787000000000001	6.017	6.587000000000001
Olfr884	0.0	0.0	0.0	0.0	0.0
Usf1	21.333000000000002	22.429000000000002	15.620999999999999	12.558	14.29
Tbc1d8b	3.3760000000000003	3.5780000000000003	2.7689999999999997	2.001	2.602
Mup2	0.0	0.0	0.0	0.0	0.0
Fkbp10	0.24	0.261	0.023	0.127	0.087
Myl4	0.079	0.529	0.679	3.469	7.587999999999999
Mir677	2.247	3.992	0.769	1.429	0.728
Mir6909	0.0	0.0	0.0	1.804	0.919
Gm1965	0.0	0.0	0.0	0.0	0.0
Rasgrf1	0.0	0.0	0.06	0.166	0.055999999999999994
Lamc2	0.047	0.006	1.58	0.632	2.1390000000000002
Slc45a2	0.0	0.0	0.0	0.0	0.019
E130309D14Rik	0.0	0.015	0.059000000000000004	0.069	0.055999999999999994
Tmem26	0.0	0.0	0.012	0.098	0.0
Hoxb6	0.0	0.023	0.045	0.0	0.0
AW209491	3.034	1.506	3.697	2.638	3.123
Rbl2	28.15	19.480999999999998	25.419	18.980999999999998	20.889
Adgb	0.006999999999999999	0.0	0.011000000000000001	0.0	0.0
Mllt10	18.065	24.42	15.902999999999999	19.665	17.355
4632427E13Rik	0.778	0.276	1.0659999999999998	0.5770000000000001	0.42
Cysltr1	0.08199999999999999	0.01	5.716	1.4709999999999999	4.708
Mir7230	0.0	0.0	0.0	0.0	0.0
Aff3	22.949	13.355	34.117	15.953	23.502
Dph3	5.091	5.768	4.908	4.045	4.408
4931440J10Rik	0.705	0.522	0.603	0.436	0.7609999999999999
Zfc3h1	32.755	14.127	33.521	29.519000000000002	30.594
Gstt3	0.76	0.115	1.365	3.154	3.516
Elp2	26.249000000000002	23.678	26.118000000000002	36.446	29.386
Rmnd5a	35.87	22.116999999999997	46.13	33.161	32.83
Blk	1.646	0.025	0.12	0.022000000000000002	0.0
Fbp2	0.0	0.0	0.0	0.0	0.0
Gm12888	0.0	0.0	0.0	0.0	0.0
Timm9	9.407	9.365	10.935	7.093	10.845999999999998
Gm13547	0.16699999999999998	0.29600000000000004	0.0	0.0	0.09
Rhcg	0.0	0.0	0.0	0.026000000000000002	0.027000000000000003
Mir7041	14.93	2.411	12.777000000000001	2.157	1.1
Ccnd1	0.6940000000000001	0.365	0.313	0.145	0.237
Mov10l1	0.0	0.0	0.0	0.0	0.0
Halr1	0.0	0.111	0.107	0.0	0.10099999999999999
Lrch2	0.0	0.0	0.0	0.0	0.0
Slco1a5	0.0	0.0	0.0	0.0	0.0
Birc7	0.0	0.0	0.051	0.0	0.0
Camsap3	0.049	0.028999999999999998	0.111	0.29600000000000004	0.36700000000000005
Olfr767	0.0	0.0	0.0	0.0	0.0
Pex3	10.405999999999999	6.0489999999999995	8.667	8.329	11.732000000000001
Rps27	6.667999999999999	18.895	2.905	3.275	6.58
Gm16548	0.0	0.07400000000000001	7.752000000000001	0.8440000000000001	2.8539999999999996
Abcc12	0.0	0.006999999999999999	0.053	0.0	0.0
Dleu2	1.046	2.296	1.65	0.685	0.598
Vmn2r92	0.0	0.012	0.0	0.0	0.0
Nlrp3	0.0	0.0	0.03	0.027000000000000003	0.027999999999999997
Mir7649	0.0	0.0	3.322	0.0	0.0
Fam212a	0.589	1.454	0.504	1.821	0.8490000000000001
Uap1	8.355	8.084	12.762	19.895	26.531
Arhgap10	6.352	4.713	2.8710000000000004	4.856	6.905
Slc25a18	0.307	0.22699999999999998	0.087	0.244	0.207
Tigit	0.8320000000000001	0.353	13.495	27.991999999999997	16.699
Gatad2b	36.694	27.378	34.844	29.159000000000002	29.962
Olfr1028	0.0	0.0	0.0	0.0	0.0
Slc37a3	7.218	7.306	8.285	10.819	9.033999999999999
Faxc	0.0	0.0	0.025	0.006	0.006
2410016O06Rik	8.922	11.269	9.81	7.935	7.778
Mir7215	0.0	0.0	0.0	0.0	0.0
Spesp1	0.0	0.0	0.0	0.0	0.0
St8sia1	63.152	19.496	34.254	5.93	12.752
Ankrd16	22.035999999999998	13.632	9.878	8.773	8.177999999999999
4933406K04Rik	0.0	0.0	0.0	0.0	0.042
Mir3086	0.0	0.0	0.0	0.0	0.0
Foxk2	9.388	9.464	14.489	19.183	18.282
Lypd8	0.0	0.0	0.057	0.0	0.0
Ankrd52	28.866	17.635	32.36	22.044	26.56
Fto	17.944000000000003	14.229000000000001	18.605999999999998	24.191999999999997	26.939
Smarcd1	24.188000000000002	15.829	22.069000000000003	16.916	17.727
Gm13769	0.0	0.0	0.0	0.0	0.0
Sypl2	0.0	0.009000000000000001	0.018000000000000002	0.017	0.017
Kif1c	9.845	7.676	14.039000000000001	9.175	9.81
A230009B12Rik	0.0	0.0	0.0	0.0	0.0
Dynlt1b	0.544	0.121	0.233	0.14400000000000002	0.588
Gm6249	0.0	0.0	0.0	0.0	0.0
Celf4	0.099	0.04	0.12300000000000001	0.043	0.102
Tmem167b	15.314	13.825999999999999	13.945	18.951	20.123
Ppargc1a	0.0	0.024	0.009000000000000001	0.017	0.0
Tbk1	24.769000000000002	22.989	17.258	19.701	15.607999999999999
Olfr616	0.0	0.0	0.0	0.0	0.0
Mcf2l	0.04	0.006	0.21899999999999997	6.407	3.516
1700010I02Rik	0.0	0.0	0.0	0.0	0.0
Egln2	33.918	23.24	24.978	23.480999999999998	25.191999999999997
Ctrl	0.512	1.084	0.607	0.063	0.7659999999999999
Mir6954	3.52	3.1260000000000003	2.008	8.391	6.653
Rnase2b	0.0	0.0	0.0	0.0	0.0
Dhx34	12.052	7.582999999999999	7.722	13.163	11.669
Tubb4b	16.589000000000002	40.051	58.608999999999995	50.9	44.536
Rps13	3.497	15.475999999999999	2.6830000000000003	3.162	1.465
Olfr1391	0.0	0.0	0.0	0.0	0.0
Ndufa4	77.83800000000001	61.032	74.112	71.531	78.92
Dhrs7c	0.0	0.0	0.0	0.0	0.0
D4Ertd617e	2.6319999999999997	3.449	1.33	1.44	0.769
Tnn	0.084	0.218	0.031	0.019	0.019
Ppcdc	22.246	20.182000000000002	6.947	12.099	10.537
Bbox1	0.0	0.0	0.0	0.0	0.0
Grifin	7.547000000000001	1.791	0.6679999999999999	1.137	0.632
Mir6906	1.214	0.0	0.0	0.0	0.0
Hnrnpm	89.834	82.514	123.25399999999999	79.985	76.296
Mir6384	0.0	0.0	0.0	0.0	0.0
Gab2	0.179	0.005	3.48	3.093	3.556
Cep112	0.02	0.018000000000000002	0.754	0.08	0.17800000000000002
4933433G19Rik	2.9610000000000003	2.279	2.647	2.248	2.345
Serpinb3c	0.0	0.0	0.0	0.0	0.0
Nfib	0.019	0.003	0.013000000000000001	0.0	0.006
Peg3	0.0	0.005	0.0	0.0	0.008
Cd99l2	15.318	2.801	11.194	6.577000000000001	6.111000000000001
Prn	0.289	0.043	3.3810000000000002	2.833	1.874
Ak3	17.003	9.981	25.756	17.621	22.193
C530008M17Rik	0.26899999999999996	0.423	0.13	0.25	0.304
Ppp1cb	34.102	42.446000000000005	64.289	67.148	63.772
Gm4871	0.0	0.0	0.0	0.0	0.0
8030443G20Rik	0.0	0.0	0.0	0.0	0.0
Dmrt3	0.0	0.0	0.0	0.0	0.0
Atp1a3	0.7170000000000001	0.43	0.348	0.231	0.48700000000000004
Mir5119	1.236	0.5489999999999999	1.058	0.982	1.001
Gm9573	0.006999999999999999	0.028999999999999998	0.034	0.011000000000000001	0.021
4930519H02Rik	0.0	0.0	0.0	0.0	0.0
Ano7	0.009000000000000001	0.0	0.11900000000000001	0.083	0.239
Lipn	0.0	0.0	0.0	0.0	0.0
Wdr11	13.219000000000001	8.509	10.343	10.334000000000001	11.453
Vmn1r52	0.0	0.0	0.0	0.0	0.0
Cyp2c44	0.022000000000000002	0.019	0.037000000000000005	0.0	0.035
Olfr1179	0.0	0.0	0.0	0.0	0.0
Hist1h2bg	0.075	0.467	0.129	0.239	0.122
Snord58b	3.235	15.512	1.107	2.056	1.048
Dffa	10.176	9.237	10.865	9.193999999999999	11.857999999999999
1700086O06Rik	1.419	0.997	1.214	1.268	0.8140000000000001
Zfp667	1.8419999999999999	0.763	3.8480000000000003	4.249	4.301
Gm5084	0.0	0.0	0.016	0.0	0.0
Rasa1	48.961999999999996	23.904	39.545	26.006999999999998	27.662
F11r	0.013999999999999999	0.05	0.312	0.33399999999999996	0.499
Cd276	0.011000000000000001	0.01	0.037000000000000005	0.10400000000000001	0.071
Rnf111	25.109	23.254	16.641	12.08	13.214
Tas2r115	0.0	0.0	0.0	0.0	0.0
Tshz2	0.0	0.0	0.023	0.011000000000000001	0.022000000000000002
Cenpc1	5.787000000000001	4.276	13.287	26.618000000000002	19.299
Ntn3	0.0	0.006	0.024	0.045	0.08
Olfr608	0.0	0.0	0.0	0.0	0.0
Syn3	0.249	0.396	0.21600000000000003	0.276	0.198
Ric8	38.3	25.755	28.267	17.833	22.658
Hsd17b13	0.0	0.0	1.022	0.0	0.0
Tnfsf18	0.0	0.0	0.057999999999999996	0.0	0.027000000000000003
Aim2	16.141	9.248	8.982000000000001	4.268	6.438
Gm13023	0.0	0.0	0.0	0.0	0.0
Gm10100	0.0	0.0	0.0	0.0	0.0
Cnot7	22.521	23.041	31.915	31.785	36.1
Kbtbd12	0.0	0.0	0.028999999999999998	0.0	0.0
Nfe2l3	0.177	0.133	0.09300000000000001	0.022000000000000002	0.08800000000000001
Acvr2a	8.908999999999999	2.332	17.078	1.038	0.8109999999999999
Fgf3	0.0	0.0	0.05	0.0	0.0
Tmco5b	0.0	0.0	0.0	0.0	0.0
1700030K09Rik	4.683	2.022	3.3089999999999997	3.9139999999999997	4.292
Nanos3	0.667	0.042	0.326	0.076	0.309
Mir185	0.0	0.0	0.0	0.0	0.0
Vmn2r-ps11	0.0	0.0	0.0	0.0	0.0
Map2k3os	0.41	0.17	1.077	0.9570000000000001	1.33
Haus1	8.504	5.665	11.633	23.432	17.788
Rfx7	19.309	23.67	21.296999999999997	16.697	23.345
Abhd1	9.325	7.287999999999999	4.971	3.6839999999999997	4.662
Srsf12	0.59	1.268	0.222	0.581	0.9359999999999999
Mir181b-1	0.0	0.0	0.0	0.0	0.0
Rab37	63.574	28.357	3.4210000000000003	21.655	10.767999999999999
Foxb1	0.0	0.01	0.02	0.0	0.0
Ntng2	4.848	2.443	3.177	4.859	5.2010000000000005
Mpl	0.012	0.0	0.081	0.057	0.077
Xlr5b	0.0	0.0	0.0	0.0	0.0
Cdca8	5.061	0.743	39.531	74.97800000000001	58.368
Kremen1	11.784	17.095	17.956	8.437999999999999	10.571
Mrpl24	80.733	69.902	55.527	66.464	59.352
Olfr530	0.0	0.0	0.7070000000000001	0.0	0.0
Supt7l	10.785	7.621	9.474	7.252000000000001	10.039
Psma7	62.798	51.108999999999995	96.243	95.54700000000001	123.805
Mir1966	5.822	3.16	5.537000000000001	4.113	3.668
Slc9a9	6.476	7.671	3.0010000000000003	0.792	1.9369999999999998
Acin1	125.956	99.066	85.66	54.47	52.86600000000001
Synpo2	0.005	0.004	0.067	0.031	0.032
Pygo2	25.756	22.364	23.788	27.853	23.13
Polr2d	15.083	21.936999999999998	25.193	41.631	35.829
Pdgfrl	0.136	0.0	0.11699999999999999	0.0	0.0
Apbb1ip	69.248	69.817	30.840999999999998	15.887	21.728
Clcn6	6.1160000000000005	5.622999999999999	5.05	6.023	5.479
Usp48	23.663	28.215	17.546	24.79	20.866
Birc3	21.656	25.183000000000003	29.684	42.532	41.035
Gm20755	0.095	0.017	0.0	0.03	0.031
Tpgs2	3.5660000000000003	3.5039999999999996	1.9169999999999998	0.821	1.4509999999999998
Tmprss7	0.067	0.06	0.023	0.0	0.022000000000000002
Slc35e4	1.858	0.151	1.493	0.252	0.275
Olfr1512	0.0	0.0	0.063	0.0	0.0
Cldn18	0.0	0.0	0.0	0.0	0.0
Shox2	0.022000000000000002	0.0	0.037000000000000005	0.069	0.106
Psors1c2	0.040999999999999995	0.11	0.282	0.262	0.401
Scarf1	1.266	0.535	0.99	0.38299999999999995	0.313
Rgs21	0.0	0.0	0.0	0.0	0.0
Tmprss11a	0.0	0.0	0.0	0.0	0.0
Dcxr	3.202	0.474	3.0010000000000003	4.301	4.755
Zfp956	9.995	9.2	5.1	5.455	5.8660000000000005
A3galt2	0.113	0.45399999999999996	0.07	0.065	0.083
Kcna1	0.027000000000000003	0.0	0.0	0.006	0.006
Nsmf	7.349	2.441	11.319	10.470999999999998	8.031
Zfp11	0.522	0.802	1.091	0.647	0.789
Nrgn	1.452	0.16699999999999998	1.2429999999999999	39.065	0.871
Llgl1	17.393	14.849	15.475999999999999	19.674	18.614
Emx2	0.0	0.012	0.0	0.0	0.0
Tmem50b	9.697000000000001	10.237	18.069000000000003	18.617	15.177999999999999
Stard13	0.05	0.017	1.4480000000000002	0.138	0.413
Rab15	0.0	0.0	0.019	0.035	0.14400000000000002
Olfr205	0.0	0.0	0.0	0.0	0.0
Kdelc2	0.21	0.051	1.598	2.407	4.783
Bard1	0.815	0.763	5.81	12.003	8.584
Tpp2	27.579	29.186	37.12	36.457	32.841
Svs3b	0.027999999999999997	0.025	0.0	0.0	0.0
Ccl21b	0.0	0.0	0.0	0.0	0.0
Hdhd1a	0.0	0.0	0.0	0.0	0.0
AI987944	5.56	5.331	6.129	6.477	6.582000000000001
Sept2	25.318	13.811	39.79	47.992	56.809
Kcnc1	0.04	0.099	0.053	0.027999999999999997	0.006999999999999999
Reps1	18.625999999999998	22.625	17.377	25.076999999999998	28.171
Spata32	0.0	0.055999999999999994	0.0	0.299	0.304
1810012K16Rik	1.9909999999999999	0.0	0.55	0.816	0.10400000000000001
Vmn2r32	0.0	0.0	0.0	0.0	0.0
Maf	44.949	1.0979999999999999	180.247	1.1640000000000001	3.036
Calcb	0.036000000000000004	0.0	0.248	0.0	0.17600000000000002
Zfp111	0.034	0.026000000000000002	0.057999999999999996	0.062	0.063
Mir8110	0.0	0.0	0.0	0.0	0.0
B230206H07Rik	0.0	0.115	0.222	0.16899999999999998	0.21
Cct3	48.448	64.452	86.49600000000001	66.824	63.297
S100a1	0.851	0.20199999999999999	2.719	19.117	4.045
Gprc5d	0.0	0.0	0.0	0.0	0.0
Best2	0.018000000000000002	0.031	0.03	0.084	0.028999999999999998
Gli3	0.016	0.0	1.733	0.0	0.0
Spata3	0.0	0.0	0.0	0.0	0.0
4933411K16Rik	0.0	0.0	0.127	0.0	0.04
Zfp748	4.138	2.9410000000000003	4.537	4.165	3.747
Tdpoz3	0.0	0.0	0.0	0.0	0.0
Tirap	0.27399999999999997	0.507	2.3480000000000003	2.427	2.415
Sertad2	8.755	12.579	9.141	7.979	8.48
Golph3	42.763999999999996	34.6	104.435	79.233	74.35
Nin	38.123000000000005	18.442	22.035	7.876	13.753
Unc119b	19.219	13.880999999999998	117.863	34.916	45.48
Zfp3	3.3680000000000003	1.791	2.573	1.6030000000000002	1.264
Sh3gl1	52.763999999999996	54.975	36.205	37.957	29.353
Steap2	0.0	0.0	0.006	0.0	0.0
9230104L09Rik	0.0	0.0	0.0	0.0	0.0
Zfp653	10.992	9.894	7.684	5.456	5.375
2310057J18Rik	0.0	0.0	0.0	0.0	0.0
1700001C19Rik	0.214	0.019	0.22	0.068	0.069
Atp2c2	0.011000000000000001	0.01	0.019	0.0	0.0
Fbxo2	6.211	0.0	2.126	1.436	1.3259999999999998
Adi1	16.528	19.410999999999998	11.855	10.909	13.305
1700066O22Rik	0.0	0.0	0.0	0.0	0.0
1500009L16Rik	0.0	0.026000000000000002	0.05	1.16	3.168
March7	45.005	52.152	50.706	44.847	53.983000000000004
Obscn	0.005	0.006999999999999999	0.021	0.026000000000000002	0.027000000000000003
Olfr199	0.0	0.0	0.0	0.0	0.0
Vps28	93.365	67.812	85.02799999999999	79.328	85.493
Mzb1	0.884	0.0	0.132	0.122	0.062
AU021092	0.051	0.09	0.0	0.0	0.0
Sun3	0.0	0.0	0.0	0.0	0.0
9330188P03Rik	0.0	0.0	0.0	0.0	0.0
BC049715	3.443	1.109	0.365	0.968	0.642
Clip4	0.077	0.015	0.015	0.027000000000000003	0.027999999999999997
4930509E16Rik	0.524	0.233	0.15	0.09300000000000001	0.755
AF357426	0.0	0.0	0.0	0.0	0.0
Tsks	0.134	0.0	0.033	0.061	0.0
Golt1a	0.0	0.0	0.0	0.0	0.0
Calm3	41.784	40.364000000000004	74.832	76.984	68.768
Ankrd32	4.391	3.702	4.618	9.227	6.632999999999999
Gm4216	0.0	0.0	0.0	0.0	0.0
2310043L19Rik	0.0	0.0	0.0	0.0	0.0
Hint2	13.275	7.105	9.333	10.172	10.177999999999999
Tmem192	25.291999999999998	12.977	13.512	20.172	23.473000000000003
Ccdc73	0.529	0.486	0.43799999999999994	0.5329999999999999	0.214
Dis3	5.867000000000001	8.01	11.932	7.926	7.489
Rpa2	17.647000000000002	11.715	24.252	31.836	24.349
Oas1b	9.155	7.087000000000001	3.7960000000000003	2.169	3.255
Rgs6	0.0	0.0	0.025	0.0	0.0
Spdya	0.6990000000000001	1.699	0.85	0.935	0.804
Rbmx	26.711	14.823	22.159000000000002	14.74	12.68
Myl3	0.0	0.0	0.0	0.062	0.063
Pdik1l	2.8139999999999996	2.929	7.093	10.800999999999998	7.859
Gm14124	0.0	0.0	0.0	0.091	0.037000000000000005
Klf12	0.048	0.021	0.155	0.14400000000000002	0.225
Ctrc	0.0	0.0	0.0	0.0	0.0
Gm10640	7.718	2.094	2.412	0.0	0.34700000000000003
Arhgap28	0.006999999999999999	0.006	0.011000000000000001	0.0	0.011000000000000001
Cul9	6.327000000000001	2.6910000000000003	3.759	3.201	5.449
Olfr868	0.0	0.0	0.0	0.0	0.0
Aqp4	0.006999999999999999	0.0	0.0	0.0	0.0
Magi2	0.165	0.161	0.319	0.16899999999999998	0.146
Il1f10	0.0	0.0	0.0	0.0	0.0
Hmgxb3	7.855	12.18	8.373	8.587	8.202
Oca2	0.0	0.0	0.0	0.0	0.018000000000000002
Tex9	2.3569999999999998	2.693	2.437	1.879	2.6710000000000003
Gpx2-ps1	0.204	0.151	0.233	0.054000000000000006	0.0
Isg20	2.347	8.55	1.089	7.7139999999999995	4.254
Mir6898	1.3659999999999999	0.809	2.338	2.171	0.738
Gm10768	0.034	0.015	0.0	0.0	0.0
Olfr1453	0.0	0.0	0.0	0.0	0.0
Rnf7	12.53	15.901	13.877	18.108	18.459
Patz1	19.151	14.594000000000001	17.424	16.73	13.792
Olfr1416	0.0	0.0	0.0	0.0	0.0
Camkmt	2.427	0.625	1.122	0.579	0.7859999999999999
Rcor2	0.19	0.568	1.3619999999999999	11.738	5.296
Rprm	0.0	0.0	0.040999999999999995	0.0	0.0
0610010K14Rik	33.806	33.994	24.339000000000002	39.869	37.746
Tmem259	77.30199999999999	62.86600000000001	54.765	53.215	44.784
Capn9	0.0	0.013000000000000001	0.0	0.0	0.0
Ptchd4	0.015	0.009000000000000001	0.026000000000000002	0.024	0.008
Tssc1	10.974	9.399	18.22	13.449000000000002	14.610999999999999
5930438M14Rik	0.0	0.0	0.0	0.0	0.069
Amy1	0.39899999999999997	0.298	0.10800000000000001	0.033	0.0
Dyrk4	2.02	0.03	1.268	0.027000000000000003	0.08199999999999999
Slc7a6	17.063	14.186	25.478	18.686	14.464
Gm694	0.0	0.0	0.132	0.122	0.0
Las1l	18.145	19.107	15.073	11.665999999999999	12.109000000000002
Vmn1r60	0.0	0.0	0.0	0.0	0.0
Spag5	2.735	0.121	19.008	38.328	26.767
Lamtor4	36.478	15.915999999999999	21.629	16.862000000000002	15.902000000000001
Rmi1	4.649	4.7780000000000005	5.848	5.446000000000001	4.195
Lhx8	0.0	0.0	0.0	0.0	0.028999999999999998
4930556N09Rik	0.0	0.0	0.0	0.0	0.0
