Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
Zbtb46	1.20133	6.5908	8.192269999999999	2.01264
Rbm3	145.14600000000002	128.67	37.3759	94.6711
Mtf1	71.0898	72.8435	39.412	95.1025
Ncapg	619.221	354.944	135.141	525.294
Ncapg	151.37	178.89700000000002	88.5773	312.374
Dnase1l1	99.5825	120.53	140.702	91.0716
Wdr34	15.0505	13.8941	24.7397	12.7856
Tmem178	2.60249	0.525378	0.9169889999999999	6.16084
Lrsam1	20.1668	27.7872	38.1041	21.2871
Sox17	0.167102	4.71969	4.9588	1.82664
Odz3	1.02788	4.93984	5.92725	6.839410000000001
Colec11	1.7720099999999999	7.02279	1.46149	4.3865300000000005
Gmpr2	68.4566	48.756	50.0682	43.3142
1700009P17Rik	6.49983	5.83781	14.0234	12.3297
5430400D12Rik	4.45196	6.4139800000000005	10.0886	4.43074
Pkp2	8.0471	90.0041	19.0414	67.7915
Gvin1	2154.38	1981.24	315.343	2715.6
4631416L12Rik	7.84633	5.6182099999999995	6.49425	10.1418
Cdadc1	105.772	95.242	90.7093	88.7378
Tmed7	143.168	226.706	186.793	183.296
Cox11	169.06400000000002	278.925	188.22799999999998	210.415
Arsb	154.97299999999998	278.303	279.272	131.972
Arsb	9.57657	16.7199	17.4045	4.83566
Dhx33	64.5572	83.2584	62.1473	58.1895
Ski	214.763	492.406	779.81	255.898
Ankib1	281.428	341.50199999999995	318.791	436.394
Tigd2	509.18800000000005	767.8760000000001	970.4680000000001	632.735
Apol6	1.0952899999999999	0.5956779999999999	8.699489999999999	1.05103
Rabgap1l	879.05	309.039	574.257	993.1030000000001
Rabgap1l	848.415	299.874	533.281	917.15
1810030O07Rik	76.9235	68.7894	70.7245	71.3103
Saal1	93.0519	132.803	93.0129	127.766
Saal1	1.6799400000000002	13.339	6.01935	9.84751
Cyld	170.101	213.232	365.735	155.04399999999998
2610019N06Rik /// LOC100505161	74.4373	67.9995	97.9455	46.131
2410076I21Rik	3.6282300000000003	6.53209	4.97703	3.3822099999999997
Camk2n2	14.1115	19.5872	15.5635	21.7377
Mllt3	224.22	348.209	435.147	303.371
Rhobtb1	6.02114	21.0898	1.92518	14.1057
5730408K05Rik	135.55200000000002	106.758	91.719	90.0083
5730408K05Rik	10.8864	4.89288	0.368189	8.86925
Col23a1	28.3722	5.28912	4.7533	20.916
Col23a1	3.65409	0.292617	4.4313400000000005	5.00565
Cadm2	1.49167	2.8174099999999997	0.150279	0.27925300000000003
Lrrc51	10.379000000000001	15.0481	9.90367	5.30017
2310030N02Rik	102.995	91.8633	74.712	100.64299999999999
Adamtsl2	3.65955	9.72149	1.8818700000000002	3.43894
2310058N22Rik	198.575	28.2603	70.2607	28.1407
Paqr3	8.61807	31.4806	15.2798	23.6542
Zfp655	64.5947	109.861	100.787	80.7698
Det1	72.6313	75.9937	71.0915	58.8852
Ikbip	19.3805	35.5629	20.0919	33.9655
Wdr85	86.1266	113.001	106.964	101.132
Wdr85	3.8555699999999997	0.5285489999999999	0.381764	0.9038940000000001
Pus3	81.6618	62.2038	33.3664	37.7157
Hfe2	4.178640000000001	2.2978400000000003	0.393522	4.40841
Pnma1	0.910468	3.72411	4.413880000000001	0.975822
Slc24a2	0.627912	0.23695	0.497079	0.600358
2310014F06Rik	1.4609999999999999	2.19107	0.8497459999999999	9.23665
Nap1l1	1918.33	1846.54	1937.4	1966.75
4930534B04Rik	57.5717	32.2156	30.8724	52.7156
4930534B04Rik	20.6923	18.6492	11.8966	13.2891
Klk5	1.7077200000000001	7.7229600000000005	2.50636	6.30605
9330171B17Rik	0.6589109999999999	0.118145	0.24682199999999999	0.509055
2610528B01Rik	11.4474	5.7633	5.56299	11.4284
Sept11	89.5702	88.1881	80.977	102.911
Sept11	252.02200000000002	307.02099999999996	151.44	338.152
Galntl2	0.8105760000000001	1.28376	1.54968	0.441169
Galntl2	0.681354	3.61994	2.3408	3.3338699999999997
Stx16	357.775	349.473	526.293	243.328
Ogfod2	98.6888	81.9359	92.3016	77.7054
Stard4	444.464	345.94300000000004	110.291	491.37300000000005
Stard4	681.8489999999999	558.9680000000001	198.382	699.419
Nipal3	15.9072	18.6012	19.2038	15.6417
1110054O05Rik	107.979	108.95700000000001	97.198	121.57700000000001
1110054O05Rik	62.8225	73.9014	65.3728	58.3879
2610524H06Rik	192.908	115.884	130.201	167.395
2510022D24Rik	43.7116	32.4967	39.9114	35.0401
Anxa6	108.133	35.1983	26.6247	93.2772
Anxa6	227.551	97.6215	50.4715	185.722
2810002N01Rik	355.125	310.457	394.603	256.85200000000003
4833424O15Rik	9.641	0.689746	8.210469999999999	4.70115
Dync2h1	35.6116	32.4633	53.7262	35.7074
LOC100503505 /// Prdm2	207.628	231.855	184.588	354.702
0610010K14Rik	240.075	133.645	150.898	199.577
Zmym4	57.64	94.1419	116.194	67.6223
Aqp11	4.3518300000000005	4.99408	8.05821	3.25599
2010007H12Rik	101.87200000000001	75.5434	88.955	127.97
Meg3	3.41646	6.68717	8.32493	12.277999999999999
Meg3	21.6977	18.4371	11.3095	13.0523
A030001D20Rik	6.42381	5.60648	2.0175	9.09211
1190007I07Rik /// 1810014B01Rik	307.753	315.684	220.37	325.21
1810014B01Rik	27.0608	36.9795	21.9209	23.0508
2210411K11Rik	72.1496	56.2194	45.1347	82.2668
Rassf6	0.97816	1.0864	6.70211	5.59185
4933425D22Rik	1.79205	3.9767300000000003	1.37374	2.28456
C030044B11Rik	124.48200000000001	82.1726	181.873	86.4509
Rnf130	139.256	396.421	494.67699999999996	266.894
Lhfpl5	3.4607099999999997	1.86523	1.02966	5.56681
Acot11	66.5168	70.5026	180.167	130.85299999999998
2610318N02Rik	125.081	58.0422	14.7238	66.1918
BC068157	15.5308	16.4487	9.73852	36.6649
Syce2	700.7360000000001	882.952	117.266	1086.66
9130011E15Rik	9.824060000000001	14.0059	13.3638	15.8118
Apol7a /// Apol7c /// Gm8221	8.39215	9.0653	6.87715	0.8931290000000001
Bmper	0.968298	4.35257	6.44944	5.72013
Lypd6b	108.186	12.9749	33.5435	5.349480000000001
	51.3106	25.6657	48.6378	39.4895
Trank1	6.47847	4.79514	9.60112	11.4913
	17.2499	8.53247	18.131	12.7869
Nubpl	74.5625	73.2976	109.835	70.8233
Wars2	44.1541	45.0728	47.9012	25.932
Col22a1	0.75721	6.7815	0.314296	0.792144
2610008E11Rik	54.9689	35.4798	120.146	17.8265
Thap1	30.0368	41.0513	44.4764	34.8965
Cisd2	50.411	25.4052	19.9281	32.2407
Mobkl2b	55.4453	42.0522	40.1341	5.76593
Serpina9	0.711884	0.6077100000000001	4.90075	1.01538
Gkn3	16.3103	3.8822900000000002	7.550210000000001	9.71342
Prl	5.31704	5.03254	10.7462	0.23091799999999998
Stx18	102.352	99.4268	126.57799999999999	89.5384
Letmd1	0.158664	6.07017	6.7370399999999995	0.7363529999999999
Cbx6	102.27600000000001	104.677	124.27	121.10600000000001
Psmd1	596.5409999999999	736.548	513.91	801.505
2310046K01Rik	15.3989	15.5281	7.554689999999999	54.9032
Gpc2	3.4159800000000002	2.2641400000000003	12.6895	3.82045
Trip13	133.642	126.88600000000001	42.0369	182.733
Trip13	493.541	465.639	140.35399999999998	770.3989999999999
Rab10	375.85900000000004	427.852	568.187	494.352
Serpinb12	4.084630000000001	4.3644099999999995	1.67281	4.90371
Ddah1	1.0818	0.8298530000000001	4.03026	0.38982100000000003
Ddah1	2.78843	0.6554760000000001	0.333069	1.09056
Ankrd9	8.78765	10.0679	1.77613	10.9592
	84.09	79.2182	74.3716	66.1091
Csnk2a2	161.474	153.898	179.27	132.203
Klf17	12.7011	8.20928	11.4879	11.5139
Ankrd10	55.2339	51.6971	72.4728	45.9159
Ankrd10	3.03631	1.13563	2.9241900000000003	2.68328
Lzic	51.6741	79.2868	51.1509	65.6644
Lzic	93.6239	79.3263	69.2011	82.2358
Prdm16	8.05148	25.127	15.4272	18.1669
Prdm16	15.2305	21.0254	9.8571	10.5021
Flrt3	1.41324	0.7035060000000001	1.26244	9.282160000000001
Ube2q1	553.227	601.75	749.2460000000001	487.976
Ror1	5.39321	0.511271	0.8823209999999999	3.3037699999999997
Ror1	0.873036	0.21610100000000002	1.60853	0.233159
Syt11	61.6583	280.722	513.957	259.971
Syt11	56.2878	223.396	399.059	177.612
Rasgef1a	6.6370000000000005	2.65732	13.6366	17.3925
Qrsl1	36.2916	19.7424	26.7164	37.7091
Qk	540.867	530.214	629.9119999999999	678.1189999999999
Rhoh	411.42699999999996	283.105	407.55400000000003	405.411
Cdkn2aip	89.8188	97.296	116.352	134.329
Rnf149	404.06699999999995	2127.41	2990.97	812.784
Exosc6	3.9867800000000004	6.86953	1.6654200000000001	1.3707799999999999
Gm1973	4.58095	1.32405	0.18632	0.28375500000000003
1700012A16Rik	6.05326	1.6745599999999998	4.9745	1.45374
Poc1b	26.555	23.9547	24.8605	22.5075
Cenpl	414.223	256.194	141.441	312.29900000000004
Sdccag1	244.128	338.77099999999996	336.505	222.678
Nsfl1c	651.52	642.857	541.355	649.234
Cox10	56.062	45.4282	174.757	36.997
Gabra4	0.27379899999999996	4.7537	1.70497	1.30348
	145.736	111.03200000000001	156.76	66.2889
4632427E13Rik	24.1315	43.1608	48.2901	15.203
Kif2b	0.39158200000000004	1.8350400000000002	0.767929	0.5897859999999999
Lyg1	2.14662	1.3966399999999999	0.366056	1.5802
Snapc1	149.327	332.051	193.19	168.855
Tmem87b	57.6172	31.8325	73.8036	41.988
Tmem87b	46.2806	24.564	46.8511	18.6654
Nol9	10.2311	20.0767	13.0526	8.80681
Acad10	19.2166	16.413	14.715	9.842030000000001
Hrasls5	7.583880000000001	2.6480099999999998	9.1392	7.68231
Oaz3	0.426368	0.46714399999999995	0.912742	2.33478
2310021H06Rik	0.895351	7.37673	0.755447	7.069389999999999
Rbmxl2	6.370369999999999	0.24717399999999998	1.79371	6.8127699999999995
9130022E09	7.01681	4.7070099999999995	5.68832	7.22773
Tubgcp4	154.247	91.2202	96.7271	136.815
Cep72	59.5189	27.519000000000002	25.2821	46.9058
Bcl2l14	4.358630000000001	8.36749	5.8177	10.3482
Sema3c	3.08148	0.6116149999999999	0.285611	3.01485
Hmgb4	0.775341	0.190748	0.462134	0.391989
Eid3	4.0339	4.2228699999999995	1.99328	2.1688099999999997
Klhl24	201.97799999999998	156.259	433.014	167.734
Mocos	26.0198	19.1235	19.5608	40.5195
4930511M11Rik	2.0377	0.306181	0.548265	1.04321
Them5	4.40736	2.65089	3.62075	0.5602189999999999
Tekt5	6.51305	2.73814	8.648810000000001	2.21202
Ggps1	61.6168	78.3944	74.9344	61.696000000000005
Fam135a	0.400656	0.48635600000000007	0.24865500000000001	4.47478
Fam135a	1.5976	0.629105	1.22743	4.7041900000000005
Rbpms	5.9484900000000005	10.0797	1.25914	8.71733
Klf3	317.893	21.9575	16.5544	114.509
Pmch	17.4349	7.6376	12.7399	12.661
Sf3b2	570.77	767.035	640.003	634.566
Vps37a	56.9543	125.00299999999999	105.24700000000001	69.7398
4930579G24Rik	260.968	222.37900000000002	112.07799999999999	368.47
1700016M24Rik	1.89793	1.21	2.33555	1.4240700000000002
Lrrc34	6.1772599999999995	3.9552300000000002	0.898803	6.20452
Wipi2	113.355	94.5739	140.436	78.0934
Lrig3	8.14989	6.20014	0.7436149999999999	3.13321
Tnpo3	117.199	99.3824	99.0664	106.119
Psmd11	379.54699999999997	402.983	295.73	384.208
Zfp788	57.5229	44.4734	98.28299999999999	45.5146
Sox11	0.5317609999999999	0.35036100000000003	0.511929	0.118782
Crtc2	39.265	20.0119	50.8663	36.7386
Cypt12	0.9878459999999999	0.611254	1.1316899999999999	1.1741700000000002
Anapc10	165.55599999999998	194.15599999999998	230.72099999999998	177.449
Anapc10	365.418	390.61300000000006	460.42	397.704
2410004A20Rik	23.0054	10.5376	9.63037	17.1136
AY761184	16.762	0.809396	2.50149	2.9727
Lyve1	2.53067	0.192522	1.8185200000000001	1.61268
Rgs12	1.8352	5.32996	2.93634	4.618580000000001
Igh-2 /// Igh-VJ558 /// LOC544903	15.9018	15.6048	29.4934	18.1289
Tomm40l	110.60600000000001	87.4563	97.7992	80.8141
Csnk1g3	178.46099999999998	238.669	241.516	179.217
Csnk1g3	319.281	471.986	675.159	349.76
Dcaf7	7.78445	17.2178	15.9903	16.1681
Dcaf7	8.07545	4.650980000000001	4.68925	4.45573
Grap	360.56800000000004	156.024	195.303	151.316
Nanog	1.63673	1.00672	3.1529700000000003	3.40575
Setmar	40.3483	36.2452	49.81	31.6242
Acpl2	248.895	103.637	52.6627	102.396
Acpl2	7.24649	1.1268	0.359136	0.281876
Dcaf12	111.679	118.194	104.23700000000001	114.705
Dcaf12	74.5109	59.8625	72.7194	77.3343
A130010J15Rik	64.6238	53.8397	38.228	61.1159
Gstcd	78.1696	97.2116	60.2176	105.28299999999999
Atg16l2	171.24099999999999	150.359	265.371	114.02
Fam71d	0.305425	0.355029	0.326477	1.17131
5730446D14Rik	2.82265	2.4418	3.8565699999999996	1.09389
Rnf125	1090.09	1021.02	1336.17	1268.15
Clcn5	71.2082	92.0837	90.8482	138.714
Stox2	3.02137	3.25575	9.89369	6.64513
Glt8d2	2.18493	5.72474	0.9310360000000001	6.7767100000000005
Glt8d2	6.00137	6.09512	1.3538299999999999	5.9722800000000005
2010317E24Rik	75.2833	39.8721	13.9827	66.0079
2010317E24Rik	30.2114	11.5669	1.97458	27.7517
Slco6c1	0.49463599999999996	0.348825	9.483419999999999	6.2292
Pex11c	7.9225699999999994	17.4226	19.6398	18.3266
Tbc1d21	1.68576	1.67062	2.58493	3.86331
Nlrp14	1.7013099999999999	2.20626	0.6916800000000001	0.684662
Eny2	23.3901	24.1331	24.1248	31.9179
Eny2	421.17800000000005	427.31199999999995	270.532	457.175
Eny2	17.0559	17.6625	15.3611	8.15973
Cpm	108.521	74.8895	140.984	58.4939
D7Ertd443e	1.8173	0.8473870000000001	1.71497	0.39556199999999997
Zmynd8	138.569	86.1342	138.7	74.9052
Ttc9b	1.21119	0.544794	0.727475	0.537147
Chsy3	0.198996	0.356477	2.78934	2.59042
Cdc14b	226.52900000000002	409.259	395.82199999999995	221.851
2310007A19Rik	5.78103	1.7491299999999999	11.8485	2.26139
4931414P19Rik	6.162640000000001	8.96648	13.9107	10.6529
Accs	72.9556	54.9741	112.49	53.7358
4933412E12Rik	14.5798	20.741999999999997	15.7174	27.9436
4930518I15Rik	55.6102	26.7097	73.4428	36.0849
Cst13	0.578032	0.635225	0.620388	1.5093299999999998
Rnf139	386.059	457.561	671.635	376.346
Rnf139	8.231580000000001	8.151480000000001	8.43442	10.7046
Tcf7l2	3.38095	0.15451800000000002	4.23264	4.18255
Tcf7l2	4.52487	5.90942	3.8079099999999997	6.21687
Pcmtd1	253.928	276.058	467.526	189.74900000000002
Pcmtd1	76.3525	69.318	142.305	65.5319
Ikzf5	291.806	286.303	276.027	296.41
Bat2l2	79.056	69.29899999999999	129.632	129.947
Bat2l2	1544.71	975.8789999999999	1582.17	1413.43
Pik3ca	151.231	242.547	212.862	194.332
Pik3ca	130.145	196.002	174.204	163.767
Prpf40a	175.55200000000002	237.907	151.822	251.018
Prpf40a	36.8026	50.2319	42.3656	40.9948
Bcor	89.8223	95.3834	145.309	90.479
Ercc8	2.81385	5.0377	0.38466999999999996	0.383377
1810041L15Rik	1.9669	6.04523	1.1979799999999998	1.8265799999999999
Fbxo30	22.9737	31.2144	36.4161	52.778
Rpusd2	7.24472	11.2464	6.82224	7.94035
Cpne4	1.9175900000000001	0.36590300000000003	0.840068	0.726684
Rasl11a	16.1987	8.93965	16.9258	9.98462
Efcab3	0.5732619999999999	0.732913	0.806902	0.462629
Sdccag1	856.7769999999999	995.153	1049.83	718.137
Evc2	1.62601	1.41341	0.948166	1.68275
Tet1	40.0557	21.7262	45.4496	11.7335
Samd4	2.02382	4.2677	3.04779	2.89932
1700026J04Rik	7.94424	0.512354	3.1860000000000004	0.796517
2610301B20Rik	74.5802	112.024	148.451	38.1871
Pisd-ps3	70.9132	85.00399999999999	170.888	40.2787
Mrpl55	167.692	131.214	111.20200000000001	171.517
Gapvd1	705.2739999999999	1000.43	903.727	710.3789999999999
Gapvd1	122.44200000000001	166.153	133.909	122.068
Polr3e	89.2208	120.329	79.1378	63.63399999999999
Psapl1	16.6064	9.37748	12.1706	9.38146
2410127L17Rik	722.206	740.8510000000001	731.076	1099.27
Sema3d	10.9547	3.07091	40.5273	8.28598
Gpr115	0.629444	1.01263	0.592637	3.30763
Ints2	224.72299999999998	334.085	177.132	267.83799999999997
Slc25a32	10.1373	7.8575800000000005	3.83777	5.6942
Prkaa2	4.2675	0.8689620000000001	5.742999999999999	2.2641299999999998
Prkaa2	5.58089	5.22815	0.348842	0.981625
1700010M22Rik	0.43543999999999994	2.10859	3.63075	1.30952
Aph1b /// Aph1c	1.0726	28.4746	34.9967	13.5105
Slc26a3	0.555789	4.36346	4.02238	0.801879
1110018F16Rik /// Dnajb14	11.7031	25.5503	24.0228	18.0832
A930013F10Rik	67.1053	32.7007	45.7873	30.3167
Spdya	4.16405	5.21173	5.14928	5.2811699999999995
1110017D15Rik	6.29408	0.727853	0.6797770000000001	0.46874899999999997
4921525O09Rik	10.6793	6.3531	9.758410000000001	10.4278
Zfp869	134.85299999999998	96.2422	96.2767	110.084
Ptgr2	16.7331	14.9225	10.8476	16.5815
Ubash3b	157.30200000000002	48.7928	149.999	208.41400000000002
Dnaja2	2241.94	2516.07	2192.98	2248.47
Ncaph2	152.368	71.2316	48.1409	97.8166
6720463M24Rik	397.314	163.724	75.4612	160.38
Magef1	41.8269	33.0849	46.3056	26.3982
Ddi1	1.50401	0.8209780000000001	5.5339599999999995	0.999238
LOC100503894 /// Nck2	42.9464	6.896260000000001	11.038	1.64462
1700003H04Rik	1.63325	3.3107300000000004	0.39970100000000003	0.659618
Calcoco2	2.48228	0.41043199999999996	0.497408	0.35065999999999997
1110002L01Rik	52.0662	61.7988	48.997	33.2132
Utp11l	489.676	676.08	439.63699999999994	602.57
Pfkfb2	21.6685	17.3711	19.7185	11.1041
Ppp1r12a	277.368	716.329	429.55699999999996	457.2
Zdhhc21	210.09900000000002	225.75	124.85799999999999	273.232
Rexo1	63.7851	65.8429	74.9685	58.9606
Rif1	163.365	152.003	35.1499	251.389
Rif1	566.211	556.51	263.26	700.232
Ptdss2	0.896392	0.432812	1.59686	1.03492
Mettl4	14.1012	20.0919	28.419	22.4414
Trim35	36.3404	19.4394	20.4738	16.1083
Tmem107	0.624943	8.08763	4.49165	1.04057
2300002M23Rik	0.635224	0.900855	3.92256	0.53238
Snx6	308.08299999999997	591.544	499.106	370.168
	13.3096	4.39307	7.62506	2.42204
Fbxo5	1393.86	825.895	253.843	1363.96
Ppm1a	19.4661	19.0618	13.1242	21.3852
Ppm1a	33.3432	60.8018	62.88399999999999	39.6124
Hspa13	17.0695	35.2171	30.7752	33.1906
Fam69a	605.515	259.57	480.38199999999995	266.927
Rnpc3	122.572	60.6749	82.323	54.6391
Nbeal1	61.8133	122.064	147.665	75.4464
Nkd1	8.62384	10.6229	7.1422300000000005	5.42549
Nkd1	1.48079	8.50136	5.40546	2.9851099999999997
2310057M21Rik	111.84	160.947	91.4628	146.118
Lsm12	36.8442	42.0742	36.5275	45.63
2810410L24Rik	5.87038	8.45795	33.8907	0.791705
4933402E13Rik	6.13875	0.437366	1.40936	0.7472770000000001
Zpbp2	13.1854	17.1603	31.8758	26.9697
1700019M22Rik	2.34043	3.6810300000000002	1.04688	0.360211
Ppap2b	8.89932	5.005330000000001	9.24132	8.8298
Ubr2	462.89599999999996	357.50699999999995	436.38	259.079
Ubr2	20.7548	15.4522	25.2263	19.0392
Zfyve20	3.5920699999999997	6.564539999999999	10.7388	9.13828
Faim2	6.19897	6.351430000000001	12.3198	14.4004
Fpgt	149.972	161.691	173.55700000000002	131.87
Acer3	12.2686	59.0725	26.2345	47.5745
Alkbh8	173.06	213.248	300.625	157.358
Ankrd42	0.248166	1.9507900000000002	1.32856	0.481862
Slc39a5	5.2854	2.12356	6.315869999999999	0.693521
Myo1f	60.6486	111.37700000000001	81.4141	115.18700000000001
Myo1f	49.119	102.60700000000001	84.3286	110.87799999999999
Brd8	112.228	42.0692	63.6804	72.5058
Plscr1	64.1712	459.171	385.785	317.142
Rae1	358.05699999999996	391.11300000000006	291.047	379.57099999999997
Tsen54	29.5608	31.7612	21.5372	19.3632
Smpd4	40.7192	23.5388	23.0581	31.8908
Smpd4	19.2394	15.6839	13.0943	15.58
Morc2a	164.12900000000002	126.965	157.124	138.85399999999998
Immt	63.7532	75.3062	70.7005	118.199
Immt	156.338	154.201	114.546	156.968
Armc8	228.84799999999998	154.202	172.215	190.104
Fam83g	5.55251	8.13513	0.66004	0.64682
Sfrs18	276.096	261.055	473.07800000000003	172.918
Sfrs18	511.876	453.975	823.434	292.814
Bcl2l13	106.667	60.8013	107.044	63.2826
Cnfn	17.6107	7.28521	15.8141	19.1651
Zfp777	70.6581	52.3327	65.663	33.2673
1700007B14Rik	1.22621	5.39851	2.39647	0.325872
6230424C14Rik	0.838433	0.6808270000000001	1.4479600000000001	1.63151
1700029J11Rik	21.1476	15.895	14.5167	18.6902
Ube2i	26.0037	22.1661	14.4849	24.7049
4930423K06Rik /// LOC100502740	1.55093	1.69327	0.502851	0.660702
4930578I06Rik	4.0424	0.345301	3.68455	4.81211
Tex22	3.1510599999999998	4.34245	0.669718	0.90571
Col27a1	13.9054	9.50958	10.1473	13.9988
Entpd8	12.5486	0.796643	1.1327	3.9096699999999998
4930579G22Rik	6.88386	11.0546	10.2775	6.98906
Wdr16	3.71061	0.23654299999999998	0.777708	4.47954
Cilp2	6.06717	6.7932	1.58647	1.81781
Sdccag3	142.77	191.015	188.132	152.509
Cldnd1	51.062	591.381	378.842	150.08
Tead1	49.7114	180.692	37.5893	369.93699999999995
Mcm8	68.9022	71.729	31.3478	100.734
Larp7	572.992	368.278	313.04400000000004	587.503
Gnaq	39.052	68.0892	72.5138	233.47400000000002
Zfp955b	125.57799999999999	123.74	115.928	107.838
Brf2	23.5857	25.3917	11.0684	21.2205
Sp110	24.6972	44.5433	68.4794	22.5737
Sp110	93.7339	96.9302	156.838	59.9253
Pcgf5	436.81300000000005	683.454	454.265	653.6
Lce1m	2.82979	3.20356	7.46442	1.16126
Hipk2	11.9988	63.9017	15.0235	31.5266
Rassf10	1.47393	3.34925	0.9754200000000001	1.41058
Ube2f	179.21	565.308	938.084	281.181
Ccdc46	2.47887	2.36022	3.3231699999999997	4.739719999999999
Mlkl	15.5751	39.3222	8.96216	63.2169
Spaca1	15.8165	5.96999	8.375110000000001	7.23442
Nsun7	0.44378199999999995	1.01239	0.399868	0.397038
Dmrtc1a	1.121	2.0106599999999997	0.8493280000000001	0.732909
Clic3	1.00502	0.772307	0.524945	1.1013600000000001
	0.967433	0.472652	1.4175799999999998	1.5182200000000001
Ms4a13	1.17147	2.69694	0.779882	1.11087
Iqcf4	0.406876	0.833189	0.526409	4.32315
Prss52	0.608907	0.43557299999999993	0.560724	0.674167
6330407I18Rik	4.36072	0.200443	0.527926	1.11649
Spata24	49.3823	23.1594	32.707	42.2879
Acad9	43.659	50.3238	232.269	49.5729
Nacc2	73.9803	8.29445	4.75352	31.5083
2900053A13Rik	12.7502	7.5583800000000005	25.9748	9.8128
Mynn	29.5187	22.5001	33.6635	32.5661
Mynn	65.3967	48.5441	60.9574	46.4891
4930558N01Rik	34.5189	33.3759	47.5993	26.8525
Rbm34	403.10400000000004	392.788	261.585	417.452
2810474O19Rik	1460.21	458.983	603.294	644.2040000000001
Gad2	1.91229	43.1034	11.3974	12.5946
Tacc1	169.047	97.2202	161.819	208.554
Tacc1	8.47449	8.04777	11.5482	14.5034
Lhfpl3	3.6326300000000002	0.172371	3.4692300000000005	0.583912
Slc38a2	369.295	167.142	286.031	180.34
Slc38a2	27.4286	23.6532	27.5077	16.9678
2700049A03Rik	77.3134	54.25899999999999	61.3386	57.651
Slc7a6os	92.4662	81.5953	81.3334	72.4025
Dppa4	11.8901	7.898339999999999	10.0033	8.34935
2310042D19Rik	3.9007400000000003	1.87844	0.8616209999999999	4.62178
Mthfd2l	33.8924	59.0125	115.723	50.937
Mthfd2l	1.85058	10.6113	36.4027	11.6602
Mthfd2l	13.2618	21.3791	49.3655	19.4639
Cd164l2	2.59063	1.2320799999999998	6.188680000000001	3.83334
Atat1	16.1801	11.3163	35.0894	16.1889
1810011H11Rik	5.96415	0.697476	0.912429	11.0085
Ankrd7	4.07161	0.583701	0.839176	0.27458299999999997
Ublcp1	19.9825	21.9157	35.2215	22.1297
Trak2	15.6962	8.52414	4.13194	8.904739999999999
Adh6a	8.16739	0.7640239999999999	2.41407	0.352905
Adora3	9.07944	10.4123	0.825462	8.73591
Zfp511	64.7316	60.4313	63.4701	56.27
1700034E13Rik	7.49635	5.81516	6.08204	10.8578
Eml4	213.82299999999998	224.03400000000002	281.811	212.13400000000001
Dusp28	57.9865	37.5337	44.0049	42.6526
Prpf18	136.885	270.573	260.058	196.73
Zfp91	417.991	412.656	436.207	454.209
Zfp91	30.0591	19.0402	28.862	19.6499
Cyld	158.384	234.705	219.017	195.11
Cyld	521.332	702.643	902.931	617.618
8430406I07Rik	43.9982	33.1573	28.3	50.2189
8430406I07Rik	14.2619	12.955	3.5877	3.9811199999999998
Cand2	31.6004	21.2777	33.3307	35.0078
Cand2	45.8035	23.1859	45.2631	34.0491
