sequence_identifier	chr_name	start	end	strand
NM_001115087	chr7	51860576	51861266	1
NM_001115130	chr9	31031644	31075885	0
NM_001115132	chr15	89356719	89372850	0
NM_001115149	chr5	149185560	149215434	0
NM_001115150	chr5	149185560	149215434	0
NM_001115151	chr5	149185560	149215434	0
NM_001115153	chr5	149185560	149215434	0
NM_001115154	chr10	26230707	26272172	0
NM_001122594	chr8	109869603	109944671	0
NM_001122595	chrX	107150454	107173661	0
NM_001122596	chrX	107149927	107173661	0
NM_001122603	chr7	28072236	28120864	0
NM_001122604	chr10	80265991	80288413	0
NM_001122605	chr10	80265991	80288413	0
NM_001122639	chr5	110604505	110621383	0
NM_001122640	chr7	123279148	123368914	1
NM_001122641	chr7	123279148	123368914	1
NM_001122642	chr7	123279148	123368914	1
NM_001122643	chr7	123279148	123368914	1
NM_001122647	chr4	60578260	60581154	1
NM_001122660	chr9	78290928	78305525	0
NM_001122661	chr5	14933630	14937474	1
NM_001122662	chr12	87875072	87877859	0
NM_001122666	chr5	117091677	117114992	1
NM_001122667	chr16	13257481	13417529	0
NM_001122668	chr5	95776870	95804230	0
NM_001122675	chr1	105991406	106034079	0
NM_001122676	chr1	105991406	106034079	0
NM_001122678	chr5	95474541	95485105	0
NM_001122678	chr5	95511742	95522402	0
NM_001122678	chr5	95793639	95804235	0
NM_001122680	chr1	171371173	171388287	0
NM_001122682	chr7	21613745	21615146	0
NM_001122682	chr7	22096520	22097921	0
NM_001122683	chr16	31429753	31458901	0
NM_001122685	chr1	82340049	82445367	0
NM_001122730	chr5	142724604	142816386	1
NM_001122732	chr1	86022942	86029958	0
NM_001122733	chr5	75575987	75656721	0
NM_001122734	chrX	147993993	148033174	0
NM_001122734	chrX	148181724	148354730	0
NM_001122734	chrX	148315530	148521446	0
NM_001122734	chrX	149089315	149305003	0
NM_001122734	chrX	149098952	149138152	0
NM_001122734	chrX	149448617	149487784	0
NM_001122735	chrX	149942655	149984982	0
NM_001122736	chr7	142650767	142660034	1
NM_001122737	chr7	142650767	142656480	1
NM_001122738	chr1	66719242	66816594	1
NM_001122739	chr7	101822631	101836823	1
NM_001122754	chr5	72695977	72751776	1
NM_001122756	chr5	72300024	72503539	1
NM_001122758	chr5	57719021	58132240	0
NM_001122759	chr3	19223108	19310321	1
NM_001122765	chr7	28767752	28788665	0
NM_001122766	chr7	28767752	28788665	0
NM_001122767	chr7	27561476	27582098	0
NM_001122768	chr5	105700969	105815215	0
NM_001122780	chr7	75849338	75874130	0
NM_001122818	chr8	3516384	3544267	0
NM_001122820	chr8	22787353	22804653	1
NM_001122822	chr8	33234372	33384526	1
NM_001122829	chr8	70331521	70352272	1
NM_001122830	chr8	70450227	70475942	1
NM_001122832	chr8	72377416	72420473	1
NM_001122843	chr8	85038168	85057582	0
NM_001122850	chr8	127065056	127402059	0
NM_001122851	chr9	98987373	99002019	0
NM_001122873	chr9	57911986	57929968	0
NM_001122889	chr4	28814145	28947453	0
NM_001122892	chr10	39370799	39565374	0
NM_001122893	chr10	39370799	39565374	0
NM_001122895	chr10	127660917	127665702	1
NM_001122896	chr4	138217612	138244682	0
NM_001122897	chr4	138218127	138244682	0
NM_001122899	chr4	101718407	101813667	0
NM_001122948	chr13	40715302	40729456	1
NM_001122949	chr4	118442414	118456512	1
NM_001122950	chr6	52231196	52239853	1
NM_001122952	chr4	97582943	98118876	0
NM_001122953	chr4	97778626	98118876	0
NM_001122954	chr4	138799246	138862468	1
NM_001122958	chr4	116096954	116122688	1
NM_001122959	chr4	116096954	116122689	1
NM_001122960	chr10	88202097	88246158	0
NM_001122963	chr13	111425679	111489040	1
NM_001122977	chr17	13949373	13950678	0
NM_001122978	chr4	32616473	32653265	0
NM_001122982	chr4	21728701	21747962	0
NM_001122989	chr13	64192544	64247537	1
NM_001122992	chr4	132221024	132260548	1
NM_001122993	chr16	96236801	96319858	0
NM_001122997	chr2	153650449	153687730	0
NM_001122998	chr17	3327573	3519397	0
NM_001123037	chr16	23108468	23114132	0
NM_001123038	chr16	23108468	23114132	0
NM_001123327	chr2	104754792	104815695	1
NM_001123362	chr2	31641037	31655795	0
NM_001123367	chr17	14964188	14977811	1
NM_001123367	chr17	14995782	15009183	1
NM_001123367	chr17	15027150	15040558	1
NM_001123368	chr17	14964188	14977811	1
NM_001123368	chr17	14995782	15009183	1
NM_001123368	chr17	15027150	15040558	1
NM_001123370	chr17	14979864	14991577	0
NM_001123371	chr14	50957141	50964749	0
NM_001123372	chr17	15010840	15022449	0
NM_001123382	chr1	40267586	40316177	0
NM_001123386	chr13	35742402	35874064	0
NM_001123394	chr14	43958069	43963080	0
NM_001126045	chr5	138022429	138034665	0
NM_001126046	chr1	36562695	36682182	1
NM_001126047	chr1	36548639	36557380	1
NM_001126182	chr13	100144062	100201121	1
NM_001126314	chr8	34116030	34125185	0
NM_001126315	chr4	143948182	143950015	1
NM_001126316	chr4	144777203	144785582	1
NM_001126317	chrX	67682899	67692561	1
NM_001126317	chrX	67696698	67706350	0
NM_001126318	chr4	137401553	137408790	1
NM_001126320	chr11	99657941	99657958	1
NM_001126321	chrX	78240461	78244920	1
NM_001126322	chr11	99771713	99771912	1
NM_001126323	chr11	99915751	99915671	0
NM_001126324	chr4	143616003	143618595	0
NM_001126325	chr4	143653759	143656245	1
NM_001126330	chr4	154056248	154096172	1
NM_001126331	chr4	154056248	154096172	1
NM_001126338	chr2	131951861	131956131	0
NM_001126487	chr4	106680416	106726929	1
NM_001126488	chrX	74150943	74166837	1
NM_001126489	chr11	73689778	73713808	0
NM_001126491	chrX	8514051	8523953	1
NM_001127169	chrX	136225041	136226100	0
NM_001127177	chr18	67665500	67723620	1
NM_001127188	chr4	147674224	147701630	1
NM_001127189	chr4	147753973	147808787	1
NM_001127191	chr3	10417816	10439129	1
NM_001127233	chr11	69581359	69591873	0
NM_001127259	chr16	25684765	25892088	0
NM_001127260	chr16	25684765	25892088	0
NM_001127261	chr16	25684765	25877143	0
NM_001127262	chr16	25802916	25892088	0
NM_001127263	chr16	25802916	25877143	0
NM_001127264	chr16	25802916	25892088	0
NM_001127265	chr16	25802916	25877143	0
NM_001127318	chr6	136697283	136780741	1
NM_001127324	chr7	19346071	19354830	0
NM_001127330	chr6	115362221	115490401	0
NM_001127338	chr18	56525735	56571938	1
NM_001127340	chr6	125050927	125054193	0
NM_001127346	chr13	108052588	108157624	1
NM_001127348	chr6	51545523	51590670	0
NM_001127349	chr6	51524903	51590670	0
NM_001127351	chr7	140863662	140880868	1
NM_001127353	chr10	10335702	10471313	1
NM_001127354	chr11	99602645	99602307	1
NM_001127355	chr5	31187557	31192138	1
NM_001127356	chr5	31187557	31192138	1
NM_001127363	chr7	139390109	139579652	0
NM_001127367	chr5	29736898	29767101	0
NM_001127376	chr10	39150970	39162793	1
NM_001127382	chr5	66016548	66150953	1
NM_001127576	chr11	102666585	102682238	0
NM_001127685	chr12	111979322	111979750	1
NM_001127686	chr7	103839123	103839520	1
NM_001127725	chr16	5148109	5183934	0
NM_001128080	chr7	143006046	143019485	0
NM_001128081	chr7	143006659	143019485	0
NM_001128082	chr7	143006659	143019485	0
NM_001128084	chr2	20847918	20966720	1
NM_001128086	chr10	89874509	90972984	0
NM_001128090	chr6	139493181	139500908	1
NM_001128091	chr3	60007743	60025420	0
NM_001128092	chr6	98238013	98341753	1
NM_001128093	chr14	75456982	75526141	0
NM_001128094	chr16	30312423	30387529	1
NM_001128096	chr16	30312423	30387529	1
NM_001128103	chr2	110655200	110949243	1
NM_001128132	chr16	44944678	44966290	0
NM_001128133	chr16	44944678	44966290	0
NM_001128145	chr7	140248381	140299791	0
NM_001128146	chr7	140248378	140299791	0
NM_001128151	chr6	120667421	120771191	0
NM_001128170	chr8	88698028	88751946	0
NM_001128171	chr8	88698028	88751946	0
NM_001128180	chr17	70523110	70821413	0
NM_001128181	chr17	70562747	70816729	0
NM_001128307	chr14	121542038	121737928	1
NM_001128308	chr14	121542038	121737928	1
NM_001128510	chr9	36476638	36477180	0
NM_001128597	chr17	35122496	35124815	0
NM_001128599	chr14	34590617	34599141	1
NM_001128601	chr9	88688604	88718797	1
NM_001128605	chr1	180227003	180255299	1
NM_001128606	chr4	131923428	132048077	1
NM_001128607	chr4	131923426	132074312	1
NM_001128609	chr1	171330145	171342501	0
NM_001128625	chrX	57410149	57488771	0
NM_001128634	chr14	51919761	51920700	0
NM_001129787	chr9	27300228	27334763	0
NM_001129803	chr8	3623373	3624544	1
NM_001129804	chr8	3623373	3624048	1
NM_001129999	chr2	155957558	155998900	0
NM_001130000	chr2	155957558	155998900	0
NM_001130008	chr16	11216240	11253324	1
NM_001130030	chr4	134211967	134226382	1
NM_001130149	chr15	12825815	12935291	0
NM_001130150	chr7	24903986	24926591	0
NM_001130151	chr7	24903986	24926591	0
NM_001130152	chr7	24905346	24926591	0
NM_001130153	chr7	24903986	24926591	0
NM_001130163	chr15	41790515	41861047	0
NM_001130164	chr15	41831958	41861047	0
NM_001130165	chr15	41790034	41861047	0
NM_001130166	chr15	41448482	41861047	0
NM_001130169	chr11	80384279	80396248	0
NM_001130170	chr11	80384279	80396248	0
NM_001130171	chr11	80384279	80396248	0
NM_001130174	chr1	135837334	135852268	0
NM_001130175	chr1	135837334	135852268	0
NM_001130176	chr1	135841861	135852261	0
NM_001130177	chr1	135837334	135852268	0
NM_001130178	chr1	135837334	135852268	0
NM_001130179	chr1	135837334	135852268	0
NM_001130180	chr1	135837334	135852268	0
NM_001130181	chr1	135837334	135852268	0
NM_001130184	chr3	41556734	41616864	0
NM_001130185	chr3	41564751	41616864	0
NM_001130186	chr3	41565880	41616864	0
NM_001130187	chr11	106263170	106271971	1
NM_001130188	chr6	4674349	4746203	1
NM_001130189	chr6	4674349	4746203	1
NM_001130190	chr6	4674349	4746203	1
NM_001130191	chr6	4674349	4746203	1
NM_001130194	chr8	85007202	85013407	1
NM_001130408	chr11	59211411	59227161	1
NM_001130409	chr15	73215556	73422190	1
NM_001130412	chr12	16535668	16588769	1
NM_001130416	chrX	7930121	7946888	1
NM_001130419	chr4	129111569	129120746	1
NM_001130443	chr7	141189933	141193003	1
NM_001130444	chr7	141189933	141193003	1
NM_001130450	chr11	96817413	96828501	1
NM_001130451	chr11	96817413	96823126	1
NM_001130452	chr11	96817413	96823126	1
NM_001130453	chr11	96817413	96823012	1
NM_001130454	chr11	96817413	96823012	1
NM_001130456	chr17	56123084	56139342	1
NM_001130457	chr11	6615597	6625066	1
NM_001130458	chr11	3917079	3931077	1
NM_001130459	chr11	3917077	3930960	1
NM_001130476	chr5	130080370	130135733	0
NM_001130477	chr4	135320483	135352213	1
NM_001130479	chr7	116505369	116540588	0
NM_001130484	chr16	33057482	33060188	0
NM_001130485	chr16	33057453	33060188	0
NM_001130513	chrX	164140342	164188418	0
NM_001130515	chr11	103134353	103139908	0
NM_001130516	chr11	103134339	103139908	0
NM_001130525	chr19	45016210	45027104	0
NM_001130526	chr19	45019135	45027104	0
NM_001130529	chr11	59485520	59505639	1
NM_001130693	chr7	98441416	98477478	0
NM_001130868	chr8	111993438	112010353	1
NM_001131020	chr11	102890165	102896199	1
NM_001131021	chr2	158182532	158228223	1
NM_001131054	chr11	43420247	43425247	1
NM_001131068	chr13	76001534	76017605	1
NM_001131069	chr13	76001534	76017711	1
NM_001134226	chrX	8454342	8460725	1
NM_001134299	chr5	26114763	26120424	1
NM_001134300	chr2	153407460	153528970	1
NM_001134383	chr6	90659597	90715528	1
NM_001134384	chr6	90659597	90809122	1
NM_001134385	chr3	30856950	30897194	0
NM_001134386	chr3	30856950	30897194	0
NM_001134391	chr6	122577791	122601443	1
NM_001134399	chr9	64386626	64709205	0
NM_001134426	chr9	103353101	103364779	1
NM_001134427	chr9	103353101	103363978	1
NM_001134457	chr16	55839952	55894278	1
NM_001134458	chr11	32188996	32199278	1
NM_001134459	chr6	92370891	92533860	1
NM_001134460	chr6	92370891	92480391	1
NM_001134461	chr6	92370891	92566365	1
NM_001134465	chr14	26580550	26634322	0
NM_001134474	chr13	89655309	89741511	1
NM_001134475	chr13	89655309	89741511	1
NM_001134480	chr16	45959260	46009412	1
NM_001134644	chr4	60658465	60661364	1
NM_001134644	chr4	60817585	60820482	1
NM_001134644	chr4	61515592	61518484	1
NM_001134644	chr4	61591929	61594824	1
NM_001134644	chr4	61670177	61673089	1
NM_001134644	chr4	61778324	61781222	1
NM_001134646	chr4	45105209	45107112	1
NM_001134660	chr9	98843587	98843645	0
NM_001134661	chr9	98857591	98857352	0
NM_001134674	chr4	61224306	61227285	1
NM_001134675	chr4	60066468	60069474	1
NM_001134676	chr4	60218620	60221598	1
NM_001134692	chr5	30906515	30906787	1
NM_001134697	chr18	57469486	57478134	0
NM_001134717	chr5	124329089	124341852	0
NM_001134733	chr4	127927591	127969840	1
NM_001134741	chr1	156255295	156302347	1
NM_001134743	chr6	80019877	80810143	0
NM_001134752	chr7	6416175	6431086	0
NM_001134767	chr5	123931689	123969895	0
NM_001134791	chr4	109061144	109117035	1
NM_001134802	chr15	77699889	77719288	0
NM_001134829	chr1	191719395	191784257	0
NM_001134902	chr9	50605239	50616463	1
NM_001135001	chr12	110448179	110571690	0
NM_001135019	chr9	20495068	20520418	1
NM_001135093	chr6	30956020	30957989	1
NM_001135100	chr8	110741828	110804923	1
NM_001135112	chr16	4685070	4707693	0
NM_001135115	chr11	58184843	58190198	0
NM_001135127	chr4	61778327	61781223	1
NM_001135149	chr3	135826657	135888572	0
NM_001135150	chr3	135826790	135888572	0
NM_001135151	chr14	70303466	70350423	1
NM_001135152	chr14	70303466	70347432	1
NM_001135172	chr5	43516569	43616586	0
NM_001135192	chr12	21112756	21270171	0
NM_001135198	chr9	108403632	108427481	1
NM_001135559	chr12	69583760	69680851	1
NM_001135567	chr10	82619850	82622227	1
NM_001135568	chr10	82619850	82622227	1
NM_001135569	chr10	82619850	82622227	1
NM_001135577	chr13	41250844	41276577	0
NM_001135611	chr6	34871770	34877064	1
NM_001135657	chr2	90429755	90478173	1
NM_001135688	chr15	75564744	75565855	1
NM_001135689	chr15	75564744	75565647	1
NM_001135727	chrX	159628272	159975920	0
NM_001135728	chrX	159841468	159975920	0
NM_001135991	chr10	77826168	77826069	1
NM_001136054	chr7	130391493	130518579	1
NM_001136055	chr2	93419101	93461949	1
NM_001136056	chr4	41657497	41694444	1
NM_001136057	chr14	55511448	55517431	0
NM_001136058	chr5	37243058	37292163	0
NM_001136059	chr9	57698613	57703824	0
NM_001136060	chr5	27262935	27727500	0
NM_001136061	chr14	103814614	103843475	1
NM_001136062	chr11	70658176	70662513	0
NM_001136063	chr2	131039631	131042087	1
NM_001136064	chr19	8838467	8848683	0
NM_001136065	chr6	38697839	38836310	1
NM_001136066	chr16	4727361	4766249	0
NM_001136067	chrX	74425612	74453778	0
NM_001136068	chr6	129666015	129677972	1
NM_001136069	chr7	46848082	46855627	0
NM_001136070	chr1	131154207	131173471	0
NM_001136071	chr7	142461812	142494868	0
NM_001136072	chr2	115861263	116064057	1
NM_001136073	chr2	168476409	168589364	1
NM_001136074	chr14	55518977	55523980	1
NM_001136075	chr12	83794033	83841357	1
NM_001136076	chr11	54101924	54131667	0
NM_001136077	chr15	54838678	54919145	1
NM_001136079	chr15	5233398	5243186	1
NM_001136081	chr2	85038451	85047114	0
NM_001136082	chr10	128233063	128252941	0
NM_001136084	chr7	46644640	46666376	1
NM_001136085	chrX	20663896	20683179	0
NM_001136086	chr18	43320978	43372271	1
NM_001136087	chr13	73661749	73677022	1
NM_001136089	chr8	62057041	62122192	1
NM_001136090	chr18	70508679	70529320	1
NM_001136091	chr19	3896049	3906132	1
NM_001136104	chr1	156559787	156649619	0
NM_001136117	chr3	94363444	94364567	0
NM_001136181	chr18	80229755	80246101	1
NM_001136222	chr1	78658825	78707743	0
NM_001136226	chr1	78659440	78667601	0
NM_001136227	chr6	83136808	83152579	0
NM_001136235	chr7	97452334	97459557	0
NM_001136236	chr3	87377387	87392133	0
NM_001136237	chr10	128395930	128400223	1
NM_001136240	chr14	30010000	30040466	0
NM_001136259	chr8	75034686	75070121	0
NM_001136260	chr5	88888260	89239656	0
NM_001136270	chr7	16272012	16272691	1
NM_001136471	chr7	16274041	16285794	1
NM_001136476	chrX	26522656	26544564	1
NM_001136484	chr19	17326140	17338504	1
NM_001136496	chr13	62453015	62465811	1
NM_001136556	chr2	156019139	156051946	1
NM_001137547	chrX	153007469	153009459	0
NM_001139503	chr2	26348117	26351109	1
NM_001139504	chr2	26348117	26351109	1
NM_001139509	chr2	57107225	57123002	1
NM_001139511	chr2	154792110	154867261	0
NM_001139512	chr2	154792110	154867261	0
NM_001139513	chr2	154792110	154867261	0
NM_001139516	chr2	157174995	157203533	1
NM_001139519	chr2	173213735	173217921	1
NM_001139520	chr2	157097528	157134221	1
NM_001141921	chr7	28453238	28467548	0
NM_001141922	chr8	104171513	104219097	0
NM_001141924	chr8	104171513	104219097	0
NM_001141925	chr8	104171513	104219097	0
NM_001141927	chr10	53338686	53345999	0
NM_001141930	chr4	149546117	149566437	0
NM_001141931	chr2	60751952	60880437	1
NM_001141932	chr2	60751952	60880437	1
NM_001141933	chr2	180934771	180953698	1
NM_001141946	chr2	136873780	136890405	1
NM_001141948	chr2	51948498	51972207	1
NM_001141949	chr2	51948498	51972207	1
NM_001141950	chr7	141329130	141337155	0
NM_001141965	chr2	145904241	145916425	0
NM_001141971	chr2	132239491	132246787	1
NM_001141975	chr2	152848964	152895321	0
NM_001141976	chr2	152848964	152895321	0
NM_001141977	chr2	152848964	152895321	0
NM_001141978	chr2	152848964	152895321	0
NM_001141981	chr2	51924448	51934008	1
NM_001141982	chr2	51924448	51933643	1
NM_001141983	chr19	42248578	42270348	0
NM_001142322	chr8	71273714	71360712	0
NM_001142323	chr8	71273714	71360712	0
NM_001142335	chr2	103971287	103981878	0
NM_001142336	chr2	103970557	103981878	0
NM_001142337	chr2	103958995	103981878	0
NM_001142357	chr15	88805242	88818317	1
NM_001142410	chr2	150258517	150270300	0
NM_001142411	chr2	150219099	150244874	0
NM_001142441	chr14	57799218	57802330	0
NM_001142539	chr17	7363711	7384304	1
NM_001142570	chrX	113299256	113835091	0
NM_001142580	chr12	87238874	87265285	1
NM_001142581	chr12	87238874	87265285	1
NM_001142631	chr17	71553061	71578700	0
NM_001142642	chr5	110361751	110447502	1
NM_001142647	chr1	52631705	52651919	0
NM_001142655	chr9	75038614	75060313	0
NM_001142681	chr7	141493135	141538856	1
NM_001142690	chrX	102803963	102809942	0
NM_001142690	chrX	102847638	102853615	1
NM_001142691	chrX	102803963	102809942	0
NM_001142691	chrX	102847638	102853615	1
NM_001142697	chr18	25136038	25164964	1
NM_001142698	chr18	25127222	25167876	1
NM_001142701	chr10	80017672	80031471	0
NM_001142706	chr17	34856373	34861513	1
NM_001142727	chr4	124849484	124849729	1
NM_001142728	chr12	72442866	72510565	0
NM_001142729	chr12	72443249	72474210	0
NM_001142731	chr18	14968684	15062581	1
NM_001142732	chr6	113390260	113399448	0
NM_001142734	chr6	136328539	136329983	0
NM_001142735	chr10	73822867	74634765	0
NM_001142736	chr10	73822867	74634765	0
NM_001142737	chr10	73822867	74634765	0
NM_001142738	chr10	73822867	74634765	0
NM_001142739	chr10	73822867	74634765	0
NM_001142740	chr10	73822867	74634765	0
NM_001142741	chr10	73822867	74634765	0
NM_001142742	chr10	73822867	74644727	0
NM_001142743	chr10	73822867	74644727	0
NM_001142744	chr17	35897597	35909067	1
NM_001142745	chr17	35899831	35909067	1
NM_001142746	chr10	73822867	74649732	0
NM_001142747	chr10	73822867	74507600	0
NM_001142748	chr10	73822867	74507600	0
NM_001142750	chrX	118428227	118428258	0
NM_001142750	chrX	118479705	118479736	1
NM_001142760	chr10	73822867	74649732	0
NM_001142775	chr4	111973927	111988221	0
NM_001142781	chr6	55204383	55320222	0
NM_001142792	chr7	4716001	4724081	1
NM_001142804	chr10	106936163	107122663	1
NM_001142809	chrX	73674133	73682500	0
NM_001142810	chrX	73674133	73682500	0
NM_001142916	chr9	92543223	92608427	0
NM_001142918	chr19	55742810	55933655	0
NM_001142919	chr19	55742810	55933655	0
NM_001142920	chr19	55742810	55933655	0
NM_001142921	chr19	55742810	55933655	0
NM_001142922	chr19	55742810	55933655	0
NM_001142923	chr19	55742810	55933655	0
NM_001142924	chr19	55896321	55933655	0
NM_001142937	chr12	102739829	102742660	1
NM_001142938	chr12	102753274	102756809	1
NM_001142939	chr12	102739829	102756809	1
NM_001142943	chr9	88549020	88571086	0
NM_001142948	chr1	166393611	166408827	1
NM_001142950	chr18	64499646	64515556	1
NM_001142952	chr3	100471535	100488191	1
NM_001142953	chr3	79346376	79464128	0
NM_001142957	chr17	33290544	33304689	0
