sequence_identifier	chr_name	start	end	strand
NM_001195271	chrX	43590988	43591988	0
NM_001195284	chr4	53631470	53632470	0
NM_001195298	chr17	33889633	33890633	1
NM_001195338	chr19	53943627	53944627	1
NM_001195348	chr19	53943627	53944627	1
NM_001195383	chr11	99837066	99838066	1
NM_001195390	chr2	153631781	153632781	1
NM_001195413	chr8	95305585	95306585	1
NM_001195421	chr13	21811745	21812745	0
NM_001195431	chr9	58157554	58158554	1
NM_001195435	chr13	64496792	64497792	1
NM_001195437	chr9	110915861	110916861	1
NM_001195485	chr17	80206305	80207305	1
NM_001195486	chr17	80206305	80207305	1
NM_001195487	chr17	80206305	80207305	1
NM_001195496	chr3	86919884	86920884	1
NM_001195497	chr3	86919884	86920884	1
NM_001195498	chr3	86919884	86920884	1
NM_001195499	chr3	86919884	86920884	1
NM_001195500	chr3	86919884	86920884	1
NM_001195529	chr7	99626103	99627103	1
NM_001195531	chr8	85066982	85067982	1
NM_001195537	chr15	76294433	76295433	0
NM_001195538	chr3	55242525	55243525	0
NM_001195539	chr3	55461757	55462757	0
NM_001195540	chr3	55461757	55462757	0
NM_001195544	chr11	98598290	98599290	0
NM_001195565	chr4	151860768	151861768	1
NM_001195579	chrX	144456581	144457581	0
NM_001195596	chr10	25535272	25536272	1
NM_001195601	chr7	52014716	52015716	1
NM_001195617	chr13	25056003	25057003	0
NM_001195632	chr9	32116135	32117135	0
NM_001195633	chr18	77938466	77939466	0
NM_001195634	chr8	21378516	21379516	0
NM_001195662	chr1	4408241	4409241	1
NM_001195672	chr10	4509871	4510871	0
NM_001195673	chr17	56770275	56771275	0
NM_001195674	chr14	65605266	65606266	0
NM_001195681	chr9	51277554	51278554	1
NM_001195687	chr8	63951170	63952170	1
NM_001195693	chr9	92192935	92193935	0
NM_001195710	chr11	69877018	69878018	1
NM_001195726	chr12	103314958	103315958	0
NM_001195727	chr7	105375097	105376097	0
NM_001195730	chr4	129613257	129614257	1
NM_001195732	chr1	6359330	6360330	0
NM_001195748	chr15	36139400	36140400	1
NM_001195760	chr3	90590246	90591246	0
NM_001195767	chr12	86734368	86735368	0
NM_001195774	chr7	118994211	118995211	1
NM_001195816	chr1	176212942	176213942	1
NM_001197024	chr17	25188399	25189399	0
NM_001197028	chr17	78508062	78509062	0
NM_001197041	chr8	129064492	129065492	1
NM_001197046	chr17	8165517	8166517	0
NM_001197082	chr4	132344750	132345750	1
NM_001197147	chr5	88887259	88888259	0
NM_001197321	chr6	99265515	99266515	1
NM_001197322	chr6	99027298	99028298	1
NM_001198560	chr17	35439154	35440154	0
NM_001198561	chr17	35439154	35440154	0
NM_001198565	chr1	12692429	12693429	0
NM_001198566	chr1	12692429	12693429	0
NM_001198570	chr1	60409618	60410618	0
NM_001198571	chr1	60409618	60410618	0
NM_001198573	chr1	88007551	88008551	1
NM_001198587	chr12	88794503	88795503	0
NM_001198635	chr10	20148919	20149919	0
NM_001198765	chr3	54361106	54362106	0
NM_001198766	chr3	54361106	54362106	0
NM_001198785	chr11	120046145	120047145	1
NM_001198787	chr11	120040781	120041781	1
NM_001198789	chr9	72984376	72985376	1
NM_001198790	chr2	32621757	32622757	0
NM_001198791	chr2	32625436	32626436	0
NM_001198792	chr2	32628389	32629389	0
NM_001198794	chr9	21526176	21527176	0
NM_001198808	chr2	10370450	10371450	0
NM_001198809	chr2	10372435	10373435	0
NM_001198811	chr4	83051167	83052167	1
NM_001198823	chr16	85172707	85173707	1
NM_001198824	chr16	85172707	85173707	1
NM_001198825	chr16	85172707	85173707	1
NM_001198826	chr16	85172707	85173707	1
NM_001198831	chr17	35701044	35702044	1
NM_001198833	chr17	35699590	35700590	1
NM_001198835	chr12	51593340	51594340	0
NM_001198839	chr8	111731136	111732136	1
NM_001198841	chr7	48847051	48848051	1
NM_001198859	chr5	33274004	33275004	1
NM_001198860	chr5	33274004	33275004	1
NM_001198861	chr5	33274004	33275004	1
NM_001198866	chr6	83165923	83166923	0
NM_001198867	chr6	83165923	83166923	0
NM_001198871	chr7	31704754	31705754	1
NM_001198872	chr2	71211705	71212705	0
NM_001198873	chr2	71211705	71212705	0
NM_001198874	chr2	71211705	71212705	0
NM_001198875	chr2	71211705	71212705	0
NM_001198876	chr2	71211705	71212705	0
NM_001198877	chr2	71211945	71212945	0
NM_001198878	chr2	71211945	71212945	0
NM_001198886	chr5	26904777	26905777	0
NM_001198894	chr8	94977108	94978108	0
NM_001198911	chr3	88616206	88617206	0
NM_001198912	chr3	88621393	88622393	0
NM_001198913	chr3	88621393	88622393	0
NM_001198914	chr10	21159984	21160984	1
NM_001198933	chr9	86686277	86687277	1
NM_001198949	chr17	65883923	65884923	1
NM_001198955	chr1	170305332	170306332	1
NM_001198968	chr12	4593007	4594007	0
NM_001198969	chr12	4593007	4594007	0
NM_001198971	chr9	45195765	45196765	0
NM_001198977	chr13	52583436	52584436	0
NM_001198984	chr18	60847964	60848964	1
NM_001198985	chr19	24173140	24174140	1
NM_001198987	chrX	149784503	149785503	0
NM_001198988	chrX	147992992	147993992	0
NM_001198998	chr8	22592813	22593813	1
NM_001199003	chr1	175491545	175492545	1
NM_001199004	chr12	102469133	102470133	0
NM_001199009	chr14	55560922	55561922	0
NM_001199015	chr7	35449091	35450091	0
NM_001199016	chr7	35449097	35450097	0
NM_001199020	chr1	190925107	190926107	0
NM_001199023	chr15	79327371	79328371	1
NM_001199024	chr15	79327371	79328371	1
NM_001199025	chr15	79327371	79328371	1
NM_001199043	chr13	12460738	12461738	1
NM_001199044	chr17	35163877	35164877	1
NM_001199045	chr11	86544990	86545990	0
NM_001199046	chr11	86544990	86545990	0
NM_001199047	chr11	86544990	86545990	0
NM_001199048	chr17	21961464	21962464	1
NM_001199059	chr5	130171818	130172818	0
NM_001199060	chr1	60097500	60098500	1
NM_001199061	chr1	60097134	60098134	1
NM_001199062	chr17	33215351	33216351	1
NM_001199083	chr6	120037655	120038655	1
NM_001199084	chr6	120037655	120038655	1
NM_001199090	chr4	109530204	109531204	1
NM_001199105	chr4	11156440	11157440	0
NM_001199113	chr17	45592640	45593640	1
NM_001199114	chr17	45594902	45595902	1
NM_001199115	chr17	45598603	45599603	1
NM_001199116	chr17	45594572	45595572	1
NM_001199118	chr2	160888167	160889167	0
NM_001199122	chr14	37134139	37135139	1
NM_001199123	chr2	69205190	69206190	1
NM_001199124	chr2	69205190	69206190	1
NM_001199136	chr4	123683360	123684360	1
NM_001199137	chr4	123683360	123684360	1
NM_001199141	chr13	9764314	9765314	1
NM_001199146	chr2	26315532	26316532	0
NM_001199147	chr2	26319769	26320769	0
NM_001199151	chr18	52767810	52768810	0
NM_001199153	chr18	52768092	52769092	0
NM_001199154	chr18	52768143	52769143	0
NM_001199177	chr16	29579333	29580333	0
NM_001199186	chr9	21320718	21321718	0
NM_001199187	chr10	60003326	60004326	0
NM_001199188	chr2	144269902	144270902	1
NM_001199203	chr11	93996090	93997090	0
NM_001199204	chr11	93996090	93997090	0
NM_001199205	chr11	94044204	94045204	0
NM_001199210	chr16	90830858	90831858	0
NM_001199212	chrX	170672643	170673643	0
NM_001199213	chr1	106938956	106939956	0
NM_001199217	chr9	107666399	107667399	1
NM_001199218	chr9	107667968	107668968	1
NM_001199224	chr7	76229886	76230886	0
NM_001199227	chr7	143739360	143740360	1
NM_001199234	chr7	27395198	27396198	1
NM_001199235	chr7	27393506	27394506	1
NM_001199236	chr7	27395553	27396553	1
NM_001199242	chr5	48508761	48509761	1
NM_001199243	chr5	48481656	48482656	1
NM_001199244	chr5	49284659	49285659	1
NM_001199245	chr5	48598682	48599682	1
NM_001199246	chrX	150812703	150813703	1
NM_001199247	chr19	5609094	5610094	1
NM_001199248	chr19	5609094	5610094	1
NM_001199249	chr19	5609094	5610094	1
NM_001199265	chr10	25359797	25360797	0
NM_001199270	chr4	72851634	72852634	1
NM_001199271	chr10	77032738	77033738	0
NM_001199272	chr10	52381124	52382124	1
NM_001199274	chr11	40694203	40695203	1
NM_001199275	chr11	54961940	54962940	1
NM_001199276	chr11	54961940	54962940	1
NM_001199283	chr11	75532111	75533111	0
NM_001199284	chr11	75531693	75532693	0
NM_001199293	chr11	87427590	87428590	0
NM_001199296	chr11	100527000	100528000	1
NM_001199301	chr11	107914055	107915055	1
NM_001199304	chr13	45963991	45964991	1
NM_001199305	chr13	45963991	45964991	1
NM_001199306	chr7	14437551	14438551	1
NM_001199308	chr2	175275124	175276124	0
NM_001199308	chr2	175800037	175801037	1
NM_001199309	chr7	142273363	142274363	1
NM_001199310	chr7	13277312	13278312	0
NM_001199311	chrX	152563333	152564333	0
NM_001199321	chr7	24315666	24316666	1
NM_001199330	chr7	41392379	41393379	1
NM_001199331	chrY	11196848	11197848	1
NM_001199331	chrY	15882245	15883245	1
NM_001199332	chrY	12381988	12382988	0
NM_001199332	chrY	17093878	17094878	0
NM_001199333	chr4	61673094	61674094	1
NM_001199334	chr16	89015276	89016276	0
NM_001199336	chr7	33279341	33280341	1
NM_001199337	chrX	94367153	94368153	0
NM_001199338	chrX	94367153	94368153	0
NM_001199339	chrX	94367153	94368153	0
NM_001199347	chrX	7579675	7580675	0
NM_001199348	chrX	7580482	7581482	0
NM_001199349	chrX	71491849	71492849	1
NM_001199350	chr3	130729329	130730329	1
NM_001199351	chrX	73658854	73659854	1
NM_001199352	chrX	73659070	73660070	1
NM_001199357	chrX	142681399	142682399	0
NM_001199360	chrX	142681725	142682725	0
NM_001199431	chr9	20951979	20952979	1
NM_001199432	chr9	20958888	20959888	1
NM_001199433	chr9	20951623	20952623	1
NM_001199484	chr9	15305448	15306448	1
NM_001199485	chr9	15305167	15306167	1
NM_001199494	chr9	36796393	36797393	1
NM_001199556	chr9	39602652	39603652	1
NM_001199568	chr9	119357380	119358380	0
NM_001199593	chr8	83693061	83694061	1
NM_001199631	chr8	70527845	70528845	0
NM_001199632	chr5	21644605	21645605	1
NM_001199676	chr5	122778410	122779410	1
NM_001199677	chr5	135077266	135078266	1
NM_001199685	chr5	117120128	117121128	0
NM_001199695	chr4	129640065	129641065	1
NM_001199696	chr4	129985077	129986077	0
NM_001199733	chr17	33909600	33910600	0
NM_001199736	chr9	122747345	122748345	0
NM_001199785	chr12	110850278	110851278	0
NM_001199840	chr10	78916841	78917841	0
NM_001199843	chr12	86082560	86083560	0
NM_001199902	chr2	170511229	170512229	0
NM_001199927	chr9	121951019	121952019	0
NM_001199936	chr4	61518486	61519486	1
NM_001199940	chr12	104263121	104264121	0
NM_001199941	chr7	134363884	134364884	1
NM_001199945	chr14	62663666	62664666	0
NM_001199948	chr17	6654939	6655939	1
NM_001199953	chr9	35686371	35687371	1
NM_001199955	chr2	173577341	173578341	1
NM_001199956	chr1	32519999	32520999	1
NM_001199959	chr4	42158091	42159091	0
NM_001199959	chr4	42655250	42656250	0
NM_001199960	chr4	42156749	42157749	0
NM_001199960	chr4	42653908	42654908	0
NM_001199961	chr4	42153444	42154444	0
NM_001199961	chr4	42650603	42651603	0
NM_001199962	chr4	42153444	42154444	0
NM_001199962	chr4	42650603	42651603	0
NM_001199963	chr4	42156749	42157749	0
NM_001199963	chr4	42653908	42654908	0
NM_001199965	chr4	42158091	42159091	0
NM_001199965	chr4	42655250	42656250	0
NM_001199966	chr4	42156749	42157749	0
NM_001199966	chr4	42653908	42654908	0
NM_001199967	chr17	36057371	36058371	1
NM_001199971	chr10	127724477	127725477	0
NM_001199988	chr8	31150315	31151315	0
NM_001199995	chr4	60740281	60741281	1
NM_001199996	chrX	62287141	62288141	0
NM_001199997	chrX	62283498	62284498	0
NM_001199999	chr4	61302998	61303998	1
NM_001200002	chr9	114401094	114402094	0
NM_001200004	chr4	60138858	60139858	1
NM_001200004	chr4	61438704	61439704	1
NM_001200006	chr4	61594832	61595832	1
NM_001200013	chrX	53756831	53757831	1
NM_001200023	chr8	69748962	69749962	1
NM_001200025	chr5	5478143	5479143	1
NM_001200027	chr7	103538232	103539232	1
NM_001200028	chr3	106013646	106014646	1
NM_001200038	chr16	32867366	32868366	1
NM_001200041	chr7	4969961	4970961	1
NM_001200055	chr5	94865452	94866452	0
NM_001200055	chr5	95182623	95183623	0
NM_001201322	chr15	98571003	98572003	0
NM_001201323	chr15	101490512	101491512	1
NM_001201330	chr12	18514509	18515509	0
NM_001201332	chr12	17010727	17011727	1
NM_001201333	chr12	17010727	17011727	1
NM_001201341	chr11	88717267	88718267	1
NM_001201358	chrX	154011640	154012640	1
NM_001201358	chrX	154032827	154033827	1
NM_001201358	chrX	154054039	154055039	1
NM_001201358	chrX	154119685	154120685	1
NM_001201364	chr7	21920289	21921289	1
NM_001201364	chr7	23143478	23144478	1
NM_001201367	chr4	131921770	131922770	0
NM_001201378	chr6	29398925	29399925	0
NM_001201389	chr6	85808877	85809877	1
NM_001201390	chr6	136414569	136415569	1
NM_001201391	chr7	103826928	103827928	1
NM_001201395	chrX	76601924	76602924	1
NM_001201413	chr5	66617817	66618817	1
NM_001201414	chr5	66617817	66618817	1
NM_001201415	chr5	66617817	66618817	1
NM_001201416	chr5	66336665	66337665	1
NM_001201460	chr17	35439166	35440166	0
NM_001201470	chr19	32595714	32596714	0
NM_001201569	chr18	80933058	80934058	1
NM_001202445	chr2	92391683	92392683	1
NM_001202446	chr2	92391683	92392683	1
NM_001202500	chrX	134686518	134687518	0
NM_001204071	chr17	40793146	40794146	1
NM_001204129	chr11	118428456	118429456	0
NM_001204130	chr11	118443533	118444533	0
NM_001204134	chr15	10952356	10953356	0
NM_001204152	chr15	78528651	78529651	1
NM_001204153	chr15	78528651	78529651	1
NM_001204156	chr17	28349346	28350346	1
NM_001204165	chr2	71981214	71982214	0
NM_001204166	chr2	72054616	72055616	0
NM_001204167	chr2	71981214	71982214	0
NM_001204201	chr5	104435110	104436110	0
NM_001204202	chr5	104435110	104436110	0
NM_001204203	chr5	104435110	104436110	0
NM_001204223	chr6	129384874	129385874	1
NM_001204229	chr16	10545338	10546338	0
NM_001204233	chr5	104436191	104437191	0
NM_001204239	chr6	129397296	129398296	0
NM_001204241	chr6	122952514	122953514	0
NM_001204252	chr11	70166622	70167622	0
NM_001204253	chr6	129397296	129398296	0
NM_001204273	chr17	34982129	34983129	0
NM_001204274	chr17	34981853	34982853	0
NM_001204275	chr15	97843502	97844502	1
NM_001204276	chr15	97830767	97831767	1
NM_001204277	chr15	97830767	97831767	1
NM_001204278	chr15	97843502	97844502	1
NM_001204279	chr15	97843502	97844502	1
NM_001204280	chr15	97843502	97844502	1
NM_001204281	chr15	97813863	97814863	1
NM_001204333	chr17	32916329	32917329	1
NM_001204334	chr17	32916329	32917329	1
NM_001204335	chr17	32916342	32917342	1
NM_001204336	chr17	32916342	32917342	1
NM_001204340	chr14	62455289	62456289	1
NM_001204371	chr1	5588492	5589492	0
NM_001204411	chr7	46099764	46100764	1
NM_001204427	chr3	92457720	92458720	1
NM_001204820	chr11	120647337	120648337	1
NM_001204875	chr2	30066473	30067473	0
NM_001204904	chr1	161978636	161979636	1
NM_001204905	chr1	161968148	161969148	1
NM_001204906	chr6	142386087	142387087	1
NM_001204907	chr6	142386087	142387087	1
NM_001204908	chr1	154201186	154202186	0
NM_001204910	chr1	173740809	173741809	1
NM_001204912	chr12	4234026	4235026	0
NM_001204913	chr1	25276954	25277954	1
NM_001204914	chr18	34840588	34841588	0
NM_001204915	chr10	67095988	67096988	1
NM_001204916	chr10	3266771	3267771	1
NM_001204931	chr10	80330144	80331144	0
NM_001204959	chr8	3655769	3656769	0
NM_001204973	chr17	34121607	34122607	1
NM_001204979	chr3	108444259	108445259	1
NM_001204983	chr10	53378851	53379851	1
NM_001205009	chr10	77814681	77815681	0
NM_001205011	chr1	173276756	173277756	1
NM_001205025	chr6	113442516	113443516	0
NM_001205030	chr11	99857916	99858916	0
NM_001205032	chr10	77689757	77690757	1
NM_001205033	chr10	77726485	77727485	0
NM_001205034	chr10	77798133	77799133	1
NM_001205035	chr10	77715806	77716806	0
NM_001205036	chr10	127040394	127041394	1
NM_001205037	chr11	94848593	94849593	1
NM_001205043	chr13	44731270	44732270	0
NM_001205044	chr13	44730773	44731773	0
NM_001205049	chr15	89568325	89569325	0
NM_001205052	chr12	85599104	85600104	0
NM_001205053	chr12	85600017	85601017	0
NM_001205054	chr8	53511701	53512701	0
NM_001205057	chr2	176798599	176799599	0
NM_001205067	chr12	72085838	72086838	0
NM_001205068	chr11	59450044	59451044	0
NM_001205070	chr7	44467979	44468979	0
NM_001205071	chr7	44467979	44468979	0
NM_001205072	chr7	44467979	44468979	0
NM_001205073	chr7	44467979	44468979	0
NM_001205075	chr14	65424472	65425472	1
NM_001205076	chr2	163396993	163397993	1
NM_001205081	chr11	116109235	116110235	1
NM_001205082	chr5	125340094	125341094	1
NM_001205083	chr5	125340094	125341094	1
NM_001205085	chr9	24773303	24774303	1
NM_001205095	chr17	22224614	22225614	1
NM_001205098	chr10	101681486	101682486	0
NM_001205099	chr3	82547085	82548085	1
NM_001205101	chr4	145617145	145618145	0
NM_001205108	chrX	8547255	8548255	1
NM_001205132	chr5	32611170	32612170	0
NM_001205133	chr5	32611170	32612170	0
NM_001205156	chr4	107314362	107315362	0
NM_001205157	chr9	21591831	21592831	1
NM_001205158	chr9	21591831	21592831	1
NM_001205173	chr4	139574719	139575719	0
NM_001205181	chr14	54254128	54255128	0
NM_001205188	chr14	67071471	67072471	1
NM_001205204	chr1	158362303	158363303	0
NM_001205214	chr17	34031811	34032811	0
NM_001205215	chr17	34032349	34033349	0
NM_001205216	chr17	34032349	34033349	0
NM_001205219	chr8	45507787	45508787	0
NM_001205226	chr8	95806462	95807462	1
NM_001205227	chr7	107757032	107758032	1
NM_001205231	chr7	5062142	5063142	0
NM_001205234	chr19	6418737	6419737	0
NM_001205235	chr19	6418737	6419737	0
NM_001205236	chr11	103362692	103363692	1
NM_001205239	chr9	59617283	59618283	0
NM_001205241	chr14	21499769	21500769	0
NM_001205242	chr14	53665939	53666939	0
NM_001205243	chr1	161787495	161788495	1
NM_001205249	chr1	93918436	93919436	0
NM_001205253	chr8	22227302	22228302	0
NM_001205268	chrX	91632193	91633193	0
NM_001205270	chr5	33721723	33722723	0
NM_001205274	chr7	15896123	15897123	0
NM_001205282	chr2	181991225	181992225	0
NM_001205286	chr16	38558697	38559697	0
NM_001205287	chr16	38562813	38563813	0
NM_001205311	chr8	94329207	94330207	0
NM_001205312	chr9	21130275	21131275	1
NM_001205313	chr1	52119621	52120621	0
NM_001205314	chr1	52119437	52120437	0
NM_001205321	chr9	119718032	119719032	1
NM_001205322	chr13	27094188	27095188	0
NM_001205330	chr9	109931773	109932773	0
NM_001205331	chr9	109931773	109932773	0
NM_001205332	chr9	109931773	109932773	0
NM_001205334	chr15	84720051	84721051	0
NM_001205336	chr18	37997969	37998969	1
NM_001205339	chr19	15923622	15924622	1
NM_001205341	chr10	106470309	106471309	0
NM_001205343	chr12	83763633	83764633	0
NM_001205345	chr15	79741536	79742536	1
NM_001205346	chr15	79741536	79742536	1
NM_001205349	chr19	34008253	34009253	0
NM_001205353	chr15	86058726	86059726	0
NM_001205355	chr3	84478491	84479491	1
NM_001205361	chr3	35931966	35932966	1
NM_001205362	chr3	35931334	35932334	1
NM_001205363	chr6	129408861	129409861	0
NM_001205364	chr6	129408861	129409861	0
NM_001205365	chr6	129408861	129409861	0
NM_001205367	chr9	25252438	25253438	0
NM_001205369	chr2	121866969	121867969	0
NM_001205370	chr2	121866969	121867969	0
NM_001205371	chr2	121867704	121868704	0
NM_001205385	chr1	125434727	125435727	1
NM_001205386	chr1	125434727	125435727	1
NM_001205391	chr1	87756010	87757010	0
NM_001205392	chr1	87756010	87757010	0
NM_001205396	chr6	135117283	135118283	1
NM_001206335	chr17	26243242	26244242	1
NM_001206367	chr2	35256358	35257358	0
NM_001206368	chr2	35256358	35257358	0
NM_001206369	chr2	35266743	35267743	0
NM_001206382	chr2	131234062	131235062	0
NM_001206383	chr2	131234062	131235062	0
NM_001206385	chr2	131234062	131235062	0
NM_001206390	chr13	55019819	55020819	1
NM_001206391	chr13	55019819	55020819	1
NM_001206392	chr13	55020385	55021385	1
NM_001206661	chr17	68837135	68838135	0
NM_001206684	chr14	37109101	37110101	1
NM_001206849	chr8	33746770	33747770	1
NM_001206851	chr10	93831554	93832554	0
NM_001206926	chr1	174099459	174100459	0
NM_001207021	chr15	82211815	82212815	1
NM_001214911	chr15	101053399	101054399	1
NM_001220497	chrX	55551595	55552595	0
NM_001220498	chrX	55430234	55431234	0
NM_001220499	chr4	156132169	156133169	0
NM_001242345	chr6	142413430	142414430	0
NM_001242349	chr7	144737592	144738592	1
NM_001242358	chr6	106769137	106770137	0
NM_001242360	chr6	106769137	106770137	0
