Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d ../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 -noadj -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 reads
NM_008987	chr3	66219887	66225806	+	1917.0	1	Ptx3|AI607804|TSG-14|-|3 E1|3 30.25 cM|protein-coding	12.000	2.000	2.000	16.000	0.000
NM_021344	chr5	118027824	118061870	+	932.0	1	Tesc|1010001A17Rik|2410011K10Rik|TE-1|-|5 F|5 57.84 cM|protein-coding	109.000	137.000	229.000	73.000	111.000
NM_026341	chr14	20294690	20317575	+	2512.0	1	Nudt13|4933433B15Rik|-|14|14 B|protein-coding	114.000	120.000	184.000	164.000	95.000
NR_105945	chr18	37854605	37854660	-	55.0	1	Mir6979|mmu-mir-6979|-|-|ncRNA	13.000	11.000	9.000	12.000	0.000
NM_001081408	chr4	141746675	141759263	+	1395.0	1	Agmat|5033405N08Rik|RP23-395H4.1|4 E1|4|protein-coding	0.000	1.000	0.000	2.000	0.000
NR_027824	chr1	63964727	63968999	+	1430.0	1	Gm13749|OTTMUSG00000013918|-|1 C2|1|ncRNA	0.000	0.000	0.000	0.000	0.000
NR_033261	chr7	142491080	142506771	-	2242.0	1	Prr33|ENSMUSG00000043795|Gm14492|OTTMUSG00000016823|-|7 F5|7|ncRNA	144.000	216.000	293.000	219.000	282.000
NM_001100186	chr7	11161643	11166148	-	1986.0	1	Zscan4d|EG545913|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_146162	chr5	113793729	113800352	-	2074.0	1	Tmem119|AW208946|BC025600|obif|-|5 F|5|protein-coding	0.000	14.000	4.000	7.000	19.000
NM_031202	chr4	80834213	80851736	+	2745.0	1	Tyrp1|Oca3|TRP-1|TRP1|Tyrp|b|brown|isa|RP23-372M15.1|4 C3|4 37.89 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_025932	chrX	162856843	162888462	-	2305.0	1	Syap1|2010110O17Rik|AW011796|RP23-31A20.3|X F4|X|protein-coding	678.000	1061.000	1207.000	976.000	848.000
NR_029464	chr12	111941991	111944482	-	1726.0	1	5033406O09Rik|9130204G15Rik|-|12 F1|12|ncRNA	9.000	12.000	11.000	6.000	33.000
NM_178638	chr9	103482936	103761837	-	3684.0	1	Tmem108|AI462967|B130017P16Rik|R74726|-|9 F1|9|protein-coding	12.000	41.000	43.000	19.000	44.000
NM_172713	chr5	92284010	92310024	-	4996.0	1	Sdad1|4931421J16|AA591032|AW538460|-|5 E2|5|protein-coding	4395.000	3797.000	2645.000	4828.000	1223.000
NM_011692	chrX	75514297	75534946	+	1593.0	1	Vbp1|-|RP23-252K7.8|X A7.3|X 38.25 cM|protein-coding	2066.000	2785.000	2219.000	2816.000	764.000
NM_212457	chrX	136139045	136140437	+	777.0	1	Bex4|-|RP23-1A3.7|XE3|X|protein-coding	0.000	0.000	0.000	4.000	1.000
NM_020330	chr12	81558584	81568474	-	2907.0	1	Adam21|Adam31|-|12 D1|12 37.79 cM|protein-coding	5.000	2.000	5.000	7.000	0.000
NR_046171	chr1	153721240	153737829	-	3334.0	1	C230024C17Rik|C230024C17|RP23-184B11.4|1 G3|1|ncRNA	2.000	2.000	0.000	0.000	0.000
NM_001289670	chr7	30522226	30535060	-	4314.0	1	Arhgap33|AW324378|NOMA-GAP|Snx26|TCGAP|-|7 B1|7|protein-coding	39.000	21.000	44.000	38.000	77.000
NM_207298	chr2	29869494	29882840	+	2701.0	1	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	76.000	130.000	95.000	132.000	140.000
NM_172825	chr16	56724609	56795858	-	2683.0	1	Gpr128|9130020O16Rik|-|16 C1.1|16|protein-coding	23.000	16.000	10.000	52.000	12.000
NM_013871	chr15	89130584	89140703	-	1876.0	1	Mapk12|AW123708|Erk6|P38gamma|Prkm12|Sapk3|-|15 E3|15|protein-coding	13.000	23.000	36.000	16.000	96.000
NM_001146198	chr12	56531935	56535106	-	2261.0	1	Nkx2-1|AV026640|Nkx2.1|T/EBP|Titf1|Ttf-1|-|12 C1-C3|12 24.42 cM|protein-coding	0.000	0.000	2.000	0.000	0.000
NM_001100458	chr13	97071643	97129522	+	4539.0	1	Fam169a|B230112C05Rik|SLAP75|-|13 D1|13|protein-coding	74.000	24.000	64.000	68.000	32.000
NM_001042484	chr8	23241326	23257080	-	1810.0	1	Golga7|AB041568|C130038N16Rik|GCP16|GOLGA3AP1|HSPC041|R75586|MNCb-1213|8 A2|8|protein-coding	1142.000	1162.000	909.000	1259.000	380.000
NM_025451	chr4	138455148	138460126	+	3609.0	1	Camk2n1|1810006K23Rik|AI848599|AI891706|RP23-25C1.11-001|4 D3|4|protein-coding	58.000	150.000	161.000	80.000	202.000
NM_009994	chr17	79706953	79715041	-	5123.0	1	Cyp1b1|CP1B|P4501b1|-|17 E3|17|protein-coding	45.000	14.000	10.000	24.000	8.000
NR_045822	chr8	79295078	79307774	+	2639.0	1	Gm4890|A630049P17|-|8 C2|8|ncRNA	39.000	49.000	42.000	42.000	12.000
NM_001163246	chr13	67589439	67609707	-	4829.0	1	AA987161|AA987127|RP24-92E16.1|13 B3|13|protein-coding	609.000	720.000	742.000	686.000	462.000
NM_025712	chr15	36504062	36555572	-	2679.0	1	Snx31|4631426E05Rik|-|15|15 C|protein-coding	0.000	0.000	0.000	0.000	4.000
NR_046068	chr4	45762377	45764223	-	643.0	1	Gm12409|OTTMUSG00000006726|-|4 B1|4|ncRNA	1.000	2.000	0.000	0.000	0.000
NR_015482	chr15	95097622	95149318	-	1003.0	1	LOC100043315|-|RP24-303N12.1|15 E3|15|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_001161822	chr10	5825664	5922400	-	8182.0	1	Rgs17|6430507P11Rik|Rgsz2|-|10 A1|10|protein-coding	1.000	2.000	3.000	1.000	33.000
NM_009662	chr6	116410071	116461178	-	2811.0	1	Alox5|5-LO|5-LOX|5LO|5LX|AI850497|F730011J02|-|6 F1|6 53.79 cM|protein-coding	459.000	700.000	766.000	345.000	1700.000
NR_073374	chr17	8293366	8311118	-	970.0	1	4930506C21Rik|-|-|17|17|ncRNA	2.000	24.000	42.000	20.000	32.000
NM_024250	chr17	14944995	14961260	-	1650.0	1	Phf10|1810055P05Rik|AV024533|-|17|17 A2|protein-coding	3119.000	3211.000	2229.000	3516.000	960.000
NM_033072	chr10	127281956	127288771	-	4031.0	1	Mbd6|D10Wsu93e|-|10 D3|10 74.5 cM|protein-coding	2038.000	2141.000	2266.000	2479.000	2332.000
NR_028380	chrX	103569505	103623754	-	4358.0	1	Ftx|B230206F22Rik|BB219131|NCRNA00182|Thcytx|-|X D|X 46.21 cM|ncRNA	246.000	277.000	245.000	273.000	108.000
NM_001015889	chr13	100651607	100656060	+	1226.0	1	Taf9|2310012M09Rik|AA673500|AU045423|TAFII31|TAFII32|Taf2g|-|13 D1|13|protein-coding	957.000	984.000	761.000	1319.000	370.000
NR_033467	chr2	166273908	166294831	+	380.0	1	Gm11468|OTTMUSG00000001131|RP23-79H8.1|2 H3|2|ncRNA	0.000	0.000	0.000	0.000	0.000
NR_106198	chr4	33438081	33438209	+	128.0	1	Mir8118|mmu-mir-8118|-|-|ncRNA	1.000	0.000	0.000	0.000	0.000
NM_012060	chrX	73686183	73716175	-	1204.0	1	Bcap31|Bap31|RP23-329M9.5|X|X A6|protein-coding	3142.000	3266.000	2950.000	3588.000	1520.000
NM_013777	chr13	4268172	4279399	-	1220.0	1	Akr1c12|AI266976|Akra|-|13 A1|13|protein-coding	32.000	45.000	21.000	41.000	14.000
NM_146355	chr7	105368328	105369317	+	988.0	1	Olfr692|MOR36-1|-|7 E3|7|protein-coding	1.000	0.000	0.000	0.000	0.000
NM_001289747	chr2	130123275	130154232	+	3455.0	1	Tgm6|TGM3L|TGY|RP23-20A6.2|2 F1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_027906	chr14	78849178	79202310	+	6881.0	1	Vwa8|1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564|-|14 D3|14|protein-coding	520.000	574.000	454.000	723.000	237.000
NM_145843	chr7	11669599	11670519	-	919.0	1	Vmn1r72|V1rg1|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_029174	chrX	139086243	139093403	+	796.0	1	4930513O06Rik|-|RP23-228A20.2|X F1|X|protein-coding	0.000	0.000	0.000	1.000	0.000
NR_030479	chr4	124731694	124731802	+	108.0	1	Mir697|Mirn697|mmu-mir-697|-|4|4|ncRNA	2.000	5.000	11.000	0.000	0.000
NM_198934	chr1	165865154	165934948	-	13031.0	1	Pou2f1|2810482H01Rik|NF-A1|Oct-1|Oct1|Otf-1|Otf1|RP23-36P10.7|1 H2.3|1 73.21 cM|protein-coding	2306.000	2551.000	2935.000	2811.000	1947.000
NM_011806	chr5	9118868	9161776	-	3719.0	1	Dmtf1|Dimp|Dmp1|-|5 A2-A3|5|protein-coding	1409.000	1517.000	1836.000	1666.000	1314.000
NM_008232	chr13	26768172	26770165	-	1991.0	1	Hdgfl1|4921520N01Rik|HRP-1|Hdgfrp1|Pwwp1|RP23-138O19.1|13 A3.1|13|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_026916	chr5	129908540	129911281	+	623.0	1	Nupr1l|1810010E01Rik|4930579G22Rik|-|5|5|protein-coding	1.000	0.000	0.000	1.000	2.000
NM_008714	chr2	26457902	26503822	-	9453.0	1	Notch1|9930111A19Rik|Mis6|N1|Tan1|lin-12|RP23-306D20.12-001|2 A3|2 18.91 cM|protein-coding	4623.000	4401.000	4625.000	7483.000	5012.000
NM_001122734	chrX	147992993	148033174	+	2018.8	6	Gm15085|OTTMUSG00000018973|RP23-330P11.1|X F3|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_033588	chr18	37694501	37841870	+	4534.0	1	Pcdhga5|-|-|18 B3|18|protein-coding	569.000	709.000	653.000	620.000	244.000
NR_028557	chr10	62765579	62765606	-	27.0	1	Snord98|MBII-419|-|10|10|snoRNA	0.000	0.000	4.000	1.000	0.000
NM_011149	chr9	66060169	66066629	+	953.0	1	Ppib|AA408962|AA553318|AI844835|Cphn-2|Cphn2|CyP-20b|-|9 C|9|protein-coding	4848.000	5427.000	4543.000	5851.000	2995.000
NM_001168644	chr13	73661750	73678023	-	4138.0	1	Slc6a18|B0AT3|D630001K16Rik|Xt2|Xtrp2|-|13 C1|13 40.13 cM|protein-coding	1.000	0.000	0.000	1.000	0.000
NM_010631	chr8	95099828	95142540	-	3248.0	1	Kifc3|AI325457|BB123200|-|8 D1|8 47.12 cM|protein-coding	28.000	40.000	31.000	35.000	86.000
NM_011188	chr5	21785283	21803784	+	1767.0	1	Psmc2|-|-|5 A3|5 9.97 cM|protein-coding	5455.000	5598.000	4317.000	6772.000	1618.000
NM_001011858	chr7	108564837	108565793	-	955.0	1	Olfr504|MOR40-15|MOR40-7P|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_146267	chr10	129111485	129112423	-	937.0	1	Olfr769|MOR114-14|-|10 D3|10|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001123386	chr13	35741402	35874064	+	3483.0	1	Cdyl|AI325931|-|13 A3.3|13 14.39 cM|protein-coding	761.000	1091.000	855.000	943.000	611.000
NR_033590	chr8	28083194	28084853	-	1659.0	1	Gm8096|EG666422|-|8 A2|8|pseudo	0.000	0.000	0.000	0.000	0.000
NM_001031811	chr17	52602709	52979194	+	4269.0	1	Kcnh8|C130090D05Rik|ELK|ELK1|ELK3|Kv12.1|-|17 C|17|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_013640	chr8	105935728	105938392	-	1260.0	1	Psmb10|Mecl-1|Mecl1|-|8 D3|8 53.06 cM|protein-coding	1135.000	1191.000	932.000	1186.000	1428.000
NM_181328	chr12	108825878	108835876	-	1958.0	1	Slc25a29|C030003J19Rik|CACL|mCACL|-|12 F1|12|protein-coding	81.000	141.000	81.000	77.000	124.000
NM_025926	chr3	152183871	152193845	-	2543.0	1	Dnajb4|1700029A20Rik|2010306G19Rik|5730460G06Rik|-|3 H3|3|protein-coding	498.000	560.000	580.000	578.000	294.000
NM_001291353	chr7	101881325	101899545	+	835.0	1	Anapc15|3200002M19Rik|6330414C15Rik|APC15|-|7 E3|7|protein-coding	328.000	286.000	193.000	285.000	89.000
NM_013841	chr3	95999832	96058455	-	2609.0	1	Vps45|AI462172|AW554165|mVps45|-|3 F2.1|3 41.65 cM|protein-coding	357.000	432.000	385.000	403.000	230.000
NM_175325	chr9	59321966	59353508	-	2524.0	1	Bbs4|AW537059|AW742241|D9Ertd464e|-|9 B|9 32.01 cM|protein-coding	265.000	297.000	270.000	386.000	123.000
NM_139221	chr8	21905374	21906432	-	335.0	1	Defb11|BD-11|Defb8|AL590619.4|8 A2|8|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_010130	chr17	57358686	57483529	+	3221.0	1	Emr1|DD7A5-7|EGF-TM7|F4/80|Gpf480|Ly71|TM7LN3|-|17 D|17 29.8 cM|protein-coding	46.000	140.000	207.000	39.000	514.000
NM_001143671	chr8	13435459	13461451	+	1212.0	1	Tmem255b|Fam70b|Gm687|-|8 A1.1|8|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_145835	chr9	64117147	64138118	+	2155.0	1	Lctl|E130104I05Rik|KLPH|-|9 C|9|protein-coding	13.000	48.000	35.000	30.000	19.000
NM_001006669	chr2	181075579	181135225	-	2866.0	1	Kcnq2|HNSPC|KQT2|Nmf134|RP23-401L17.2|2 H3-4|2 103.57 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_015538	chr19	8774485	8776962	+	2477.0	1	Gm2518|D630022E15Rik|-|19 A|19|pseudo	248.000	281.000	271.000	252.000	188.000
NM_010786	chr10	117688875	117710758	-	3085.0	1	Mdm2|1700007J15Rik|AA415488|Mdm-2|-|10 C1-C3|10 66.32 cM|protein-coding	2883.000	2734.000	2760.000	3803.000	2106.000
NM_138742	chrX	122394561	122397385	-	2822.0	1	Nap1l3|MB20|RP23-74L11.3|X E3|X|protein-coding	1.000	8.000	4.000	4.000	0.000
NM_026864	chr5	146845071	146847726	+	1120.0	1	Rasl11a|1110065D03Rik|AI852031|-|5 G3|5|protein-coding	15.000	21.000	40.000	27.000	62.000
NR_105027	chr6	83761759	83762508	-	344.0	1	1700124L16Rik|-|-|6 C3|6|ncRNA	10.000	8.000	6.000	3.000	0.000
NM_199158	chr2	51627511	51628407	+	895.0	1	Tas2r134|T2R134|Tas2r34|-|2 C1.1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001007077	chr4	143789334	143795585	+	1832.0	1	Gm13023|BC084594|MGC:91194|OTTMUSG00000010009|RP23-281O10.1|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001201391	chr7	103826523	103827928	-	634.0	1	Hbb-bs|Beta-s|Hbbt1|Hbbt2|-|7|7|protein-coding	17.000	42.000	12.000	31.000	187.000
NM_198864	chr3	73048125	73056943	-	3728.0	1	Slitrk3|-|-|3|3 E2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_026345	chr6	134609207	134632488	-	2370.0	1	Mansc1|9130403P13Rik|-|6 G1|6|protein-coding	41.000	28.000	22.000	20.000	50.000
NM_024270	chr13	19357676	19395752	-	1273.0	1	Stard3nl|0610035N01Rik|6530409L22Rik|AW124774|MENTHO|-|13|13 A3.1|protein-coding	525.000	693.000	581.000	687.000	364.000
NM_001276710	chr1	93135240	93145421	+	1540.0	1	Agxt|AGT|Agt1|Agxt1|SPT|-|1 D|1 47.0 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001033165	chr4	59003193	59023398	+	1821.0	1	Dnajc25|2010109C08Rik|2010203O07Rik|RP23-211P15.4|4 B3|4|protein-coding	297.000	302.000	198.000	235.000	103.000
NM_145523	chr2	62664327	62694109	+	3278.0	1	Gca|5133401E04Rik|AI573844|RP23-34J8.3|2 C1.3|2|protein-coding	153.000	242.000	275.000	163.000	493.000
NM_026121	chr8	25764539	25785209	-	4790.0	1	Bag4|2410112I15Rik|SODD|-|8|8 A3|protein-coding	1035.000	974.000	782.000	1039.000	520.000
NM_144818	chr2	127103810	127133954	-	2674.0	1	Ncaph|A730011O11Rik|Brrn1|HCAP-H|mKIAA0074|-|2 F1|2|protein-coding	316.000	251.000	245.000	439.000	162.000
NM_001177771	chr3	108653940	108678840	+	2231.0	1	Clcc1|Mclc|RP23-217I18.1|3 F3|3|protein-coding	733.000	777.000	832.000	870.000	519.000
NM_146505	chr9	39613569	39614501	+	931.0	1	Olfr148|M30|MOR224-4|-|9 A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_134023	chr11	4186833	4215505	+	1902.0	1	Tbc1d10a|AI447804|EPI64|Tbc1d10|mFLJ00288|RP23-453B22.5|11 A1|11|protein-coding	2096.000	3146.000	2413.000	2306.000	836.000
NR_033541	chr15	10600293	10611651	+	3465.0	1	Gm10389|ENSMUSG00000072658|-|-|ncRNA	0.000	3.000	0.000	3.000	0.000
NM_028048	chr11	68968131	68972515	+	1820.0	1	Slc25a35|1810012H11Rik|RP23-396M19.7|11 B3|11|protein-coding	33.000	26.000	38.000	34.000	161.000
NM_001081661	chrX	114907582	114908510	+	739.0	1	Ube2dnl2|4930524E20Rik|RP23-322M6.4|X E1|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_134191	chr17	20687508	20688404	+	895.0	1	Vmn1r226|V1re2|-|17 A3.2|17|protein-coding	0.000	0.000	0.000	0.000	8.000
NM_001008501	chr17	21707741	21725636	+	4201.0	1	Zfp760|9430018I06|BC029103|-|17 A3.2-A3.3|17|protein-coding	173.000	187.000	150.000	185.000	129.000
NM_001085418	chr4	144270633	144280466	-	2141.0	1	Pramel5|OTTMUSG00000010540|RP23-468M24.5|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001003915	chr2	110597299	110649345	+	5087.0	1	Slc5a12|AI315119|D630015G19|SMCT2|RP24-331J23.1|2 E3|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_028104	chr2	119218119	119229865	-	740.0	1	Ppp1r14d|2010107K19Rik|GBPI-1|Ppp1r14|RP23-46P4.2|2 E5|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_023617	chr1	58113136	58200452	+	4323.0	1	Aox3|1200011D03Rik|AI326299|Aoh1|Aoh2|-|1 C1.3|1 28.96 cM|protein-coding	1.000	0.000	0.000	0.000	0.000
NR_045007	chr1	58652641	58655831	+	934.0	1	Gm20257|-|-|1|1 29.15 cM|pseudo	44.000	44.000	40.000	93.000	49.000
NM_153407	chr15	100479570	100495239	-	4119.0	1	Csrnp2|CSRNP-2|Csnrp2|taip-12|-|15 F1|15|protein-coding	388.000	294.000	277.000	321.000	185.000
NM_007807	chrX	9435254	9469324	-	4735.0	1	Cybb|C88302|CGD91-phox|Cgd|Cyd|Nox2|gp91-1|gp91phox|RP23-243O4.1|X A1.1|X|protein-coding	2764.000	4753.000	4797.000	2670.000	10758.000
NM_025823	chr6	86386006	86397150	-	4283.0	1	Pcyox1|1200015P13Rik|AI115532|AI448340|PCL1|Pcly|-|6 D1|6|protein-coding	626.000	617.000	734.000	555.000	1094.000
NR_040413	chr5	52973012	52992292	-	476.0	1	5033403H07Rik|-|-|5|5|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_001099299	chr4	153373221	153482830	-	3059.0	1	Ajap1|Gm573|RP23-144K17.1|4 E2|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_027920	chr5	37820564	37822751	+	2187.0	1	Msx1os|Msx1as|-|5 20.21 cM|ncRNA	0.000	0.000	3.000	0.000	0.000
NM_146772	chr2	88591806	88592726	+	919.0	1	Olfr1189|MOR237-2|RP23-316D8.3|2 D|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_008446	chrX	100626065	100727271	+	4680.0	1	Kif4|AI323435|D330050K22Rik|Kns4|RP23-213F21.3|X C3|X 43.72 cM|protein-coding	121.000	115.000	127.000	195.000	73.000
NM_009233	chr8	12395519	12399555	+	4034.0	1	Sox1|BB176347|Sox-1|-|8 A1-A2|8 5.73 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019775	chr14	75242287	75283553	+	1462.0	1	Cpb2|1110032P04Rik|4930405E17Rik|AI255929|CPR|Cpu|TAFI|-|14|14 D2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_153592	chr8	27023799	27039435	+	3931.0	1	Erlin2|BC036333|C87251|Spfh2|-|8 A2|8|protein-coding	1183.000	1228.000	1072.000	1367.000	631.000
NR_030524	chr6	36421742	36421825	+	83.0	1	Mir490|Mirn490|mmu-mir-490|-|6|6|ncRNA	0.000	0.000	3.000	0.000	0.000
NR_106062	chr12	114469407	114469466	-	59.0	1	Mir7094-1|mmu-mir-7094-1|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_007708	chr5	115845656	116006341	+	6847.0	1	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5 F|5|protein-coding	72.000	90.000	110.000	132.000	151.000
NM_019658	chr19	53944876	54033278	+	4105.0	1	Shoc2|AU017287|Sur8|mKIAA0862|-|19 D2|19|protein-coding	2046.000	2604.000	2305.000	2438.000	1296.000
NM_012048	chr13	96480689	96542485	-	4209.0	1	Polk|Dinb1|-|13 D1|13|protein-coding	931.000	853.000	800.000	1216.000	339.000
NM_010924	chr9	48591890	48605077	-	949.0	1	Nnmt|-|-|9 A5.3|9 26.45 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_013552	chr11	40701388	40733437	-	3894.0	1	Hmmr|AA386826|CD168|Rhamm|RP23-382C18.3|11 A5|11 24.4 cM|protein-coding	129.000	142.000	74.000	164.000	58.000
NM_026392	chr1	16665191	16678275	+	1727.0	1	Tmem70|1110020A09Rik|2210416J16Rik|-|1 A3|1|protein-coding	1397.000	1374.000	1004.000	1556.000	608.000
NM_146696	chr19	13500546	13503292	+	1097.0	1	Olfr1477|MOR202-10|-|19 C1|19|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_035484	chr1	63980973	63984483	-	32.0	1	Mir1958|mmu-mir-1958|-|4|4 26.09 cM|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_028957	chr6	24857997	24891958	+	2064.0	1	Hyal5|4933439A12Rik|-|6 A3.1|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001286482	chr14	48657677	48667644	-	2302.0	1	Otx2|E130306E05Rik|-|14 C1|14 25.36 cM|protein-coding	0.000	1.000	5.000	0.000	0.000
NM_009758	chr14	34411068	34502546	-	5466.0	1	Bmpr1a|1110037I22Rik|ALK3|AU045487|BMPR-IA|Bmpr|-|14 B|14 20.81 cM|protein-coding	146.000	135.000	199.000	123.000	171.000
NM_001014900	chr4	119422684	119453899	+	1495.0	1	Zmynd12|AI414736|RP23-132L14.1|4 D2.1|4|protein-coding	0.000	4.000	8.000	4.000	0.000
NM_010600	chr1	192190777	192510159	+	7226.0	1	Kcnh1|EAG1|Kv10.1|M-eag|-|1 H6|1|protein-coding	1.000	0.000	0.000	1.000	0.000
NM_177642	chr1	135953578	136006342	-	8968.0	1	Igfn1|9830123M21Rik|-|1 E4|1|protein-coding	0.000	0.000	2.000	1.000	0.000
NM_178665	chr16	24393350	24992578	+	15634.0	1	Lpp|9430020K16Rik|AA959454|AU024130|B130055L10Rik|C79715|D630048H16|-|16 B1|16|protein-coding	304.000	517.000	438.000	479.000	460.000
NM_172527	chr14	73519864	73548242	-	2585.0	1	Nudt15|6530403O17|A730068G11Rik|MTH2|-|14 D3|14|protein-coding	33.000	31.000	31.000	31.000	20.000
NM_144534	chr8	72572103	72587284	+	2088.0	1	Tmem38a|1110001E17Rik|AI413399|TRIC-A|mg33a|-|8 B3.3|8|protein-coding	66.000	104.000	137.000	73.000	126.000
NM_027875	chr10	78584503	78591964	-	3278.0	1	Syde1|1200008N06Rik|BB043000|mSYD1A|-|10 C1|10|protein-coding	76.000	44.000	48.000	76.000	161.000
NM_028108	chr16	44139809	44163364	+	4519.0	1	Naa50|2600005K24Rik|2810441M03Rik|AW112078|Mak3|Mak3p|Nat13|Nat5|San|-|16 B4|16|protein-coding	4652.000	4216.000	3070.000	5668.000	1441.000
NM_001146293	chr18	25477620	25753983	-	3935.0	1	Celf4|A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik|-|18|18 B1|protein-coding	28.000	18.000	21.000	7.000	15.000
NM_027878	chr10	88322804	88357075	-	2798.0	1	Dram1|1200002N14Rik|Dram|-|10 C1|10|protein-coding	242.000	373.000	299.000	250.000	559.000
NM_177460	chr9	65214690	65239219	+	2474.0	1	Parp16|ARTD15|BC055447|C79952|PARP-16|-|9 C|9|protein-coding	38.000	63.000	45.000	36.000	229.000
NM_001033378	chr8	3353415	3390299	+	2954.0	1	A430078G23Rik|-|-|8 A1.1|8|protein-coding	228.000	281.000	887.000	123.000	1628.000
NM_001033492	chrX	86250256	86256219	-	2396.0	1	Mageb4|CN716893|Mage-b4|mMage-b4|RP23-346H6.2|X C1|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_025974	chr9	120571517	120574653	+	927.0	1	Rpl14|3100001N19Rik|AA407502|AL022816|CAG-ISL-7|CTG-B33|L14|-|9 F4|9|protein-coding	5207.000	5058.000	4040.000	6756.000	2571.000
NM_001081648	chrX	148180724	148224710	+	2019.0	1	Gm15107|OTTMUSG00000019001|Ott-like|RP23-14I19.1|X F2|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001267622	chr5	110879803	111289779	+	10662.0	1	Ttc28|2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK|-|5 F|5|protein-coding	183.000	544.000	1090.000	172.000	571.000
NM_029545	chr12	51997507	52006501	-	2559.0	1	Dtd2|4930578F06Rik|6530401N04Rik|B830049N13Rik|-|12|12 C1|protein-coding	225.000	244.000	219.000	254.000	163.000
NR_036598	chr12	110994398	111013872	+	1090.0	1	6030440G07Rik|-|-|12 F1|12|ncRNA	0.000	0.000	1.000	0.000	0.000
NM_001244651	chr17	39640957	39645667	+	1164.0	1	Esp15|EG668200|Esp16|Gm9041|-|17 B1|17|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_009955	chr14	66802864	66868600	-	4416.0	1	Dpysl2|AI851130|Crmp2|DRP2|Musunc33|TOAD-64|Ulip2|-|14 D1|14 34.6 cM|protein-coding	602.000	493.000	469.000	684.000	612.000
NM_001081449	chr7	12615233	12636134	-	2415.0	1	Vmn2r54|EG666085|Gm1496|Gm470|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001136259	chr8	75033686	75070121	+	2340.0	1	Tom1|-|-|8 C1|8|protein-coding	5.000	0.000	12.000	2.000	11.000
